Date,Measure Names,Measure Values
3/25/2020,Positive Test Percentage,
3/25/2020,Sum of Hospitalizations,
3/25/2020,NC Daily Tests,"2,446"
3/26/2020,New Cases by Report Date,132
3/26/2020,New Cases by Specimen Date,197
3/26/2020,Positive Test Percentage,
3/26/2020,Sum of Hospitalizations,
3/26/2020,NC Daily Tests,"2,793"
3/27/2020,New Cases by Report Date,128
3/27/2020,New Cases by Specimen Date,169
3/27/2020,Positive Test Percentage,
3/27/2020,Sum of Hospitalizations,77
3/27/2020,NC Daily Tests,"2,667"
3/28/2020,New Cases by Report Date,171
3/28/2020,New Cases by Specimen Date,99
3/28/2020,Positive Test Percentage,
3/28/2020,Sum of Hospitalizations,87
3/28/2020,NC Daily Tests,"2,910"
3/29/2020,New Cases by Report Date,232
3/29/2020,New Cases by Specimen Date,76
3/29/2020,Positive Test Percentage,
3/29/2020,Sum of Hospitalizations,91
3/29/2020,NC Daily Tests,"1,638"
3/30/2020,New Cases by Report Date,140
3/30/2020,New Cases by Specimen Date,211
3/30/2020,Positive Test Percentage,
3/30/2020,Sum of Hospitalizations,137
3/30/2020,NC Daily Tests,"2,082"
3/31/2020,New Cases by Report Date,191
3/31/2020,New Cases by Specimen Date,212
3/31/2020,Positive Test Percentage,
3/31/2020,Sum of Hospitalizations,157
3/31/2020,NC Daily Tests,"2,787"
4/1/2020,New Cases by Report Date,86
4/1/2020,New Cases by Specimen Date,239
4/1/2020,Positive Test Percentage,0.075136612
4/1/2020,Sum of Hospitalizations,204
4/1/2020,NC Daily Tests,"3,435"
4/2/2020,New Cases by Report Date,273
4/2/2020,New Cases by Specimen Date,222
4/2/2020,Positive Test Percentage,0.067118644
4/2/2020,Sum of Hospitalizations,184
4/2/2020,NC Daily Tests,"2,883"
4/3/2020,New Cases by Report Date,236
4/3/2020,New Cases by Specimen Date,204
4/3/2020,Positive Test Percentage,0.079809004
4/3/2020,Sum of Hospitalizations,259
4/3/2020,NC Daily Tests,"3,404"
4/4/2020,New Cases by Report Date,309
4/4/2020,New Cases by Specimen Date,115
4/4/2020,Positive Test Percentage,0.084319527
4/4/2020,Sum of Hospitalizations,271
4/4/2020,NC Daily Tests,"7,629"
4/5/2020,New Cases by Report Date,183
4/5/2020,New Cases by Specimen Date,86
4/5/2020,Positive Test Percentage,0.081666120
4/5/2020,Sum of Hospitalizations,261
4/5/2020,NC Daily Tests,"1,343"
4/6/2020,New Cases by Report Date,285
4/6/2020,New Cases by Specimen Date,398
4/6/2020,Positive Test Percentage,0.078169685
4/6/2020,Sum of Hospitalizations,270
4/6/2020,NC Daily Tests,852
4/7/2020,New Cases by Report Date,351
4/7/2020,New Cases by Specimen Date,263
4/7/2020,Positive Test Percentage,0.119153127
4/7/2020,Sum of Hospitalizations,354
4/7/2020,NC Daily Tests,913
4/8/2020,New Cases by Report Date,205
4/8/2020,New Cases by Specimen Date,283
4/8/2020,Positive Test Percentage,0.089418778
4/8/2020,Sum of Hospitalizations,386
4/8/2020,NC Daily Tests,"2,431"
4/9/2020,New Cases by Report Date,225
4/9/2020,New Cases by Specimen Date,327
4/9/2020,Positive Test Percentage,0.091727390
4/9/2020,Sum of Hospitalizations,398
4/9/2020,NC Daily Tests,"5,262"
4/10/2020,New Cases by Report Date,257
4/10/2020,New Cases by Specimen Date,317
4/10/2020,Positive Test Percentage,0.083538084
4/10/2020,Sum of Hospitalizations,423
4/10/2020,NC Daily Tests,"10,211"
4/11/2020,New Cases by Report Date,404
4/11/2020,New Cases by Specimen Date,171
4/11/2020,Positive Test Percentage,0.113082040
4/11/2020,Sum of Hospitalizations,362
4/11/2020,NC Daily Tests,"2,875"
4/12/2020,New Cases by Report Date,208
4/12/2020,New Cases by Specimen Date,114
4/12/2020,Positive Test Percentage,0.163636364
4/12/2020,Sum of Hospitalizations,331
4/12/2020,NC Daily Tests,"7,999"
4/13/2020,New Cases by Report Date,296
4/13/2020,New Cases by Specimen Date,282
4/13/2020,Positive Test Percentage,0.113500597
4/13/2020,Sum of Hospitalizations,313
4/13/2020,NC Daily Tests,"1,298"
4/14/2020,New Cases by Report Date,208
4/14/2020,New Cases by Specimen Date,284
4/14/2020,Positive Test Percentage,0.110507246
4/14/2020,Sum of Hospitalizations,418
4/14/2020,NC Daily Tests,"1,968"
4/15/2020,New Cases by Report Date,99
4/15/2020,New Cases by Specimen Date,375
4/15/2020,Positive Test Percentage,0.127556512
4/15/2020,Sum of Hospitalizations,431
4/15/2020,NC Daily Tests,"3,215"
4/16/2020,New Cases by Report Date,342
4/16/2020,New Cases by Specimen Date,541
4/16/2020,Positive Test Percentage,0.158012534
4/16/2020,Sum of Hospitalizations,452
4/16/2020,NC Daily Tests,"3,576"
4/17/2020,New Cases by Report Date,394
4/17/2020,New Cases by Specimen Date,259
4/17/2020,Positive Test Percentage,0.118521857
4/17/2020,Sum of Hospitalizations,429
4/17/2020,NC Daily Tests,"2,472"
4/18/2020,New Cases by Report Date,281
4/18/2020,New Cases by Specimen Date,137
4/18/2020,Positive Test Percentage,0.140999594
4/18/2020,Sum of Hospitalizations,388
4/18/2020,NC Daily Tests,"3,600"
4/19/2020,New Cases by Report Date,353
4/19/2020,New Cases by Specimen Date,120
4/19/2020,Positive Test Percentage,0.128193635
4/19/2020,Sum of Hospitalizations,465
4/19/2020,NC Daily Tests,"2,592"
4/20/2020,New Cases by Report Date,271
4/20/2020,New Cases by Specimen Date,440
4/20/2020,Positive Test Percentage,0.089951378
4/20/2020,Sum of Hospitalizations,373
4/20/2020,NC Daily Tests,773
4/21/2020,New Cases by Report Date,187
4/21/2020,New Cases by Specimen Date,464
4/21/2020,Positive Test Percentage,0.107545045
4/21/2020,Sum of Hospitalizations,427
4/21/2020,NC Daily Tests,"4,520"
4/22/2020,New Cases by Report Date,269
4/22/2020,New Cases by Specimen Date,439
4/22/2020,Positive Test Percentage,0.104324860
4/22/2020,Sum of Hospitalizations,434
4/22/2020,NC Daily Tests,"7,796"
4/23/2020,New Cases by Report Date,388
4/23/2020,New Cases by Specimen Date,507
4/23/2020,Positive Test Percentage,0.114890663
4/23/2020,Sum of Hospitalizations,486
4/23/2020,NC Daily Tests,"6,406"
4/24/2020,New Cases by Report Date,444
4/24/2020,New Cases by Specimen Date,573
4/24/2020,Positive Test Percentage,0.106431603
4/24/2020,Sum of Hospitalizations,477
4/24/2020,NC Daily Tests,"4,946"
4/25/2020,New Cases by Report Date,490
4/25/2020,New Cases by Specimen Date,253
4/25/2020,Positive Test Percentage,0.087766859
4/25/2020,Sum of Hospitalizations,456
4/25/2020,NC Daily Tests,"5,227"
4/26/2020,New Cases by Report Date,288
4/26/2020,New Cases by Specimen Date,120
4/26/2020,Positive Test Percentage,0.128378378
4/26/2020,Sum of Hospitalizations,451
4/26/2020,NC Daily Tests,"2,694"
4/27/2020,New Cases by Report Date,312
4/27/2020,New Cases by Specimen Date,559
4/27/2020,Positive Test Percentage,0.109693878
4/27/2020,Sum of Hospitalizations,467
4/27/2020,NC Daily Tests,"2,141"
4/28/2020,New Cases by Report Date,426
4/28/2020,New Cases by Specimen Date,436
4/28/2020,Positive Test Percentage,0.080573406
4/28/2020,Sum of Hospitalizations,469
4/28/2020,NC Daily Tests,"3,734"
4/29/2020,New Cases by Report Date,380
4/29/2020,New Cases by Specimen Date,439
4/29/2020,Positive Test Percentage,0.096915167
4/29/2020,Sum of Hospitalizations,551
4/29/2020,NC Daily Tests,"6,208"
4/30/2020,New Cases by Report Date,561
4/30/2020,New Cases by Specimen Date,458
4/30/2020,Positive Test Percentage,0.074126669
4/30/2020,Sum of Hospitalizations,546
4/30/2020,NC Daily Tests,"6,604"
5/1/2020,New Cases by Report Date,414
5/1/2020,New Cases by Specimen Date,450
5/1/2020,Positive Test Percentage,0.070061978
5/1/2020,Sum of Hospitalizations,547
5/1/2020,NC Daily Tests,"5,799"
5/2/2020,New Cases by Report Date,586
5/2/2020,New Cases by Specimen Date,181
5/2/2020,Positive Test Percentage,0.077523413
5/2/2020,Sum of Hospitalizations,502
5/2/2020,NC Daily Tests,"6,061"
5/3/2020,New Cases by Report Date,155
5/3/2020,New Cases by Specimen Date,172
5/3/2020,Positive Test Percentage,0.062355658
5/3/2020,Sum of Hospitalizations,475
5/3/2020,NC Daily Tests,"4,582"
5/4/2020,New Cases by Report Date,184
5/4/2020,New Cases by Specimen Date,688
5/4/2020,Positive Test Percentage,0.064330544
5/4/2020,Sum of Hospitalizations,498
5/4/2020,NC Daily Tests,"2,862"
5/5/2020,New Cases by Report Date,408
5/5/2020,New Cases by Specimen Date,554
5/5/2020,Positive Test Percentage,0.070273837
5/5/2020,Sum of Hospitalizations,534
5/5/2020,NC Daily Tests,"5,928"
5/6/2020,New Cases by Report Date,502
5/6/2020,New Cases by Specimen Date,674
5/6/2020,Positive Test Percentage,0.079985967
5/6/2020,Sum of Hospitalizations,516
5/6/2020,NC Daily Tests,"9,371"
5/7/2020,New Cases by Report Date,639
5/7/2020,New Cases by Specimen Date,605
5/7/2020,Positive Test Percentage,0.081996043
5/7/2020,Sum of Hospitalizations,525
5/7/2020,NC Daily Tests,"7,232"
5/8/2020,New Cases by Report Date,471
5/8/2020,New Cases by Specimen Date,538
5/8/2020,Positive Test Percentage,0.072191878
5/8/2020,Sum of Hospitalizations,515
5/8/2020,NC Daily Tests,"7,901"
5/9/2020,New Cases by Report Date,492
5/9/2020,New Cases by Specimen Date,212
5/9/2020,Positive Test Percentage,0.082311321
5/9/2020,Sum of Hospitalizations,513
5/9/2020,NC Daily Tests,"7,607"
5/10/2020,New Cases by Report Date,404
5/10/2020,New Cases by Specimen Date,117
5/10/2020,Positive Test Percentage,0.064213564
5/10/2020,Sum of Hospitalizations,442
5/10/2020,NC Daily Tests,"5,275"
5/11/2020,New Cases by Report Date,281
5/11/2020,New Cases by Specimen Date,772
5/11/2020,Positive Test Percentage,0.041297935
5/11/2020,Sum of Hospitalizations,464
5/11/2020,NC Daily Tests,"2,927"
5/12/2020,New Cases by Report Date,301
5/12/2020,New Cases by Specimen Date,680
5/12/2020,Positive Test Percentage,0.053356713
5/12/2020,Sum of Hospitalizations,475
5/12/2020,NC Daily Tests,"6,371"
5/13/2020,New Cases by Report Date,470
5/13/2020,New Cases by Specimen Date,712
5/13/2020,Positive Test Percentage,0.071789028
5/13/2020,Sum of Hospitalizations,521
5/13/2020,NC Daily Tests,"8,740"
5/14/2020,New Cases by Report Date,691
5/14/2020,New Cases by Specimen Date,753
5/14/2020,Positive Test Percentage,0.066860995
5/14/2020,Sum of Hospitalizations,507
5/14/2020,NC Daily Tests,"9,271"
5/15/2020,New Cases by Report Date,622
5/15/2020,New Cases by Specimen Date,701
5/15/2020,Positive Test Percentage,0.067707420
5/15/2020,Sum of Hospitalizations,492
5/15/2020,NC Daily Tests,"13,450"
5/16/2020,New Cases by Report Date,853
5/16/2020,New Cases by Specimen Date,284
5/16/2020,Positive Test Percentage,0.070874471
5/16/2020,Sum of Hospitalizations,481
5/16/2020,NC Daily Tests,"11,282"
5/17/2020,New Cases by Report Date,530
5/17/2020,New Cases by Specimen Date,192
5/17/2020,Positive Test Percentage,0.061567164
5/17/2020,Sum of Hospitalizations,493
5/17/2020,NC Daily Tests,"9,282"
5/18/2020,New Cases by Report Date,511
5/18/2020,New Cases by Specimen Date,"1,056"
5/18/2020,Positive Test Percentage,0.055965799
5/18/2020,Sum of Hospitalizations,511
5/18/2020,NC Daily Tests,"9,300"
5/19/2020,New Cases by Report Date,677
5/19/2020,New Cases by Specimen Date,962
5/19/2020,Positive Test Percentage,0.063008130
5/19/2020,Sum of Hospitalizations,585
5/19/2020,NC Daily Tests,"8,529"
5/20/2020,New Cases by Report Date,422
5/20/2020,New Cases by Specimen Date,835
5/20/2020,Positive Test Percentage,0.073282793
5/20/2020,Sum of Hospitalizations,554
5/20/2020,NC Daily Tests,"13,849"
5/21/2020,New Cases by Report Date,738
5/21/2020,New Cases by Specimen Date,867
5/21/2020,Positive Test Percentage,0.081967213
5/21/2020,Sum of Hospitalizations,578
5/21/2020,NC Daily Tests,"10,148"
5/22/2020,New Cases by Report Date,758
5/22/2020,New Cases by Specimen Date,747
5/22/2020,Positive Test Percentage,0.097159576
5/22/2020,Sum of Hospitalizations,568
5/22/2020,NC Daily Tests,"12,992"
5/23/2020,New Cases by Report Date,"1,107"
5/23/2020,New Cases by Specimen Date,339
5/23/2020,Positive Test Percentage,0.088337001
5/23/2020,Sum of Hospitalizations,589
5/23/2020,NC Daily Tests,"8,775"
5/24/2020,New Cases by Report Date,497
5/24/2020,New Cases by Specimen Date,260
5/24/2020,Positive Test Percentage,0.083371024
5/24/2020,Sum of Hospitalizations,587
5/24/2020,NC Daily Tests,"6,814"
5/25/2020,New Cases by Report Date,742
5/25/2020,New Cases by Specimen Date,369
5/25/2020,Positive Test Percentage,0.076630538
5/25/2020,Sum of Hospitalizations,627
5/25/2020,NC Daily Tests,"7,857"
5/26/2020,New Cases by Report Date,176
5/26/2020,New Cases by Specimen Date,"1,367"
5/26/2020,Positive Test Percentage,0.071684588
5/26/2020,Sum of Hospitalizations,621
5/26/2020,NC Daily Tests,"3,538"
5/27/2020,New Cases by Report Date,488
5/27/2020,New Cases by Specimen Date,"1,005"
5/27/2020,Positive Test Percentage,0.077723378
5/27/2020,Sum of Hospitalizations,702
5/27/2020,NC Daily Tests,"12,001"
5/28/2020,New Cases by Report Date,784
5/28/2020,New Cases by Specimen Date,"1,027"
5/28/2020,Positive Test Percentage,0.089742423
5/28/2020,Sum of Hospitalizations,708
5/28/2020,NC Daily Tests,"11,199"
5/29/2020,New Cases by Report Date,"1,076"
5/29/2020,New Cases by Specimen Date,"1,116"
5/29/2020,Positive Test Percentage,0.099522381
5/29/2020,Sum of Hospitalizations,680
5/29/2020,NC Daily Tests,"17,279"
5/30/2020,New Cases by Report Date,"1,185"
5/30/2020,New Cases by Specimen Date,451
5/30/2020,Positive Test Percentage,0.082525698
5/30/2020,Sum of Hospitalizations,638
5/30/2020,NC Daily Tests,"12,564"
5/31/2020,New Cases by Report Date,916
5/31/2020,New Cases by Specimen Date,332
5/31/2020,Positive Test Percentage,0.082067195
5/31/2020,Sum of Hospitalizations,649
5/31/2020,NC Daily Tests,"12,377"
6/1/2020,New Cases by Report Date,674
6/1/2020,New Cases by Specimen Date,"1,515"
6/1/2020,Positive Test Percentage,0.078710125
6/1/2020,Sum of Hospitalizations,650
6/1/2020,NC Daily Tests,"4,810"
6/2/2020,New Cases by Report Date,626
6/2/2020,New Cases by Specimen Date,"1,273"
6/2/2020,Positive Test Percentage,0.077384196
6/2/2020,Sum of Hospitalizations,716
6/2/2020,NC Daily Tests,"12,455"
6/3/2020,New Cases by Report Date,888
6/3/2020,New Cases by Specimen Date,"1,437"
6/3/2020,Positive Test Percentage,0.090481485
6/3/2020,Sum of Hospitalizations,684
6/3/2020,NC Daily Tests,"14,191"
6/4/2020,New Cases by Report Date,"1,189"
6/4/2020,New Cases by Specimen Date,"1,346"
6/4/2020,Positive Test Percentage,0.087071458
6/4/2020,Sum of Hospitalizations,659
6/4/2020,NC Daily Tests,"19,318"
6/5/2020,New Cases by Report Date,"1,289"
6/5/2020,New Cases by Specimen Date,"1,318"
6/5/2020,Positive Test Percentage,0.097882615
6/5/2020,Sum of Hospitalizations,718
6/5/2020,NC Daily Tests,"13,569"
6/6/2020,New Cases by Report Date,"1,370"
6/6/2020,New Cases by Specimen Date,486
6/6/2020,Positive Test Percentage,0.095113152
6/6/2020,Sum of Hospitalizations,708
6/6/2020,NC Daily Tests,"15,486"
6/7/2020,New Cases by Report Date,921
6/7/2020,New Cases by Specimen Date,436
6/7/2020,Positive Test Percentage,0.091701948
6/7/2020,Sum of Hospitalizations,713
6/7/2020,NC Daily Tests,"13,590"
6/8/2020,New Cases by Report Date,938
6/8/2020,New Cases by Specimen Date,"1,663"
6/8/2020,Positive Test Percentage,0.087169292
6/8/2020,Sum of Hospitalizations,719
6/8/2020,NC Daily Tests,"8,933"
6/9/2020,New Cases by Report Date,676
6/9/2020,New Cases by Specimen Date,"1,550"
6/9/2020,Positive Test Percentage,0.076679923
6/9/2020,Sum of Hospitalizations,734
6/9/2020,NC Daily Tests,"15,928"
6/10/2020,New Cases by Report Date,"1,011"
6/10/2020,New Cases by Specimen Date,"1,462"
6/10/2020,Positive Test Percentage,0.085927585
6/10/2020,Sum of Hospitalizations,801
6/10/2020,NC Daily Tests,"17,675"
6/11/2020,New Cases by Report Date,"1,310"
6/11/2020,New Cases by Specimen Date,"1,440"
6/11/2020,Positive Test Percentage,0.099689105
6/11/2020,Sum of Hospitalizations,817
6/11/2020,NC Daily Tests,"20,745"
6/12/2020,New Cases by Report Date,"1,768"
6/12/2020,New Cases by Specimen Date,"1,450"
6/12/2020,Positive Test Percentage,0.093202523
6/12/2020,Sum of Hospitalizations,760
6/12/2020,NC Daily Tests,"21,556"
6/13/2020,New Cases by Report Date,"1,427"
6/13/2020,New Cases by Specimen Date,689
6/13/2020,Positive Test Percentage,0.092017417
6/13/2020,Sum of Hospitalizations,823
6/13/2020,NC Daily Tests,"17,352"
6/14/2020,New Cases by Report Date,"1,443"
6/14/2020,New Cases by Specimen Date,552
6/14/2020,Positive Test Percentage,0.082494821
6/14/2020,Sum of Hospitalizations,798
6/14/2020,NC Daily Tests,"13,681"
6/15/2020,New Cases by Report Date,983
6/15/2020,New Cases by Specimen Date,"1,696"
6/15/2020,Positive Test Percentage,0.090752193
6/15/2020,Sum of Hospitalizations,797
6/15/2020,NC Daily Tests,"11,349"
6/16/2020,New Cases by Report Date,751
6/16/2020,New Cases by Specimen Date,"1,608"
6/16/2020,Positive Test Percentage,0.081028522
6/16/2020,Sum of Hospitalizations,829
6/16/2020,NC Daily Tests,"13,166"
6/17/2020,New Cases by Report Date,"1,002"
6/17/2020,New Cases by Specimen Date,"1,720"
6/17/2020,Positive Test Percentage,0.082772091
6/17/2020,Sum of Hospitalizations,846
6/17/2020,NC Daily Tests,"20,345"
6/18/2020,New Cases by Report Date,"1,333"
6/18/2020,New Cases by Specimen Date,"1,792"
6/18/2020,Positive Test Percentage,0.085768932
6/18/2020,Sum of Hospitalizations,857
6/18/2020,NC Daily Tests,"22,768"
6/19/2020,New Cases by Report Date,"1,652"
6/19/2020,New Cases by Specimen Date,"1,635"
6/19/2020,Positive Test Percentage,0.096128846
6/19/2020,Sum of Hospitalizations,871
6/19/2020,NC Daily Tests,"23,954"
6/20/2020,New Cases by Report Date,"1,549"
6/20/2020,New Cases by Specimen Date,772
6/20/2020,Positive Test Percentage,0.094523686
6/20/2020,Sum of Hospitalizations,867
6/20/2020,NC Daily Tests,"18,407"
6/21/2020,New Cases by Report Date,"1,412"
6/21/2020,New Cases by Specimen Date,699
6/21/2020,Positive Test Percentage,0.084627623
6/21/2020,Sum of Hospitalizations,845
6/21/2020,NC Daily Tests,"16,073"
6/22/2020,New Cases by Report Date,804
6/22/2020,New Cases by Specimen Date,"2,050"
6/22/2020,Positive Test Percentage,0.090224665
6/22/2020,Sum of Hospitalizations,870
6/22/2020,NC Daily Tests,"12,019"
6/23/2020,New Cases by Report Date,848
6/23/2020,New Cases by Specimen Date,"2,089"
6/23/2020,Positive Test Percentage,0.082537568
6/23/2020,Sum of Hospitalizations,915
6/23/2020,NC Daily Tests,"16,078"
6/24/2020,New Cases by Report Date,"1,721"
6/24/2020,New Cases by Specimen Date,"1,920"
6/24/2020,Positive Test Percentage,0.078090109
6/24/2020,Sum of Hospitalizations,906
6/24/2020,NC Daily Tests,"18,732"
6/25/2020,New Cases by Report Date,"1,009"
6/25/2020,New Cases by Specimen Date,"1,975"
6/25/2020,Positive Test Percentage,0.096375998
6/25/2020,Sum of Hospitalizations,889
6/25/2020,NC Daily Tests,"25,117"
6/26/2020,New Cases by Report Date,"1,635"
6/26/2020,New Cases by Specimen Date,"1,947"
6/26/2020,Positive Test Percentage,0.098878103
6/26/2020,Sum of Hospitalizations,892
6/26/2020,NC Daily Tests,"21,698"
6/27/2020,New Cases by Report Date,"1,719"
6/27/2020,New Cases by Specimen Date,942
6/27/2020,Positive Test Percentage,0.095129643
6/27/2020,Sum of Hospitalizations,886
6/27/2020,NC Daily Tests,"21,005"
6/28/2020,New Cases by Report Date,"1,605"
6/28/2020,New Cases by Specimen Date,"1,043"
6/28/2020,Positive Test Percentage,0.081735504
6/28/2020,Sum of Hospitalizations,892
6/28/2020,NC Daily Tests,"19,800"
6/29/2020,New Cases by Report Date,"1,342"
6/29/2020,New Cases by Specimen Date,"2,532"
6/29/2020,Positive Test Percentage,0.087327412
6/29/2020,Sum of Hospitalizations,845
6/29/2020,NC Daily Tests,"18,814"
6/30/2020,New Cases by Report Date,"1,186"
6/30/2020,New Cases by Specimen Date,"2,331"
6/30/2020,Positive Test Percentage,0.095697092
6/30/2020,Sum of Hospitalizations,905
6/30/2020,NC Daily Tests,"19,534"
7/1/2020,New Cases by Report Date,"1,843"
7/1/2020,New Cases by Specimen Date,"2,073"
7/1/2020,Positive Test Percentage,0.083477260
7/1/2020,Sum of Hospitalizations,888
7/1/2020,NC Daily Tests,"22,514"
7/2/2020,New Cases by Report Date,"1,629"
7/2/2020,New Cases by Specimen Date,"2,038"
7/2/2020,Positive Test Percentage,0.103939962
7/2/2020,Sum of Hospitalizations,908
7/2/2020,NC Daily Tests,"27,230"
7/3/2020,New Cases by Report Date,"2,099"
7/3/2020,New Cases by Specimen Date,"1,365"
7/3/2020,Positive Test Percentage,0.090845651
7/3/2020,Sum of Hospitalizations,953
7/3/2020,NC Daily Tests,"25,962"
7/4/2020,New Cases by Report Date,"1,413"
7/4/2020,New Cases by Specimen Date,584
7/4/2020,Positive Test Percentage,0.089423595
7/4/2020,Sum of Hospitalizations,943
7/4/2020,NC Daily Tests,"20,639"
7/5/2020,New Cases by Report Date,"1,329"
7/5/2020,New Cases by Specimen Date,771
7/5/2020,Positive Test Percentage,0.083984375
7/5/2020,Sum of Hospitalizations,948
7/5/2020,NC Daily Tests,"21,942"
7/6/2020,New Cases by Report Date,"1,546"
7/6/2020,New Cases by Specimen Date,"2,538"
7/6/2020,Positive Test Percentage,0.092099668
7/6/2020,Sum of Hospitalizations,982
7/6/2020,NC Daily Tests,"15,906"
7/7/2020,New Cases by Report Date,"1,346"
7/7/2020,New Cases by Specimen Date,"2,806"
7/7/2020,Positive Test Percentage,0.087880671
7/7/2020,Sum of Hospitalizations,985
7/7/2020,NC Daily Tests,"15,322"
7/8/2020,New Cases by Report Date,"1,435"
7/8/2020,New Cases by Specimen Date,"2,561"
7/8/2020,Positive Test Percentage,0.084499339
7/8/2020,Sum of Hospitalizations,994
7/8/2020,NC Daily Tests,"22,596"
7/9/2020,New Cases by Report Date,"2,039"
7/9/2020,New Cases by Specimen Date,"2,146"
7/9/2020,Positive Test Percentage,0.094206239
7/9/2020,Sum of Hospitalizations,"1,036"
7/9/2020,NC Daily Tests,"27,545"
7/10/2020,New Cases by Report Date,"1,982"
7/10/2020,New Cases by Specimen Date,"2,132"
7/10/2020,Positive Test Percentage,0.095039619
7/10/2020,Sum of Hospitalizations,"1,046"
7/10/2020,NC Daily Tests,"26,109"
7/11/2020,New Cases by Report Date,"2,462"
7/11/2020,New Cases by Specimen Date,991
7/11/2020,Positive Test Percentage,0.090949721
