Date,Measure Names,Measure Values
3/25/2020,Positive Test Percentage,
3/25/2020,Sum of Hospitalizations,
3/25/2020,NC Daily Tests,"2,446"
3/26/2020,New Cases by Report Date,132
3/26/2020,New Cases by Specimen Date,198
3/26/2020,Positive Test Percentage,
3/26/2020,Sum of Hospitalizations,
3/26/2020,NC Daily Tests,"2,793"
3/27/2020,New Cases by Report Date,128
3/27/2020,New Cases by Specimen Date,169
3/27/2020,Positive Test Percentage,
3/27/2020,Sum of Hospitalizations,77
3/27/2020,NC Daily Tests,"2,667"
3/28/2020,New Cases by Report Date,171
3/28/2020,New Cases by Specimen Date,99
3/28/2020,Positive Test Percentage,
3/28/2020,Sum of Hospitalizations,87
3/28/2020,NC Daily Tests,"2,910"
3/29/2020,New Cases by Report Date,232
3/29/2020,New Cases by Specimen Date,76
3/29/2020,Positive Test Percentage,
3/29/2020,Sum of Hospitalizations,91
3/29/2020,NC Daily Tests,"1,638"
3/30/2020,New Cases by Report Date,140
3/30/2020,New Cases by Specimen Date,210
3/30/2020,Positive Test Percentage,
3/30/2020,Sum of Hospitalizations,137
3/30/2020,NC Daily Tests,"2,082"
3/31/2020,New Cases by Report Date,191
3/31/2020,New Cases by Specimen Date,212
3/31/2020,Positive Test Percentage,
3/31/2020,Sum of Hospitalizations,157
3/31/2020,NC Daily Tests,"2,787"
4/1/2020,New Cases by Report Date,86
4/1/2020,New Cases by Specimen Date,239
4/1/2020,Positive Test Percentage,0.075110959
4/1/2020,Sum of Hospitalizations,204
4/1/2020,NC Daily Tests,"3,435"
4/2/2020,New Cases by Report Date,273
4/2/2020,New Cases by Specimen Date,222
4/2/2020,Positive Test Percentage,0.067727735
4/2/2020,Sum of Hospitalizations,184
4/2/2020,NC Daily Tests,"2,883"
4/3/2020,New Cases by Report Date,236
4/3/2020,New Cases by Specimen Date,204
4/3/2020,Positive Test Percentage,0.080491132
4/3/2020,Sum of Hospitalizations,259
4/3/2020,NC Daily Tests,"3,404"
4/4/2020,New Cases by Report Date,309
4/4/2020,New Cases by Specimen Date,115
4/4/2020,Positive Test Percentage,0.084626755
4/4/2020,Sum of Hospitalizations,271
4/4/2020,NC Daily Tests,"7,629"
4/5/2020,New Cases by Report Date,183
4/5/2020,New Cases by Specimen Date,86
4/5/2020,Positive Test Percentage,0.082128778
4/5/2020,Sum of Hospitalizations,261
4/5/2020,NC Daily Tests,"1,343"
4/6/2020,New Cases by Report Date,285
4/6/2020,New Cases by Specimen Date,398
4/6/2020,Positive Test Percentage,0.078319007
4/6/2020,Sum of Hospitalizations,270
4/6/2020,NC Daily Tests,852
4/7/2020,New Cases by Report Date,351
4/7/2020,New Cases by Specimen Date,263
4/7/2020,Positive Test Percentage,0.119153127
4/7/2020,Sum of Hospitalizations,354
4/7/2020,NC Daily Tests,913
4/8/2020,New Cases by Report Date,205
4/8/2020,New Cases by Specimen Date,283
4/8/2020,Positive Test Percentage,0.089915549
4/8/2020,Sum of Hospitalizations,386
4/8/2020,NC Daily Tests,"2,431"
4/9/2020,New Cases by Report Date,225
4/9/2020,New Cases by Specimen Date,327
4/9/2020,Positive Test Percentage,0.092235092
4/9/2020,Sum of Hospitalizations,398
4/9/2020,NC Daily Tests,"5,262"
4/10/2020,New Cases by Report Date,257
4/10/2020,New Cases by Specimen Date,317
4/10/2020,Positive Test Percentage,0.083709479
4/10/2020,Sum of Hospitalizations,423
4/10/2020,NC Daily Tests,"10,211"
4/11/2020,New Cases by Report Date,404
4/11/2020,New Cases by Specimen Date,171
4/11/2020,Positive Test Percentage,0.112638581
4/11/2020,Sum of Hospitalizations,362
4/11/2020,NC Daily Tests,"2,875"
4/12/2020,New Cases by Report Date,208
4/12/2020,New Cases by Specimen Date,113
4/12/2020,Positive Test Percentage,0.163636364
4/12/2020,Sum of Hospitalizations,331
4/12/2020,NC Daily Tests,"7,999"
4/13/2020,New Cases by Report Date,296
4/13/2020,New Cases by Specimen Date,282
4/13/2020,Positive Test Percentage,0.113636364
4/13/2020,Sum of Hospitalizations,313
4/13/2020,NC Daily Tests,"1,298"
4/14/2020,New Cases by Report Date,208
4/14/2020,New Cases by Specimen Date,284
4/14/2020,Positive Test Percentage,0.112217195
4/14/2020,Sum of Hospitalizations,418
4/14/2020,NC Daily Tests,"1,968"
4/15/2020,New Cases by Report Date,99
4/15/2020,New Cases by Specimen Date,375
4/15/2020,Positive Test Percentage,0.127762803
4/15/2020,Sum of Hospitalizations,431
4/15/2020,NC Daily Tests,"3,215"
4/16/2020,New Cases by Report Date,342
4/16/2020,New Cases by Specimen Date,541
4/16/2020,Positive Test Percentage,0.158765653
4/16/2020,Sum of Hospitalizations,452
4/16/2020,NC Daily Tests,"3,576"
4/17/2020,New Cases by Report Date,394
4/17/2020,New Cases by Specimen Date,258
4/17/2020,Positive Test Percentage,0.118231047
4/17/2020,Sum of Hospitalizations,429
4/17/2020,NC Daily Tests,"2,472"
4/18/2020,New Cases by Report Date,281
4/18/2020,New Cases by Specimen Date,137
4/18/2020,Positive Test Percentage,0.141348497
4/18/2020,Sum of Hospitalizations,388
4/18/2020,NC Daily Tests,"3,600"
4/19/2020,New Cases by Report Date,353
4/19/2020,New Cases by Specimen Date,120
4/19/2020,Positive Test Percentage,0.128078818
4/19/2020,Sum of Hospitalizations,465
4/19/2020,NC Daily Tests,"2,592"
4/20/2020,New Cases by Report Date,271
4/20/2020,New Cases by Specimen Date,440
4/20/2020,Positive Test Percentage,0.089951378
4/20/2020,Sum of Hospitalizations,373
4/20/2020,NC Daily Tests,773
4/21/2020,New Cases by Report Date,187
4/21/2020,New Cases by Specimen Date,464
4/21/2020,Positive Test Percentage,0.108366086
4/21/2020,Sum of Hospitalizations,427
4/21/2020,NC Daily Tests,"4,520"
4/22/2020,New Cases by Report Date,269
4/22/2020,New Cases by Specimen Date,439
4/22/2020,Positive Test Percentage,0.105176393
4/22/2020,Sum of Hospitalizations,434
4/22/2020,NC Daily Tests,"7,796"
4/23/2020,New Cases by Report Date,388
4/23/2020,New Cases by Specimen Date,506
4/23/2020,Positive Test Percentage,0.115357887
4/23/2020,Sum of Hospitalizations,486
4/23/2020,NC Daily Tests,"6,406"
4/24/2020,New Cases by Report Date,444
4/24/2020,New Cases by Specimen Date,573
4/24/2020,Positive Test Percentage,0.106758080
4/24/2020,Sum of Hospitalizations,477
4/24/2020,NC Daily Tests,"4,788"
4/25/2020,New Cases by Report Date,490
4/25/2020,New Cases by Specimen Date,254
4/25/2020,Positive Test Percentage,0.087766859
4/25/2020,Sum of Hospitalizations,456
4/25/2020,NC Daily Tests,"5,298"
4/26/2020,New Cases by Report Date,288
4/26/2020,New Cases by Specimen Date,119
4/26/2020,Positive Test Percentage,0.128185907
4/26/2020,Sum of Hospitalizations,451
4/26/2020,NC Daily Tests,"2,985"
4/27/2020,New Cases by Report Date,312
4/27/2020,New Cases by Specimen Date,559
4/27/2020,Positive Test Percentage,0.110403397
4/27/2020,Sum of Hospitalizations,467
4/27/2020,NC Daily Tests,"2,134"
4/28/2020,New Cases by Report Date,426
4/28/2020,New Cases by Specimen Date,436
4/28/2020,Positive Test Percentage,0.080156403
4/28/2020,Sum of Hospitalizations,469
4/28/2020,NC Daily Tests,"3,751"
4/29/2020,New Cases by Report Date,380
4/29/2020,New Cases by Specimen Date,439
4/29/2020,Positive Test Percentage,0.097365702
4/29/2020,Sum of Hospitalizations,551
4/29/2020,NC Daily Tests,"5,318"
4/30/2020,New Cases by Report Date,561
4/30/2020,New Cases by Specimen Date,458
4/30/2020,Positive Test Percentage,0.074305162
4/30/2020,Sum of Hospitalizations,546
4/30/2020,NC Daily Tests,"6,598"
5/1/2020,New Cases by Report Date,414
5/1/2020,New Cases by Specimen Date,450
5/1/2020,Positive Test Percentage,0.070024239
5/1/2020,Sum of Hospitalizations,547
5/1/2020,NC Daily Tests,"5,490"
5/2/2020,New Cases by Report Date,586
5/2/2020,New Cases by Specimen Date,181
5/2/2020,Positive Test Percentage,0.077662338
5/2/2020,Sum of Hospitalizations,502
5/2/2020,NC Daily Tests,"5,961"
5/3/2020,New Cases by Report Date,155
5/3/2020,New Cases by Specimen Date,172
5/3/2020,Positive Test Percentage,0.062973953
5/3/2020,Sum of Hospitalizations,475
5/3/2020,NC Daily Tests,"5,202"
5/4/2020,New Cases by Report Date,184
5/4/2020,New Cases by Specimen Date,688
5/4/2020,Positive Test Percentage,0.064465409
5/4/2020,Sum of Hospitalizations,498
5/4/2020,NC Daily Tests,"2,701"
5/5/2020,New Cases by Report Date,408
5/5/2020,New Cases by Specimen Date,553
5/5/2020,Positive Test Percentage,0.070790605
5/5/2020,Sum of Hospitalizations,534
5/5/2020,NC Daily Tests,"5,972"
5/6/2020,New Cases by Report Date,502
5/6/2020,New Cases by Specimen Date,678
5/6/2020,Positive Test Percentage,0.080350877
5/6/2020,Sum of Hospitalizations,516
5/6/2020,NC Daily Tests,"9,330"
5/7/2020,New Cases by Report Date,639
5/7/2020,New Cases by Specimen Date,605
5/7/2020,Positive Test Percentage,0.082802548
5/7/2020,Sum of Hospitalizations,525
5/7/2020,NC Daily Tests,"6,871"
5/8/2020,New Cases by Report Date,471
5/8/2020,New Cases by Specimen Date,538
5/8/2020,Positive Test Percentage,0.072632329
5/8/2020,Sum of Hospitalizations,515
5/8/2020,NC Daily Tests,"7,917"
5/9/2020,New Cases by Report Date,492
5/9/2020,New Cases by Specimen Date,212
5/9/2020,Positive Test Percentage,0.082195007
5/9/2020,Sum of Hospitalizations,513
5/9/2020,NC Daily Tests,"7,457"
5/10/2020,New Cases by Report Date,404
5/10/2020,New Cases by Specimen Date,117
5/10/2020,Positive Test Percentage,0.064788054
5/10/2020,Sum of Hospitalizations,442
5/10/2020,NC Daily Tests,"5,318"
5/11/2020,New Cases by Report Date,281
5/11/2020,New Cases by Specimen Date,772
5/11/2020,Positive Test Percentage,0.041252302
5/11/2020,Sum of Hospitalizations,464
5/11/2020,NC Daily Tests,"2,741"
5/12/2020,New Cases by Report Date,301
5/12/2020,New Cases by Specimen Date,680
5/12/2020,Positive Test Percentage,0.054277139
5/12/2020,Sum of Hospitalizations,475
5/12/2020,NC Daily Tests,"6,686"
5/13/2020,New Cases by Report Date,470
5/13/2020,New Cases by Specimen Date,711
5/13/2020,Positive Test Percentage,0.072102865
5/13/2020,Sum of Hospitalizations,521
5/13/2020,NC Daily Tests,"7,919"
5/14/2020,New Cases by Report Date,691
5/14/2020,New Cases by Specimen Date,753
5/14/2020,Positive Test Percentage,0.067395264
5/14/2020,Sum of Hospitalizations,507
5/14/2020,NC Daily Tests,"9,317"
5/15/2020,New Cases by Report Date,622
5/15/2020,New Cases by Specimen Date,700
5/15/2020,Positive Test Percentage,0.067974772
5/15/2020,Sum of Hospitalizations,492
5/15/2020,NC Daily Tests,"13,923"
5/16/2020,New Cases by Report Date,853
5/16/2020,New Cases by Specimen Date,284
5/16/2020,Positive Test Percentage,0.071189427
5/16/2020,Sum of Hospitalizations,481
5/16/2020,NC Daily Tests,"10,708"
5/17/2020,New Cases by Report Date,530
5/17/2020,New Cases by Specimen Date,192
5/17/2020,Positive Test Percentage,0.061208638
5/17/2020,Sum of Hospitalizations,493
5/17/2020,NC Daily Tests,"9,508"
5/18/2020,New Cases by Report Date,511
5/18/2020,New Cases by Specimen Date,"1,056"
5/18/2020,Positive Test Percentage,0.055987558
5/18/2020,Sum of Hospitalizations,511
5/18/2020,NC Daily Tests,"8,397"
5/19/2020,New Cases by Report Date,677
5/19/2020,New Cases by Specimen Date,963
5/19/2020,Positive Test Percentage,0.063204583
5/19/2020,Sum of Hospitalizations,585
5/19/2020,NC Daily Tests,"8,647"
5/20/2020,New Cases by Report Date,422
5/20/2020,New Cases by Specimen Date,838
5/20/2020,Positive Test Percentage,0.073551348
5/20/2020,Sum of Hospitalizations,554
5/20/2020,NC Daily Tests,"12,313"
5/21/2020,New Cases by Report Date,738
5/21/2020,New Cases by Specimen Date,869
5/21/2020,Positive Test Percentage,0.082714340
5/21/2020,Sum of Hospitalizations,578
5/21/2020,NC Daily Tests,"10,185"
5/22/2020,New Cases by Report Date,758
5/22/2020,New Cases by Specimen Date,746
5/22/2020,Positive Test Percentage,0.097332196
5/22/2020,Sum of Hospitalizations,568
5/22/2020,NC Daily Tests,"11,829"
5/23/2020,New Cases by Report Date,"1,107"
5/23/2020,New Cases by Specimen Date,339
5/23/2020,Positive Test Percentage,0.088410804
5/23/2020,Sum of Hospitalizations,589
5/23/2020,NC Daily Tests,"9,046"
5/24/2020,New Cases by Report Date,497
5/24/2020,New Cases by Specimen Date,261
5/24/2020,Positive Test Percentage,0.083120012
5/24/2020,Sum of Hospitalizations,587
5/24/2020,NC Daily Tests,"7,154"
5/25/2020,New Cases by Report Date,742
5/25/2020,New Cases by Specimen Date,369
5/25/2020,Positive Test Percentage,0.076601407
5/25/2020,Sum of Hospitalizations,627
5/25/2020,NC Daily Tests,"7,748"
5/26/2020,New Cases by Report Date,176
5/26/2020,New Cases by Specimen Date,"1,366"
5/26/2020,Positive Test Percentage,0.071777344
5/26/2020,Sum of Hospitalizations,621
5/26/2020,NC Daily Tests,"3,571"
5/27/2020,New Cases by Report Date,488
5/27/2020,New Cases by Specimen Date,"1,004"
5/27/2020,Positive Test Percentage,0.077675841
5/27/2020,Sum of Hospitalizations,702
5/27/2020,NC Daily Tests,"11,573"
5/28/2020,New Cases by Report Date,784
5/28/2020,New Cases by Specimen Date,"1,025"
5/28/2020,Positive Test Percentage,0.090082720
5/28/2020,Sum of Hospitalizations,708
5/28/2020,NC Daily Tests,"10,116"
5/29/2020,New Cases by Report Date,"1,076"
5/29/2020,New Cases by Specimen Date,"1,115"
5/29/2020,Positive Test Percentage,0.099900211
5/29/2020,Sum of Hospitalizations,680
5/29/2020,NC Daily Tests,"16,706"
5/30/2020,New Cases by Report Date,"1,185"
5/30/2020,New Cases by Specimen Date,451
5/30/2020,Positive Test Percentage,0.082477253
5/30/2020,Sum of Hospitalizations,638
5/30/2020,NC Daily Tests,"11,978"
5/31/2020,New Cases by Report Date,916
5/31/2020,New Cases by Specimen Date,332
5/31/2020,Positive Test Percentage,0.082014542
5/31/2020,Sum of Hospitalizations,649
5/31/2020,NC Daily Tests,"13,931"
6/1/2020,New Cases by Report Date,674
6/1/2020,New Cases by Specimen Date,"1,513"
6/1/2020,Positive Test Percentage,0.079147904
6/1/2020,Sum of Hospitalizations,650
6/1/2020,NC Daily Tests,"4,552"
6/2/2020,New Cases by Report Date,626
6/2/2020,New Cases by Specimen Date,"1,274"
6/2/2020,Positive Test Percentage,0.077685770
6/2/2020,Sum of Hospitalizations,716
6/2/2020,NC Daily Tests,"12,313"
6/3/2020,New Cases by Report Date,888
6/3/2020,New Cases by Specimen Date,"1,437"
6/3/2020,Positive Test Percentage,0.090288445
6/3/2020,Sum of Hospitalizations,684
6/3/2020,NC Daily Tests,"12,966"
6/4/2020,New Cases by Report Date,"1,189"
6/4/2020,New Cases by Specimen Date,"1,346"
6/4/2020,Positive Test Percentage,0.087168471
6/4/2020,Sum of Hospitalizations,659
6/4/2020,NC Daily Tests,"18,746"
6/5/2020,New Cases by Report Date,"1,289"
6/5/2020,New Cases by Specimen Date,"1,318"
6/5/2020,Positive Test Percentage,0.098115660
6/5/2020,Sum of Hospitalizations,718
6/5/2020,NC Daily Tests,"12,921"
6/6/2020,New Cases by Report Date,"1,370"
6/6/2020,New Cases by Specimen Date,486
6/6/2020,Positive Test Percentage,0.094884938
6/6/2020,Sum of Hospitalizations,708
6/6/2020,NC Daily Tests,"15,790"
6/7/2020,New Cases by Report Date,921
6/7/2020,New Cases by Specimen Date,436
6/7/2020,Positive Test Percentage,0.091515971
6/7/2020,Sum of Hospitalizations,713
6/7/2020,NC Daily Tests,"12,929"
6/8/2020,New Cases by Report Date,938
6/8/2020,New Cases by Specimen Date,"1,663"
6/8/2020,Positive Test Percentage,0.087314914
6/8/2020,Sum of Hospitalizations,719
6/8/2020,NC Daily Tests,"9,326"
6/9/2020,New Cases by Report Date,676
6/9/2020,New Cases by Specimen Date,"1,551"
6/9/2020,Positive Test Percentage,0.076695865
6/9/2020,Sum of Hospitalizations,734
6/9/2020,NC Daily Tests,"15,719"
6/10/2020,New Cases by Report Date,"1,011"
6/10/2020,New Cases by Specimen Date,"1,461"
6/10/2020,Positive Test Percentage,0.086141203
6/10/2020,Sum of Hospitalizations,801
6/10/2020,NC Daily Tests,"15,356"
6/11/2020,New Cases by Report Date,"1,310"
6/11/2020,New Cases by Specimen Date,"1,439"
6/11/2020,Positive Test Percentage,0.099885344
6/11/2020,Sum of Hospitalizations,817
6/11/2020,NC Daily Tests,"19,471"
6/12/2020,New Cases by Report Date,"1,768"
6/12/2020,New Cases by Specimen Date,"1,451"
6/12/2020,Positive Test Percentage,0.093081761
6/12/2020,Sum of Hospitalizations,760
6/12/2020,NC Daily Tests,"22,126"
6/13/2020,New Cases by Report Date,"1,427"
6/13/2020,New Cases by Specimen Date,688
6/13/2020,Positive Test Percentage,0.092181607
6/13/2020,Sum of Hospitalizations,823
6/13/2020,NC Daily Tests,"16,049"
6/14/2020,New Cases by Report Date,"1,443"
6/14/2020,New Cases by Specimen Date,552
6/14/2020,Positive Test Percentage,0.082649516
6/14/2020,Sum of Hospitalizations,798
6/14/2020,NC Daily Tests,"13,541"
6/15/2020,New Cases by Report Date,983
6/15/2020,New Cases by Specimen Date,"1,696"
6/15/2020,Positive Test Percentage,0.090896037
6/15/2020,Sum of Hospitalizations,797
6/15/2020,NC Daily Tests,"12,694"
6/16/2020,New Cases by Report Date,751
6/16/2020,New Cases by Specimen Date,"1,607"
6/16/2020,Positive Test Percentage,0.081011296
6/16/2020,Sum of Hospitalizations,829
6/16/2020,NC Daily Tests,"13,726"
6/17/2020,New Cases by Report Date,"1,002"
6/17/2020,New Cases by Specimen Date,"1,720"
6/17/2020,Positive Test Percentage,0.082924205
6/17/2020,Sum of Hospitalizations,846
6/17/2020,NC Daily Tests,"17,071"
6/18/2020,New Cases by Report Date,"1,333"
6/18/2020,New Cases by Specimen Date,"1,790"
6/18/2020,Positive Test Percentage,0.086040124
6/18/2020,Sum of Hospitalizations,857
6/18/2020,NC Daily Tests,"21,412"
6/19/2020,New Cases by Report Date,"1,652"
6/19/2020,New Cases by Specimen Date,"1,632"
6/19/2020,Positive Test Percentage,0.096169108
6/19/2020,Sum of Hospitalizations,871
6/19/2020,NC Daily Tests,"24,377"
6/20/2020,New Cases by Report Date,"1,549"
6/20/2020,New Cases by Specimen Date,772
6/20/2020,Positive Test Percentage,0.094678492
6/20/2020,Sum of Hospitalizations,867
6/20/2020,NC Daily Tests,"15,400"
6/21/2020,New Cases by Report Date,"1,412"
6/21/2020,New Cases by Specimen Date,699
6/21/2020,Positive Test Percentage,0.084790673
6/21/2020,Sum of Hospitalizations,845
6/21/2020,NC Daily Tests,"18,129"
6/22/2020,New Cases by Report Date,804
6/22/2020,New Cases by Specimen Date,"2,048"
6/22/2020,Positive Test Percentage,0.090561529
6/22/2020,Sum of Hospitalizations,870
6/22/2020,NC Daily Tests,"11,253"
6/23/2020,New Cases by Report Date,848
6/23/2020,New Cases by Specimen Date,"2,086"
6/23/2020,Positive Test Percentage,0.082975256
6/23/2020,Sum of Hospitalizations,915
6/23/2020,NC Daily Tests,"15,713"
6/24/2020,New Cases by Report Date,"1,721"
6/24/2020,New Cases by Specimen Date,"1,917"
6/24/2020,Positive Test Percentage,0.077652134
6/24/2020,Sum of Hospitalizations,906
6/24/2020,NC Daily Tests,"18,527"
6/25/2020,New Cases by Report Date,"1,009"
6/25/2020,New Cases by Specimen Date,"1,975"
6/25/2020,Positive Test Percentage,0.096932353
6/25/2020,Sum of Hospitalizations,889
6/25/2020,NC Daily Tests,"21,238"
6/26/2020,New Cases by Report Date,"1,635"
6/26/2020,New Cases by Specimen Date,"1,945"
6/26/2020,Positive Test Percentage,0.098888954
6/26/2020,Sum of Hospitalizations,892
6/26/2020,NC Daily Tests,"19,149"
6/27/2020,New Cases by Report Date,"1,719"
6/27/2020,New Cases by Specimen Date,942
6/27/2020,Positive Test Percentage,0.095210280
6/27/2020,Sum of Hospitalizations,886
6/27/2020,NC Daily Tests,"20,411"
6/28/2020,New Cases by Report Date,"1,605"
6/28/2020,New Cases by Specimen Date,"1,045"
6/28/2020,Positive Test Percentage,0.081750811
6/28/2020,Sum of Hospitalizations,892
6/28/2020,NC Daily Tests,"17,548"
6/29/2020,New Cases by Report Date,"1,342"
6/29/2020,New Cases by Specimen Date,"2,535"
6/29/2020,Positive Test Percentage,0.087323201
6/29/2020,Sum of Hospitalizations,845
6/29/2020,NC Daily Tests,"16,374"
6/30/2020,New Cases by Report Date,"1,186"
6/30/2020,New Cases by Specimen Date,"2,332"
6/30/2020,Positive Test Percentage,0.095747512
6/30/2020,Sum of Hospitalizations,905
6/30/2020,NC Daily Tests,"18,461"
7/1/2020,New Cases by Report Date,"1,843"
7/1/2020,New Cases by Specimen Date,"2,075"
7/1/2020,Positive Test Percentage,0.083529886
7/1/2020,Sum of Hospitalizations,888
7/1/2020,NC Daily Tests,"21,911"
7/2/2020,New Cases by Report Date,"1,629"
7/2/2020,New Cases by Specimen Date,"2,034"
7/2/2020,Positive Test Percentage,0.104193479
7/2/2020,Sum of Hospitalizations,908
7/2/2020,NC Daily Tests,"21,474"
7/3/2020,New Cases by Report Date,"2,099"
7/3/2020,New Cases by Specimen Date,"1,364"
7/3/2020,Positive Test Percentage,0.090989791
7/3/2020,Sum of Hospitalizations,953
7/3/2020,NC Daily Tests,"20,409"
7/4/2020,New Cases by Report Date,"1,413"
7/4/2020,New Cases by Specimen Date,584
7/4/2020,Positive Test Percentage,0.089168163
7/4/2020,Sum of Hospitalizations,943
7/4/2020,NC Daily Tests,"16,908"
7/5/2020,New Cases by Report Date,"1,329"
7/5/2020,New Cases by Specimen Date,772
7/5/2020,Positive Test Percentage,0.084169454
7/5/2020,Sum of Hospitalizations,948
7/5/2020,NC Daily Tests,"18,885"
7/6/2020,New Cases by Report Date,"1,546"
7/6/2020,New Cases by Specimen Date,"2,539"
7/6/2020,Positive Test Percentage,0.092254060
7/6/2020,Sum of Hospitalizations,982
7/6/2020,NC Daily Tests,"17,129"
7/7/2020,New Cases by Report Date,"1,346"
7/7/2020,New Cases by Specimen Date,"2,810"
7/7/2020,Positive Test Percentage,0.088000996
7/7/2020,Sum of Hospitalizations,985
7/7/2020,NC Daily Tests,"14,821"
7/8/2020,New Cases by Report Date,"1,435"
7/8/2020,New Cases by Specimen Date,"2,569"
7/8/2020,Positive Test Percentage,0.084598204
7/8/2020,Sum of Hospitalizations,994
7/8/2020,NC Daily Tests,"18,338"
7/9/2020,New Cases by Report Date,"2,039"
7/9/2020,New Cases by Specimen Date,"2,155"
7/9/2020,Positive Test Percentage,0.094130902
7/9/2020,Sum of Hospitalizations,"1,036"
7/9/2020,NC Daily Tests,"23,660"
7/10/2020,New Cases by Report Date,"1,982"
7/10/2020,New Cases by Specimen Date,"2,146"
7/10/2020,Positive Test Percentage,0.095035266
7/10/2020,Sum of Hospitalizations,"1,046"
7/10/2020,NC Daily Tests,"22,280"
7/11/2020,New Cases by Report Date,"2,462"
7/11/2020,New Cases by Specimen Date,993
7/11/2020,Positive Test Percentage,0.091018767
