Date,Measure Names,Measure Values
3/17/2020,Deaths by Date of Death,
3/18/2020,Cases by Report Date,22
3/18/2020,Molecular (PCR) Positive Cases by Specimen Date,152
3/18/2020,Antigen Positive Cases by Specimen Date,0
3/18/2020,Deaths by Date of Death,
3/19/2020,Cases by Report Date,35
3/19/2020,Molecular (PCR) Positive Cases by Specimen Date,161
3/19/2020,Antigen Positive Cases by Specimen Date,0
3/19/2020,Deaths by Date of Death,
3/20/2020,Cases by Report Date,40
3/20/2020,Molecular (PCR) Positive Cases by Specimen Date,164
3/20/2020,Antigen Positive Cases by Specimen Date,0
3/20/2020,Deaths by Date of Death,
3/21/2020,Cases by Report Date,47
3/21/2020,Molecular (PCR) Positive Cases by Specimen Date,76
3/21/2020,Antigen Positive Cases by Specimen Date,0
3/21/2020,Deaths by Date of Death,
3/22/2020,Cases by Report Date,71
3/22/2020,Molecular (PCR) Positive Cases by Specimen Date,72
3/22/2020,Antigen Positive Cases by Specimen Date,0
3/22/2020,Deaths by Date of Death,1
3/23/2020,Cases by Report Date,42
3/23/2020,Molecular (PCR) Positive Cases by Specimen Date,234
3/23/2020,Antigen Positive Cases by Specimen Date,0
3/23/2020,Deaths by Date of Death,
3/24/2020,Cases by Report Date,101
3/24/2020,Molecular (PCR) Positive Cases by Specimen Date,174
3/24/2020,Antigen Positive Cases by Specimen Date,1
3/24/2020,Deaths by Date of Death,1
3/25/2020,Cases by Report Date,106
3/25/2020,Molecular (PCR) Positive Cases by Specimen Date,199
3/25/2020,Antigen Positive Cases by Specimen Date,0
3/25/2020,Deaths by Date of Death,1
3/26/2020,Cases by Report Date,132
3/26/2020,Molecular (PCR) Positive Cases by Specimen Date,198
3/26/2020,Antigen Positive Cases by Specimen Date,0
3/26/2020,Deaths by Date of Death,1
3/27/2020,Cases by Report Date,128
3/27/2020,Molecular (PCR) Positive Cases by Specimen Date,167
3/27/2020,Antigen Positive Cases by Specimen Date,0
3/27/2020,Deaths by Date of Death,1
3/28/2020,Cases by Report Date,171
3/28/2020,Molecular (PCR) Positive Cases by Specimen Date,99
3/28/2020,Antigen Positive Cases by Specimen Date,0
3/28/2020,Deaths by Date of Death,1
3/29/2020,Cases by Report Date,232
3/29/2020,Molecular (PCR) Positive Cases by Specimen Date,75
3/29/2020,Antigen Positive Cases by Specimen Date,0
3/29/2020,Deaths by Date of Death,4
3/30/2020,Cases by Report Date,140
3/30/2020,Molecular (PCR) Positive Cases by Specimen Date,210
3/30/2020,Antigen Positive Cases by Specimen Date,0
3/30/2020,Deaths by Date of Death,2
3/31/2020,Cases by Report Date,191
3/31/2020,Molecular (PCR) Positive Cases by Specimen Date,212
3/31/2020,Antigen Positive Cases by Specimen Date,0
3/31/2020,Deaths by Date of Death,3
4/1/2020,Cases by Report Date,86
4/1/2020,Molecular (PCR) Positive Cases by Specimen Date,239
4/1/2020,Antigen Positive Cases by Specimen Date,0
4/1/2020,Deaths by Date of Death,9
4/2/2020,Cases by Report Date,273
4/2/2020,Molecular (PCR) Positive Cases by Specimen Date,222
4/2/2020,Antigen Positive Cases by Specimen Date,0
4/2/2020,Deaths by Date of Death,3
4/3/2020,Cases by Report Date,236
4/3/2020,Molecular (PCR) Positive Cases by Specimen Date,203
4/3/2020,Antigen Positive Cases by Specimen Date,0
4/3/2020,Deaths by Date of Death,11
4/4/2020,Cases by Report Date,309
4/4/2020,Molecular (PCR) Positive Cases by Specimen Date,115
4/4/2020,Antigen Positive Cases by Specimen Date,0
4/4/2020,Deaths by Date of Death,11
4/5/2020,Cases by Report Date,183
4/5/2020,Molecular (PCR) Positive Cases by Specimen Date,86
4/5/2020,Antigen Positive Cases by Specimen Date,0
4/5/2020,Deaths by Date of Death,9
4/6/2020,Cases by Report Date,285
4/6/2020,Molecular (PCR) Positive Cases by Specimen Date,398
4/6/2020,Antigen Positive Cases by Specimen Date,0
4/6/2020,Deaths by Date of Death,4
4/7/2020,Cases by Report Date,351
4/7/2020,Molecular (PCR) Positive Cases by Specimen Date,263
4/7/2020,Antigen Positive Cases by Specimen Date,0
4/7/2020,Deaths by Date of Death,9
4/8/2020,Cases by Report Date,205
4/8/2020,Molecular (PCR) Positive Cases by Specimen Date,284
4/8/2020,Antigen Positive Cases by Specimen Date,0
4/8/2020,Deaths by Date of Death,9
4/9/2020,Cases by Report Date,225
4/9/2020,Molecular (PCR) Positive Cases by Specimen Date,327
4/9/2020,Antigen Positive Cases by Specimen Date,0
4/9/2020,Deaths by Date of Death,10
4/10/2020,Cases by Report Date,257
4/10/2020,Molecular (PCR) Positive Cases by Specimen Date,317
4/10/2020,Antigen Positive Cases by Specimen Date,0
4/10/2020,Deaths by Date of Death,7
4/11/2020,Cases by Report Date,404
4/11/2020,Molecular (PCR) Positive Cases by Specimen Date,172
4/11/2020,Antigen Positive Cases by Specimen Date,0
4/11/2020,Deaths by Date of Death,9
4/12/2020,Cases by Report Date,208
4/12/2020,Molecular (PCR) Positive Cases by Specimen Date,112
4/12/2020,Antigen Positive Cases by Specimen Date,0
4/12/2020,Deaths by Date of Death,18
4/13/2020,Cases by Report Date,296
4/13/2020,Molecular (PCR) Positive Cases by Specimen Date,282
4/13/2020,Antigen Positive Cases by Specimen Date,0
4/13/2020,Deaths by Date of Death,17
4/14/2020,Cases by Report Date,208
4/14/2020,Molecular (PCR) Positive Cases by Specimen Date,284
4/14/2020,Antigen Positive Cases by Specimen Date,0
4/14/2020,Deaths by Date of Death,16
4/15/2020,Cases by Report Date,99
4/15/2020,Molecular (PCR) Positive Cases by Specimen Date,376
4/15/2020,Antigen Positive Cases by Specimen Date,1
4/15/2020,Deaths by Date of Death,23
4/16/2020,Cases by Report Date,342
4/16/2020,Molecular (PCR) Positive Cases by Specimen Date,541
4/16/2020,Antigen Positive Cases by Specimen Date,0
4/16/2020,Deaths by Date of Death,26
4/17/2020,Cases by Report Date,394
4/17/2020,Molecular (PCR) Positive Cases by Specimen Date,258
4/17/2020,Antigen Positive Cases by Specimen Date,0
4/17/2020,Deaths by Date of Death,14
4/18/2020,Cases by Report Date,281
4/18/2020,Molecular (PCR) Positive Cases by Specimen Date,139
4/18/2020,Antigen Positive Cases by Specimen Date,0
4/18/2020,Deaths by Date of Death,19
4/19/2020,Cases by Report Date,353
4/19/2020,Molecular (PCR) Positive Cases by Specimen Date,120
4/19/2020,Antigen Positive Cases by Specimen Date,0
4/19/2020,Deaths by Date of Death,15
4/20/2020,Cases by Report Date,271
4/20/2020,Molecular (PCR) Positive Cases by Specimen Date,438
4/20/2020,Antigen Positive Cases by Specimen Date,0
4/20/2020,Deaths by Date of Death,18
4/21/2020,Cases by Report Date,187
4/21/2020,Molecular (PCR) Positive Cases by Specimen Date,464
4/21/2020,Antigen Positive Cases by Specimen Date,0
4/21/2020,Deaths by Date of Death,20
4/22/2020,Cases by Report Date,269
4/22/2020,Molecular (PCR) Positive Cases by Specimen Date,437
4/22/2020,Antigen Positive Cases by Specimen Date,0
4/22/2020,Deaths by Date of Death,13
4/23/2020,Cases by Report Date,388
4/23/2020,Molecular (PCR) Positive Cases by Specimen Date,506
4/23/2020,Antigen Positive Cases by Specimen Date,0
4/23/2020,Deaths by Date of Death,17
4/24/2020,Cases by Report Date,444
4/24/2020,Molecular (PCR) Positive Cases by Specimen Date,575
4/24/2020,Antigen Positive Cases by Specimen Date,0
4/24/2020,Deaths by Date of Death,16
4/25/2020,Cases by Report Date,571
4/25/2020,Molecular (PCR) Positive Cases by Specimen Date,254
4/25/2020,Antigen Positive Cases by Specimen Date,0
4/25/2020,Deaths by Date of Death,21
4/26/2020,Cases by Report Date,207
4/26/2020,Molecular (PCR) Positive Cases by Specimen Date,120
4/26/2020,Antigen Positive Cases by Specimen Date,0
4/26/2020,Deaths by Date of Death,24
4/27/2020,Cases by Report Date,312
4/27/2020,Molecular (PCR) Positive Cases by Specimen Date,559
4/27/2020,Antigen Positive Cases by Specimen Date,0
4/27/2020,Deaths by Date of Death,15
4/28/2020,Cases by Report Date,426
4/28/2020,Molecular (PCR) Positive Cases by Specimen Date,433
4/28/2020,Antigen Positive Cases by Specimen Date,0
4/28/2020,Deaths by Date of Death,15
4/29/2020,Cases by Report Date,380
4/29/2020,Molecular (PCR) Positive Cases by Specimen Date,436
4/29/2020,Antigen Positive Cases by Specimen Date,0
4/29/2020,Deaths by Date of Death,19
4/30/2020,Cases by Report Date,561
4/30/2020,Molecular (PCR) Positive Cases by Specimen Date,459
4/30/2020,Antigen Positive Cases by Specimen Date,0
4/30/2020,Deaths by Date of Death,14
5/1/2020,Cases by Report Date,414
5/1/2020,Molecular (PCR) Positive Cases by Specimen Date,450
5/1/2020,Antigen Positive Cases by Specimen Date,0
5/1/2020,Deaths by Date of Death,17
5/2/2020,Cases by Report Date,586
5/2/2020,Molecular (PCR) Positive Cases by Specimen Date,182
5/2/2020,Antigen Positive Cases by Specimen Date,0
5/2/2020,Deaths by Date of Death,13
5/3/2020,Cases by Report Date,155
5/3/2020,Molecular (PCR) Positive Cases by Specimen Date,172
5/3/2020,Antigen Positive Cases by Specimen Date,0
5/3/2020,Deaths by Date of Death,19
5/4/2020,Cases by Report Date,184
5/4/2020,Molecular (PCR) Positive Cases by Specimen Date,688
5/4/2020,Antigen Positive Cases by Specimen Date,0
5/4/2020,Deaths by Date of Death,18
5/5/2020,Cases by Report Date,408
5/5/2020,Molecular (PCR) Positive Cases by Specimen Date,551
5/5/2020,Antigen Positive Cases by Specimen Date,0
5/5/2020,Deaths by Date of Death,25
5/6/2020,Cases by Report Date,502
5/6/2020,Molecular (PCR) Positive Cases by Specimen Date,676
5/6/2020,Antigen Positive Cases by Specimen Date,0
5/6/2020,Deaths by Date of Death,12
5/7/2020,Cases by Report Date,639
5/7/2020,Molecular (PCR) Positive Cases by Specimen Date,605
5/7/2020,Antigen Positive Cases by Specimen Date,0
5/7/2020,Deaths by Date of Death,19
5/8/2020,Cases by Report Date,471
5/8/2020,Molecular (PCR) Positive Cases by Specimen Date,537
5/8/2020,Antigen Positive Cases by Specimen Date,0
5/8/2020,Deaths by Date of Death,19
5/9/2020,Cases by Report Date,492
5/9/2020,Molecular (PCR) Positive Cases by Specimen Date,212
5/9/2020,Antigen Positive Cases by Specimen Date,0
5/9/2020,Deaths by Date of Death,11
5/10/2020,Cases by Report Date,404
5/10/2020,Molecular (PCR) Positive Cases by Specimen Date,117
5/10/2020,Antigen Positive Cases by Specimen Date,0
5/10/2020,Deaths by Date of Death,25
5/11/2020,Cases by Report Date,281
5/11/2020,Molecular (PCR) Positive Cases by Specimen Date,769
5/11/2020,Antigen Positive Cases by Specimen Date,0
5/11/2020,Deaths by Date of Death,14
5/12/2020,Cases by Report Date,301
5/12/2020,Molecular (PCR) Positive Cases by Specimen Date,678
5/12/2020,Antigen Positive Cases by Specimen Date,0
5/12/2020,Deaths by Date of Death,18
5/13/2020,Cases by Report Date,470
5/13/2020,Molecular (PCR) Positive Cases by Specimen Date,714
5/13/2020,Antigen Positive Cases by Specimen Date,0
5/13/2020,Deaths by Date of Death,14
5/14/2020,Cases by Report Date,691
5/14/2020,Molecular (PCR) Positive Cases by Specimen Date,756
5/14/2020,Antigen Positive Cases by Specimen Date,0
5/14/2020,Deaths by Date of Death,13
5/15/2020,Cases by Report Date,622
5/15/2020,Molecular (PCR) Positive Cases by Specimen Date,705
5/15/2020,Antigen Positive Cases by Specimen Date,1
5/15/2020,Deaths by Date of Death,8
5/16/2020,Cases by Report Date,853
5/16/2020,Molecular (PCR) Positive Cases by Specimen Date,286
5/16/2020,Antigen Positive Cases by Specimen Date,0
5/16/2020,Deaths by Date of Death,11
5/17/2020,Cases by Report Date,530
5/17/2020,Molecular (PCR) Positive Cases by Specimen Date,193
5/17/2020,Antigen Positive Cases by Specimen Date,0
5/17/2020,Deaths by Date of Death,15
5/18/2020,Cases by Report Date,511
5/18/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,057"
5/18/2020,Antigen Positive Cases by Specimen Date,0
5/18/2020,Deaths by Date of Death,12
5/19/2020,Cases by Report Date,677
5/19/2020,Molecular (PCR) Positive Cases by Specimen Date,963
5/19/2020,Antigen Positive Cases by Specimen Date,0
5/19/2020,Deaths by Date of Death,19
5/20/2020,Cases by Report Date,423
5/20/2020,Molecular (PCR) Positive Cases by Specimen Date,839
5/20/2020,Antigen Positive Cases by Specimen Date,0
5/20/2020,Deaths by Date of Death,15
5/21/2020,Cases by Report Date,738
5/21/2020,Molecular (PCR) Positive Cases by Specimen Date,863
5/21/2020,Antigen Positive Cases by Specimen Date,0
5/21/2020,Deaths by Date of Death,18
5/22/2020,Cases by Report Date,758
5/22/2020,Molecular (PCR) Positive Cases by Specimen Date,745
5/22/2020,Antigen Positive Cases by Specimen Date,0
5/22/2020,Deaths by Date of Death,20
5/23/2020,Cases by Report Date,"1,107"
5/23/2020,Molecular (PCR) Positive Cases by Specimen Date,340
5/23/2020,Antigen Positive Cases by Specimen Date,0
5/23/2020,Deaths by Date of Death,21
5/24/2020,Cases by Report Date,497
5/24/2020,Molecular (PCR) Positive Cases by Specimen Date,258
5/24/2020,Antigen Positive Cases by Specimen Date,0
5/24/2020,Deaths by Date of Death,18
5/25/2020,Cases by Report Date,742
5/25/2020,Molecular (PCR) Positive Cases by Specimen Date,369
5/25/2020,Antigen Positive Cases by Specimen Date,0
5/25/2020,Deaths by Date of Death,32
5/26/2020,Cases by Report Date,176
5/26/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,363"
5/26/2020,Antigen Positive Cases by Specimen Date,2
5/26/2020,Deaths by Date of Death,28
5/27/2020,Cases by Report Date,488
5/27/2020,Molecular (PCR) Positive Cases by Specimen Date,991
5/27/2020,Antigen Positive Cases by Specimen Date,1
5/27/2020,Deaths by Date of Death,25
5/28/2020,Cases by Report Date,784
5/28/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,016"
5/28/2020,Antigen Positive Cases by Specimen Date,0
5/28/2020,Deaths by Date of Death,19
5/29/2020,Cases by Report Date,"1,076"
5/29/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,113"
5/29/2020,Antigen Positive Cases by Specimen Date,0
5/29/2020,Deaths by Date of Death,20
5/30/2020,Cases by Report Date,"1,185"
5/30/2020,Molecular (PCR) Positive Cases by Specimen Date,443
5/30/2020,Antigen Positive Cases by Specimen Date,0
5/30/2020,Deaths by Date of Death,19
5/31/2020,Cases by Report Date,916
5/31/2020,Molecular (PCR) Positive Cases by Specimen Date,332
5/31/2020,Antigen Positive Cases by Specimen Date,0
5/31/2020,Deaths by Date of Death,21
6/1/2020,Cases by Report Date,674
6/1/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,502"
6/1/2020,Antigen Positive Cases by Specimen Date,0
6/1/2020,Deaths by Date of Death,17
6/2/2020,Cases by Report Date,626
6/2/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,263"
6/2/2020,Antigen Positive Cases by Specimen Date,0
6/2/2020,Deaths by Date of Death,20
6/3/2020,Cases by Report Date,888
6/3/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,437"
6/3/2020,Antigen Positive Cases by Specimen Date,1
6/3/2020,Deaths by Date of Death,19
6/4/2020,Cases by Report Date,"1,190"
6/4/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,344"
6/4/2020,Antigen Positive Cases by Specimen Date,1
6/4/2020,Deaths by Date of Death,10
6/5/2020,Cases by Report Date,"1,289"
6/5/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,318"
6/5/2020,Antigen Positive Cases by Specimen Date,0
6/5/2020,Deaths by Date of Death,21
6/6/2020,Cases by Report Date,"1,370"
6/6/2020,Molecular (PCR) Positive Cases by Specimen Date,482
6/6/2020,Antigen Positive Cases by Specimen Date,0
6/6/2020,Deaths by Date of Death,17
6/7/2020,Cases by Report Date,921
6/7/2020,Molecular (PCR) Positive Cases by Specimen Date,433
6/7/2020,Antigen Positive Cases by Specimen Date,1
6/7/2020,Deaths by Date of Death,13
6/8/2020,Cases by Report Date,938
6/8/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,652"
6/8/2020,Antigen Positive Cases by Specimen Date,0
6/8/2020,Deaths by Date of Death,21
6/9/2020,Cases by Report Date,676
6/9/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,546"
6/9/2020,Antigen Positive Cases by Specimen Date,0
6/9/2020,Deaths by Date of Death,13
6/10/2020,Cases by Report Date,"1,011"
6/10/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,444"
6/10/2020,Antigen Positive Cases by Specimen Date,1
6/10/2020,Deaths by Date of Death,12
6/11/2020,Cases by Report Date,"1,310"
6/11/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,428"
6/11/2020,Antigen Positive Cases by Specimen Date,1
6/11/2020,Deaths by Date of Death,12
6/12/2020,Cases by Report Date,"1,768"
6/12/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,434"
6/12/2020,Antigen Positive Cases by Specimen Date,0
6/12/2020,Deaths by Date of Death,12
6/13/2020,Cases by Report Date,"1,429"
6/13/2020,Molecular (PCR) Positive Cases by Specimen Date,683
6/13/2020,Antigen Positive Cases by Specimen Date,2
6/13/2020,Deaths by Date of Death,21
6/14/2020,Cases by Report Date,"1,444"
6/14/2020,Molecular (PCR) Positive Cases by Specimen Date,545
6/14/2020,Antigen Positive Cases by Specimen Date,1
6/14/2020,Deaths by Date of Death,23
6/15/2020,Cases by Report Date,983
6/15/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,686"
6/15/2020,Antigen Positive Cases by Specimen Date,0
6/15/2020,Deaths by Date of Death,8
6/16/2020,Cases by Report Date,751
6/16/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,579"
6/16/2020,Antigen Positive Cases by Specimen Date,0
6/16/2020,Deaths by Date of Death,9
6/17/2020,Cases by Report Date,"1,002"
6/17/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,708"
6/17/2020,Antigen Positive Cases by Specimen Date,1
6/17/2020,Deaths by Date of Death,13
6/18/2020,Cases by Report Date,"1,335"
6/18/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,767"
6/18/2020,Antigen Positive Cases by Specimen Date,3
6/18/2020,Deaths by Date of Death,15
6/19/2020,Cases by Report Date,"1,655"
6/19/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,612"
6/19/2020,Antigen Positive Cases by Specimen Date,5
6/19/2020,Deaths by Date of Death,17
6/20/2020,Cases by Report Date,"1,549"
6/20/2020,Molecular (PCR) Positive Cases by Specimen Date,757
6/20/2020,Antigen Positive Cases by Specimen Date,1
6/20/2020,Deaths by Date of Death,12
6/21/2020,Cases by Report Date,"1,412"
6/21/2020,Molecular (PCR) Positive Cases by Specimen Date,699
6/21/2020,Antigen Positive Cases by Specimen Date,0
6/21/2020,Deaths by Date of Death,19
6/22/2020,Cases by Report Date,805
6/22/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,026"
6/22/2020,Antigen Positive Cases by Specimen Date,3
6/22/2020,Deaths by Date of Death,9
6/23/2020,Cases by Report Date,854
6/23/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,086"
6/23/2020,Antigen Positive Cases by Specimen Date,9
6/23/2020,Deaths by Date of Death,18
6/24/2020,Cases by Report Date,"1,724"
6/24/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,898"
6/24/2020,Antigen Positive Cases by Specimen Date,10
6/24/2020,Deaths by Date of Death,12
6/25/2020,Cases by Report Date,"1,024"
6/25/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,955"
6/25/2020,Antigen Positive Cases by Specimen Date,8
6/25/2020,Deaths by Date of Death,17
6/26/2020,Cases by Report Date,"1,649"
6/26/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,964"
6/26/2020,Antigen Positive Cases by Specimen Date,18
6/26/2020,Deaths by Date of Death,15
6/27/2020,Cases by Report Date,"1,720"
6/27/2020,Molecular (PCR) Positive Cases by Specimen Date,938
6/27/2020,Antigen Positive Cases by Specimen Date,0
6/27/2020,Deaths by Date of Death,12
6/28/2020,Cases by Report Date,"1,605"
6/28/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,045"
6/28/2020,Antigen Positive Cases by Specimen Date,1
6/28/2020,Deaths by Date of Death,12
6/29/2020,Cases by Report Date,"1,349"
6/29/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,518"
6/29/2020,Antigen Positive Cases by Specimen Date,16
6/29/2020,Deaths by Date of Death,17
6/30/2020,Cases by Report Date,"1,196"
6/30/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,315"
6/30/2020,Antigen Positive Cases by Specimen Date,13
6/30/2020,Deaths by Date of Death,22
7/1/2020,Cases by Report Date,"1,862"
7/1/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,069"
7/1/2020,Antigen Positive Cases by Specimen Date,11
7/1/2020,Deaths by Date of Death,11
7/2/2020,Cases by Report Date,"1,639"
7/2/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,028"
7/2/2020,Antigen Positive Cases by Specimen Date,13
7/2/2020,Deaths by Date of Death,10
7/3/2020,Cases by Report Date,"2,102"
7/3/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,356"
7/3/2020,Antigen Positive Cases by Specimen Date,10
7/3/2020,Deaths by Date of Death,12
7/4/2020,Cases by Report Date,"1,419"
7/4/2020,Molecular (PCR) Positive Cases by Specimen Date,583
7/4/2020,Antigen Positive Cases by Specimen Date,8
7/4/2020,Deaths by Date of Death,17
7/5/2020,Cases by Report Date,"1,330"
7/5/2020,Molecular (PCR) Positive Cases by Specimen Date,765
7/5/2020,Antigen Positive Cases by Specimen Date,3
7/5/2020,Deaths by Date of Death,19
7/6/2020,Cases by Report Date,"1,563"
7/6/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,528"
7/6/2020,Antigen Positive Cases by Specimen Date,22
7/6/2020,Deaths by Date of Death,19
7/7/2020,Cases by Report Date,"1,367"
7/7/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,802"
7/7/2020,Antigen Positive Cases by Specimen Date,22
7/7/2020,Deaths by Date of Death,14
7/8/2020,Cases by Report Date,"1,449"
7/8/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,553"
7/8/2020,Antigen Positive Cases by Specimen Date,20
7/8/2020,Deaths by Date of Death,17
7/9/2020,Cases by Report Date,"2,059"
7/9/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,159"
7/9/2020,Antigen Positive Cases by Specimen Date,29
7/9/2020,Deaths by Date of Death,12
7/10/2020,Cases by Report Date,"2,007"
7/10/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,136"
7/10/2020,Antigen Positive Cases by Specimen Date,28
7/10/2020,Deaths by Date of Death,24
7/11/2020,Cases by Report Date,"2,467"
7/11/2020,Molecular (PCR) Positive Cases by Specimen Date,988
7/11/2020,Antigen Positive Cases by Specimen Date,12
7/11/2020,Deaths by Date of Death,17
7/12/2020,Cases by Report Date,"1,909"
7/12/2020,Molecular (PCR) Positive Cases by Specimen Date,861
7/12/2020,Antigen Positive Cases by Specimen Date,3
7/12/2020,Deaths by Date of Death,26
7/13/2020,Cases by Report Date,"1,846"
7/13/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,481"
7/13/2020,Antigen Positive Cases by Specimen Date,33
7/13/2020,Deaths by Date of Death,13
7/14/2020,Cases by Report Date,"1,991"
7/14/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,453"
7/14/2020,Antigen Positive Cases by Specimen Date,57
7/14/2020,Deaths by Date of Death,25
7/15/2020,Cases by Report Date,"1,816"
7/15/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,236"
7/15/2020,Antigen Positive Cases by Specimen Date,39
7/15/2020,Deaths by Date of Death,16
7/16/2020,Cases by Report Date,"2,191"
7/16/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,085"
7/16/2020,Antigen Positive Cases by Specimen Date,41
7/16/2020,Deaths by Date of Death,22
7/17/2020,Cases by Report Date,"2,082"
7/17/2020,Molecular (PCR) Positive Cases by Specimen Date,"1,940"
7/17/2020,Antigen Positive Cases by Specimen Date,31
7/17/2020,Deaths by Date of Death,23
7/18/2020,Cases by Report Date,"2,486"
7/18/2020,Molecular (PCR) Positive Cases by Specimen Date,967
7/18/2020,Antigen Positive Cases by Specimen Date,4
7/18/2020,Deaths by Date of Death,17
7/19/2020,Cases by Report Date,"1,820"
7/19/2020,Molecular (PCR) Positive Cases by Specimen Date,818
7/19/2020,Antigen Positive Cases by Specimen Date,5
7/19/2020,Deaths by Date of Death,20
7/20/2020,Cases by Report Date,"1,291"
7/20/2020,Molecular (PCR) Positive Cases by Specimen Date,"2,327"
7/20/2020,Antigen Positive Cases by Specimen Date,44
