second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
117,146,2156,9986,7713,2454,11067,8467,Warren
2239,3513,94548,294223,197436,105284,332558,223761,Guilford
166,218,3551,14718,11001,4325,16851,12308,Bladen
75556,93712,46476,190731,68699,54541,226402,78149,Cumberland
,,1533,6912,5379,1695,8230,6535,Chowan
78,93,942,6638,5618,1206,7390,6091,Pamlico
169,239,3876,15413,11368,4843,17575,12493,Scotland
933,1392,32235,98126,64958,36694,113695,75609,Johnston
56,93,923,4813,3834,1013,5332,4226,Clay
133,183,1944,9761,7684,2389,11634,9062,Martin
424,611,2166,12026,9436,2759,13640,10270,Cherokee
844,1196,23309,100517,76364,24680,115009,89133,Orange
339,498,9231,37653,28083,10911,42845,31436,Burke
227,301,10076,33793,23490,11468,37646,25877,Surry
8098,10747,15974,57341,33269,18886,66918,37285,Wayne
65,99,1321,8050,6664,1541,9630,7990,Avery
1018,1509,25641,82121,55462,29562,98045,66974,Pitt
28,42,1613,9159,7518,1892,10556,8622,Bertie
23,50,2717,10148,7408,3203,11622,8369,Hertford
292,389,4651,20057,15114,5649,22535,16497,Person
71,109,1294,9873,8508,1668,11066,9289,Caswell
