second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
391,603,10660,35968,24917,12415,40719,27701,Carteret
1043,1423,22490,88545,65012,25538,100304,73343,Alamance
4642,7681,219531,608556,384383,244182,709592,457729,Mecklenburg
1505,1844,20902,79454,57047,23632,90385,64909,Brunswick
390,477,5901,24967,18676,6835,27924,20612,Stanly
11,15,881,5449,4557,1094,6415,5306,Perquimans
136,221,1157,9992,8699,1307,12452,10924,Madison
14,30,4324,18164,13826,5220,21786,16536,Pasquotank
184,324,8512,33684,24988,10669,39245,28252,Caldwell
195,259,8822,28900,19883,10078,33102,22765,Wilkes
401,732,26088,76470,49981,30247,85911,54932,Catawba
80,101,2258,9409,7071,2674,11262,8487,Greene
338,490,11688,41182,29156,13762,46408,32156,Rockingham
318,479,2381,17234,14535,2964,21549,18106,Macon
,,,83379,83379,,106427,106427,Out o
5867,8624,238775,707853,463211,261654,810862,540584,Wake
117,146,2126,9909,7666,2417,10958,8395,Warren
2239,3505,91653,290100,196208,103281,329256,222470,Guilford
166,217,3482,14599,10951,4249,16712,12246,Bladen
75252,93246,45276,188872,68344,53330,223986,77410,Cumberland
,,1506,6866,5360,1676,8179,6503,Chowan
78,93,931,6584,5575,1184,7320,6043,Pamlico
169,239,3820,15308,11319,4769,17428,12420,Scotland
933,1386,31500,96949,64516,36084,112525,75055,Johnston
56,93,917,4777,3804,1009,5300,4198,Clay
133,183,1902,9842,7807,2335,11678,9160,Martin
423,604,2146,11978,9409,2731,13556,10221,Cherokee
844,1181,23038,99501,75619,24402,114475,88892,Orange
339,498,9099,37441,28003,10771,42624,31355,Burke
227,301,9913,33628,23488,11305,37607,26001,Surry
7990,10636,15582,56708,33136,18439,66204,37129,Wayne
65,99,1310,8053,6678,1527,9599,7973,Avery
1018,1502,24963,81393,55412,28905,97144,66737,Pitt
28,42,1577,9112,7507,1859,10502,8601,Bertie
23,50,2656,10060,7381,3143,11520,8327,Hertford
292,387,4544,19883,15047,5533,22342,16422,Person
71,109,1278,9845,8496,1640,11003,9254,Caswell
