second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
391,603,11138,36658,25129,12923,41421,27895,Carteret
1046,1449,23665,90974,66263,26823,102657,74385,Alamance
4686,7802,229375,628180,394119,253824,729427,467801,Mecklenburg
1508,1844,21656,80586,57422,24540,91778,65394,Brunswick
390,480,6152,25544,19002,7132,28589,20977,Stanly
12,19,915,5540,4613,1122,6518,5377,Perquimans
136,225,1199,10099,8764,1337,12600,11038,Madison
15,42,4527,18670,14128,5467,22367,16858,Pasquotank
402,740,27252,78416,50762,31521,87909,55648,Catawba
195,260,9161,29447,20091,10447,33515,22808,Wilkes
184,325,8897,34366,25285,11184,40054,28545,Caldwell
82,101,2343,9590,7165,2797,11557,8659,Greene
338,497,12274,42046,29434,14500,47556,32559,Rockingham
,,,88663,88663,,112846,112846,Out o
319,483,2456,17359,14584,3055,21825,18287,Macon
5880,8790,249091,731350,476379,271039,830851,551022,Wake
117,149,2210,10057,7730,2506,11197,8542,Warren
2256,3558,97207,298197,198734,108718,337626,225350,Guilford
166,221,3620,14906,11120,4432,17088,12435,Bladen
75973,94312,47941,193053,69139,56520,229563,78731,Cumberland
,10,1559,6987,5428,1742,8351,6599,Chowan
78,93,963,6697,5656,1240,7454,6121,Pamlico
169,241,3961,15564,11434,5016,17874,12617,Scotland
938,1404,33035,99817,65844,37764,115750,76582,Johnston
56,93,927,4859,3876,1019,5368,4256,Clay
133,185,1983,9811,7695,2456,11693,9052,Martin
425,613,2193,12134,9516,2797,13729,10319,Cherokee
845,1214,23678,101198,76675,25085,115561,89262,Orange
340,501,9441,37909,28128,11193,43112,31418,Burke
228,308,10268,33865,23369,11685,37761,25768,Surry
8188,10826,16445,58146,33513,19443,67870,37601,Wayne
65,102,1343,8121,6713,1574,9736,8060,Avery
1020,1541,26388,83176,55768,30549,99429,67339,Pitt
28,43,1661,9253,7564,1965,10689,8681,Bertie
23,50,2794,10289,7472,3304,11760,8406,Hertford
292,391,4756,20294,15246,5837,22855,16627,Person
71,110,1331,9981,8579,1702,11161,9349,Caswell
