second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
4503,6089,51326,198224,142395,55943,229532,167500,Durham
,,129,1722,1593,169,1996,1827,Tyrrell
690,922,13718,51572,37164,15818,57724,40984,Moore
565,746,18228,55723,36930,21078,63398,41574,Randolph
2889,3496,17896,56280,35495,20650,63621,39475,Rowan
99,124,2780,12088,9209,3228,14943,11591,Ashe
979,1436,11944,57384,44461,14128,69083,53519,Henderson
302,403,6116,22831,16413,7114,26042,18525,Vance
574,915,45019,117517,71924,49688,132495,81892,Union
38,56,1481,5247,3728,1746,6150,4348,Washington
949,1272,21279,70981,48753,24592,82272,56408,Davidson
4314,4717,8829,34220,21077,10115,38223,23391,Granville
66,123,3904,25425,21455,4576,32917,28218,Watauga
316,519,12532,43870,31022,14782,50014,34713,Cleveland
,13,447,4103,3656,521,4639,4105,Gates
303,387,696,3557,2558,866,4155,2902,Graham
391,603,10769,36112,24952,12480,40793,27710,Carteret
1043,1424,22652,88821,65126,25673,100550,73453,Alamance
4646,7686,220700,611289,385943,245017,711352,458649,Mecklenburg
1505,1844,20992,79627,57130,23751,90531,64936,Brunswick
390,477,5933,25027,18704,6868,27970,20625,Stanly
11,15,881,5455,4563,1096,6420,5309,Perquimans
136,221,1167,10011,8708,1324,12484,10939,Madison
14,30,4343,18215,13858,5236,21822,16556,Pasquotank
184,324,8562,33788,25042,10732,39348,28292,Caldwell
401,732,26200,76703,50102,30396,86145,55017,Catawba
195,259,8854,28948,19899,10106,33133,22768,Wilkes
80,101,2266,9430,7084,2682,11277,8494,Greene
338,490,11781,41306,29187,13830,46504,32184,Rockingham
,,,83779,83779,,106938,106938,Out o
318,479,2394,17289,14577,2974,21581,18128,Macon
5868,8637,240386,711517,465263,262505,812610,541468,Wake
117,146,2138,9944,7689,2428,10982,8408,Warren
2239,3507,92417,291368,196712,103717,329899,222675,Guilford
166,217,3507,14633,10960,4276,16747,12254,Bladen
75261,93275,45595,189399,68543,53686,224587,77626,Cumberland
,,1514,6880,5366,1679,8187,6508,Chowan
78,93,933,6593,5582,1192,7340,6055,Pamlico
169,239,3836,15335,11330,4791,17459,12429,Scotland
933,1387,31689,97326,64704,36226,112826,75213,Johnston
56,93,917,4777,3804,1010,5303,4200,Clay
133,183,1906,9836,7797,2337,11668,9148,Martin
423,604,2147,11981,9411,2737,13577,10236,Cherokee
844,1185,23110,99840,75886,24477,114652,88990,Orange
339,498,9125,37526,28062,10812,42726,31416,Burke
227,301,9945,33747,23575,11352,37771,26118,Surry
8033,10696,15681,56880,33166,18549,66386,37141,Wayne
65,99,1317,8059,6677,1529,9601,7973,Avery
1018,1503,25152,81680,55510,29077,97356,66776,Pitt
28,42,1585,9134,7521,1869,10521,8610,Bertie
23,50,2682,10094,7389,3157,11542,8335,Hertford
292,387,4574,19921,15055,5571,22389,16431,Person
71,109,1284,9860,8505,1651,11032,9272,Caswell
