second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
689,912,13030,50813,37094,14926,56543,40705,Moore
565,744,17364,54557,36628,19949,61630,40937,Randolph
2883,3415,17024,55190,35283,19600,62156,39141,Rowan
99,124,2674,11614,8841,3088,14404,11192,Ashe
979,1390,11524,55603,43100,13518,66056,51148,Henderson
301,402,5826,22107,15980,6798,24883,17683,Vance
574,910,42289,113644,70781,46331,126983,79742,Union
38,56,1430,5124,3656,1700,6014,4258,Washington
948,1262,20303,68893,47642,23476,79229,54491,Davidson
4219,4570,8454,33784,21111,9692,37492,23230,Granville
66,122,3812,24352,20474,4441,31915,27352,Watauga
316,517,11935,42536,30285,14176,48268,33575,Cleveland
,12,421,4018,3597,502,4571,4057,Gates
289,365,679,3503,2535,850,4070,2855,Graham
391,596,10093,35240,24756,11810,39783,27377,Carteret
1041,1407,21432,86481,64008,24239,96994,71348,Alamance
4419,7429,210190,591954,377345,232330,681869,442110,Mecklenburg
1502,1836,20147,78280,56631,22657,88871,64378,Brunswick
390,476,5634,24326,18302,6557,27219,20186,Stanly
11,15,830,5343,4502,1045,6285,5225,Perquimans
136,209,1135,9788,8517,1260,12094,10625,Madison
14,29,4002,17583,13567,4984,21186,16173,Pasquotank
195,258,8525,28656,19936,9723,32642,22661,Wilkes
401,721,24921,74726,49404,28790,83374,53863,Catawba
184,321,8077,32911,24650,10107,38229,27801,Caldwell
80,101,2126,9162,6956,2537,10913,8275,Greene
338,490,11157,40342,28847,13107,45413,31816,Rockingham
,,,78766,78766,,99907,99907,Out o
315,464,2306,16820,14199,2838,20995,17693,Macon
5861,8504,228374,685310,451075,247014,773534,518016,Wake
117,146,2047,9776,7612,2323,10743,8274,Warren
2237,3491,86851,283155,194067,96782,318123,217850,Guilford
166,216,3322,14289,10801,4056,16357,12085,Bladen
73877,92162,42708,184292,67707,50358,217982,75462,Cumberland
,,1439,6697,5258,1614,8003,6389,Chowan
78,92,869,6469,5522,1124,7202,5986,Pamlico
169,239,3693,15138,11276,4578,17168,12351,Scotland
933,1378,29873,93983,63177,34262,108785,73145,Johnston
56,92,908,4669,3705,998,5154,4064,Clay
133,183,1799,9849,7917,2211,11654,9260,Martin
411,573,2078,11782,9293,2667,13301,10061,Cherokee
843,1151,22296,94961,71822,23522,108337,83664,Orange
337,491,8721,36994,27936,10328,41896,31077,Burke
227,301,9603,33271,23441,10967,36833,25565,Surry
7724,10417,14587,55015,32704,17236,64225,36572,Wayne
65,99,1268,7918,6585,1482,9466,7885,Avery
1016,1463,23622,78929,54291,27101,94040,65476,Pitt
28,42,1489,8941,7424,1762,10334,8530,Bertie
23,50,2491,9774,7260,2988,11254,8216,Hertford
292,381,4351,19463,14820,5281,21751,16089,Person
71,109,1205,9674,8398,1582,10803,9112,Caswell
