second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
,,136,2881,2745,165,3221,3056,Hyde
295,403,5281,20975,15399,6335,24618,17880,Edgecombe
224,291,2708,14274,11342,3093,18377,14993,Transylvania
272,376,11127,37231,25832,13027,41669,28266,Chatham
4501,5984,48904,191640,138235,54034,222496,162478,Durham
,,126,1695,1569,164,1960,1796,Tyrrell
690,913,13139,50935,37106,15150,56944,40881,Moore
565,744,17507,54658,36586,20169,61981,41068,Randolph
2886,3428,17181,55366,35299,19811,62503,39264,Rowan
99,124,2695,11683,8889,3123,14511,11264,Ashe
979,1424,11593,55883,43311,13658,66770,51688,Henderson
302,402,5878,22243,16063,6847,25180,17931,Vance
574,911,42604,114013,70835,47173,128411,80327,Union
38,56,1446,5165,3681,1709,6032,4267,Washington
948,1264,20459,69202,47795,23687,79860,54909,Davidson
4257,4605,8524,33830,21049,9780,37638,23253,Granville
66,123,3830,24444,20548,4470,32254,27661,Watauga
316,518,12086,42884,30482,14271,48643,33854,Cleveland
,12,427,4048,3621,506,4586,4068,Gates
291,371,686,3517,2540,854,4086,2861,Graham
391,599,10271,35468,24806,11937,40007,27471,Carteret
1042,1409,21620,86796,64134,24531,97855,71915,Alamance
4540,7525,211630,594466,378296,235402,690562,447635,Mecklenburg
1503,1837,20303,78500,56694,22892,89211,64482,Brunswick
390,477,5688,24471,18393,6604,27378,20297,Stanly
11,15,844,5373,4518,1051,6317,5251,Perquimans
136,219,1136,9818,8546,1263,12179,10697,Madison
14,29,4103,17726,13609,5026,21281,16226,Pasquotank
195,259,8600,28726,19931,9760,32663,22644,Wilkes
401,724,25146,75050,49503,29153,84066,54189,Catawba
184,322,8164,33063,24715,10215,38457,27920,Caldwell
80,101,2149,9205,6976,2555,11011,8355,Greene
338,490,11261,40544,28945,13234,45618,31894,Rockingham
,,,79600,79600,,101210,101210,Out o
317,469,2324,16928,14287,2857,21098,17772,Macon
5865,8524,229634,687341,451842,250813,784191,524854,Wake
117,146,2067,9811,7627,2339,10802,8317,Warren
2238,3492,87654,284200,194308,98374,320810,218944,Guilford
166,216,3355,14350,10829,4097,16425,12112,Bladen
74235,92359,43278,185290,67777,50980,219297,75958,Cumberland
,,1458,6743,5285,1637,8059,6422,Chowan
78,92,880,6474,5516,1141,7220,5987,Pamlico
169,239,3711,15142,11262,4597,17189,12353,Scotland
933,1379,30175,94533,63425,34660,109865,73826,Johnston
56,92,912,4704,3736,1000,5190,4098,Clay
417,578,2100,11817,9300,2677,13342,10087,Cherokee
133,183,1830,9841,7878,2229,11623,9211,Martin
843,1155,22390,95107,71874,23843,110858,85860,Orange
337,494,8798,37068,27933,10415,42049,31140,Burke
227,301,9693,33307,23387,11041,37086,25744,Surry
7844,10468,14813,55406,32749,17530,64641,36643,Wayne
65,99,1277,7957,6615,1492,9510,7919,Avery
1016,1468,23896,79356,54444,27512,94878,65898,Pitt
28,42,1515,8983,7440,1773,10364,8549,Bertie
23,50,2529,9853,7301,3021,11304,8233,Hertford
292,382,4396,19543,14855,5329,21855,16144,Person
71,109,1217,9706,8418,1597,10846,9140,Caswell
