second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
130,173,805,7986,7051,994,9119,7952,Yancey
431,641,9389,29822,20002,10722,34131,22768,Lee
3813,5677,38608,144715,102294,42436,170342,122229,Buncombe
,,136,2886,2750,165,3244,3079,Hyde
295,403,5331,21014,15388,6407,24690,17880,Edgecombe
224,291,2715,14343,11404,3134,18508,15083,Transylvania
272,377,11174,37198,25752,12913,41596,28306,Chatham
4501,6008,49126,192061,138434,54617,225471,164846,Durham
,,129,1701,1572,166,1966,1800,Tyrrell
690,916,13211,51010,37109,15340,57132,40876,Moore
565,744,17625,54767,36577,20362,62296,41190,Randolph
2887,3451,17303,55489,35299,19991,62731,39289,Rowan
99,124,2723,11742,8920,3153,14645,11368,Ashe
979,1435,11630,56067,43458,13788,67451,52228,Henderson
302,403,5915,22292,16075,6918,25342,18021,Vance
574,913,42814,114291,70903,47851,129513,80749,Union
38,56,1458,5186,3690,1720,6066,4290,Washington
949,1267,20604,69438,47885,23916,80405,55222,Davidson
4259,4605,8568,33804,20977,9879,37744,23260,Granville
66,123,3842,24537,20629,4499,32561,27939,Watauga
316,518,12182,43074,30576,14375,48903,34010,Cleveland
293,375,691,3528,2544,859,4116,2882,Graham
,12,429,4058,3629,508,4596,4076,Gates
391,599,10354,35577,24832,12064,40186,27523,Carteret
1043,1412,21756,87020,64221,24815,98525,72298,Alamance
4588,7606,212592,596074,378894,237980,696440,450854,Mecklenburg
1503,1838,20418,78691,56770,23120,89557,64599,Brunswick
390,477,5741,24595,18464,6650,27506,20379,Stanly
11,15,857,5393,4525,1059,6341,5267,Perquimans
136,221,1146,9849,8567,1284,12258,10753,Madison
14,29,4163,17828,13651,5073,21402,16300,Pasquotank
195,259,8659,28783,19929,9844,32910,22807,Wilkes
184,322,8232,33194,24778,10351,38697,28024,Caldwell
401,724,25280,75236,49555,29424,84528,54380,Catawba
80,101,2185,9272,7007,2590,11075,8384,Greene
338,490,11380,40709,28991,13373,45819,31956,Rockingham
,,,80151,80151,,102245,102245,Out o
317,470,2339,16992,14336,2872,21189,17847,Macon
5865,8554,230554,688569,452150,254500,794132,531078,Wake
117,146,2079,9832,7636,2365,10859,8348,Warren
2239,3498,88187,284922,194496,99692,323461,220271,Guilford
166,216,3389,14413,10858,4139,16506,12151,Bladen
74616,92552,43654,186105,67835,51588,220532,76392,Cumberland
,,1464,6766,5302,1644,8082,6438,Chowan
78,92,886,6487,5523,1150,7242,6000,Pamlico
169,239,3742,15168,11257,4649,17231,12343,Scotland
933,1380,30414,94876,63529,35069,110607,74158,Johnston
56,92,914,4714,3744,1003,5219,4124,Clay
133,183,1849,9824,7842,2248,11618,9187,Martin
420,578,2113,11858,9325,2688,13396,10130,Cherokee
844,1165,22464,95299,71991,24016,112534,87353,Orange
338,494,8857,37105,27910,10501,42170,31175,Burke
227,301,9753,33368,23388,11112,37230,25817,Surry
7870,10483,15003,55681,32808,17777,65043,36783,Wayne
65,99,1285,7989,6639,1503,9550,7948,Avery
1016,1482,24105,79678,54557,27923,95508,66103,Pitt
28,42,1534,9017,7455,1797,10394,8555,Bertie
23,50,2565,9903,7315,3058,11348,8240,Hertford
292,384,4427,19584,14865,5373,22022,16265,Person
71,109,1236,9742,8435,1608,10883,9166,Caswell
