second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
99,126,2841,12230,9290,3297,15139,11716,Ashe
982,1443,12254,58659,45423,14520,70656,54693,Henderson
302,408,6330,23438,16806,7385,26859,19066,Vance
576,920,47332,120807,72899,52021,135796,82855,Union
38,56,1522,5378,3818,1781,6266,4429,Washington
953,1284,22056,72614,49605,25565,84450,57601,Davidson
4371,4799,9142,34693,21180,10479,38903,23625,Granville
66,127,3949,25453,21438,4657,33225,28441,Watauga
317,522,12970,44856,31569,15243,51035,35270,Cleveland
,15,459,4155,3696,548,4726,4163,Gates
306,404,713,3600,2581,880,4201,2917,Graham
391,603,11144,36679,25144,12932,41439,27904,Carteret
1046,1453,23687,91039,66306,26853,102740,74434,Alamance
4694,7811,229577,628761,394490,254101,730164,468252,Mecklenburg
1508,1847,21668,80610,57434,24561,91821,65413,Brunswick
390,481,6157,25556,19009,7140,28611,20990,Stanly
12,19,915,5540,4613,1122,6519,5378,Perquimans
136,225,1199,10104,8769,1337,12607,11045,Madison
15,42,4528,18683,14140,5474,22394,16878,Pasquotank
195,260,9167,29459,20097,10455,33522,22807,Wilkes
403,743,27272,78461,50786,31550,87984,55691,Catawba
184,325,8899,34366,25283,11198,40079,28556,Caldwell
82,101,2346,9599,7171,2799,11568,8668,Greene
338,498,12281,42075,29456,14516,47603,32589,Rockingham
,,,88771,88771,,112952,112952,Out o
319,483,2456,17367,14592,3059,21833,18291,Macon
5882,8795,249266,732047,476899,271259,831485,551431,Wake
117,149,2213,10067,7737,2506,11206,8551,Warren
2257,3566,97338,298411,198816,108869,337854,225419,Guilford
166,221,3624,14910,11120,4440,17107,12446,Bladen
75989,94349,47997,193154,69168,56588,229724,78787,Cumberland
,10,1560,6988,5428,1743,8355,6602,Chowan
78,93,963,6697,5656,1241,7457,6123,Pamlico
169,241,3970,15582,11443,5023,17881,12617,Scotland
938,1407,33055,99880,65887,37803,115857,76647,Johnston
56,93,927,4861,3878,1019,5371,4259,Clay
425,613,2195,12135,9515,2798,13733,10322,Cherokee
133,185,1987,9816,7696,2456,11695,9054,Martin
846,1217,23688,101242,76708,25105,115614,89292,Orange
340,503,9453,37914,28121,11203,43112,31406,Burke
228,309,10280,33871,23363,11694,37768,25765,Surry
8216,10837,16464,58203,33523,19458,67908,37613,Wayne
65,102,1343,8128,6720,1576,9742,8064,Avery
1020,1544,26427,83231,55784,30589,99493,67360,Pitt
28,43,1661,9258,7569,1965,10704,8696,Bertie
23,50,2794,10289,7472,3305,11763,8408,Hertford
292,391,4760,20297,15245,5846,22864,16627,Person
71,110,1331,10000,8598,1702,11176,9364,Caswell
