second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
195,259,8762,28834,19877,9990,33038,22789,Wilkes
184,324,8381,33428,24863,10528,39027,28175,Caldwell
80,101,2223,9332,7029,2637,11197,8459,Greene
338,490,11546,40946,29062,13623,46188,32075,Rockingham
317,479,2364,17106,14425,2927,21434,18028,Macon
,,,81753,81753,,104583,104583,Out o
5865,8589,233600,694060,454595,259939,805766,537238,Wake
117,146,2102,9852,7633,2389,10921,8386,Warren
2239,3502,89710,286768,194819,102320,327585,221763,Guilford
166,216,3442,14527,10919,4201,16620,12203,Bladen
75051,92906,44463,187505,67991,52720,222599,76973,Cumberland
,,1487,6816,5329,1663,8148,6485,Chowan
78,93,912,6540,5550,1169,7285,6023,Pamlico
169,239,3779,15245,11297,4705,17345,12401,Scotland
933,1383,30964,95756,63859,35741,111815,74691,Johnston
56,93,915,4745,3774,1006,5269,4170,Clay
422,587,2130,11922,9370,2706,13464,10171,Cherokee
133,183,1880,9814,7801,2302,11642,9157,Martin
844,1175,22719,96411,72848,24249,113959,88535,Orange
339,498,8993,37277,27945,10665,42483,31320,Burke
227,301,9860,33501,23414,11231,37501,25969,Surry
7934,10582,15256,56103,32913,18093,65626,36951,Wayne
65,99,1303,8023,6655,1510,9579,7970,Avery
1016,1496,24505,80337,54816,28560,96516,66460,Pitt
28,42,1556,9069,7485,1832,10460,8586,Bertie
23,50,2611,9984,7350,3112,11461,8299,Hertford
292,386,4498,19708,14918,5476,22231,16369,Person
71,109,1260,9787,8456,1626,10952,9217,Caswell
