second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
5870,8709,246289,724507,472348,267707,823947,547531,Wake
117,148,2174,10000,7709,2475,11098,8475,Warren
2242,3525,95573,295685,197870,106594,334371,224252,Guilford
166,218,3584,14787,11037,4365,16930,12347,Bladen
75650,93927,47073,191587,68864,55261,227511,78323,Cumberland
,,1544,6939,5395,1704,8263,6559,Chowan
78,93,956,6667,5633,1222,7417,6102,Pamlico
169,240,3919,15481,11393,4895,17662,12527,Scotland
933,1394,32594,98808,65281,37057,114423,75972,Johnston
56,93,923,4827,3848,1017,5348,4238,Clay
133,184,1959,9789,7697,2415,11663,9064,Martin
424,611,2174,12063,9465,2773,13670,10286,Cherokee
844,1205,23465,100762,76453,24826,115158,89127,Orange
340,499,9338,37771,28093,11011,42952,31442,Burke
227,301,10151,33751,23373,11557,37596,25738,Surry
8124,10781,16190,57637,33323,19121,67237,37335,Wayne
65,100,1332,8076,6679,1556,9680,8024,Avery
1018,1515,25930,82454,55506,29957,98492,67020,Pitt
28,42,1638,9199,7533,1910,10599,8647,Bertie
23,50,2749,10202,7430,3235,11661,8376,Hertford
292,390,4690,20132,15150,5719,22655,16546,Person
71,109,1306,9922,8545,1683,11105,9313,Caswell
