second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
251,351,6607,21105,14247,7531,24526,16644,Davie
83,123,1193,8254,6978,1416,9261,7722,Northampton
262,371,4060,24190,19868,4907,27319,22041,Halifax
664,897,12035,49543,36844,14473,57523,42153,Robeson
780,1147,5140,16424,10504,6279,19818,12392,Hoke
130,173,832,8161,7199,1015,9299,8111,Yancey
431,644,9770,30472,20271,11089,34670,22937,Lee
3822,5709,39951,149681,105908,43425,173769,124635,Buncombe
,,141,2966,2825,167,3338,3171,Hyde
295,403,5587,21340,15458,6685,25015,17927,Edgecombe
224,292,2770,14744,11750,3253,19060,15515,Transylvania
272,383,11830,38188,26086,13307,42135,28445,Chatham
4503,6101,51623,199700,143574,56092,229974,167781,Durham
,,129,1724,1595,170,2000,1830,Tyrrell
690,922,13822,51688,37176,15872,57773,40979,Moore
565,746,18353,55838,36920,21177,63465,41542,Randolph
2891,3504,18015,56427,35521,20726,63757,39527,Rowan
99,124,2788,12168,9281,3234,14971,11613,Ashe
979,1436,11997,57842,44866,14176,69300,53688,Henderson
302,403,6135,22903,16466,7134,26128,18591,Vance
574,915,45430,118230,72226,49979,132911,82017,Union
38,56,1486,5255,3731,1753,6158,4349,Washington
949,1273,21382,71264,48933,24668,82520,56579,Davidson
4360,4775,8882,34381,21139,10157,38383,23451,Granville
66,123,3911,25506,21529,4583,32942,28236,Watauga
316,519,12585,44056,31155,14829,50156,34808,Cleveland
305,388,703,3572,2564,867,4160,2905,Graham
,13,447,4110,3663,525,4645,4107,Gates
391,603,10829,36191,24971,12527,40863,27733,Carteret
1043,1426,22799,89413,65571,25793,100782,73563,Alamance
4655,7700,222409,615628,388564,246023,713824,460101,Mecklenburg
1505,1844,21134,79870,57231,23875,90726,65007,Brunswick
390,477,5958,25117,18769,6891,28036,20668,Stanly
11,15,884,5467,4572,1100,6442,5327,Perquimans
136,222,1167,10055,8752,1322,12516,10972,Madison
14,30,4367,18289,13908,5258,21862,16574,Pasquotank
401,732,26358,77063,50304,30527,86368,55109,Catawba
184,324,8628,33913,25101,10794,39438,28320,Caldwell
195,259,8898,29125,20032,10152,33232,22821,Wilkes
80,101,2286,9475,7109,2692,11307,8514,Greene
338,490,11861,41428,29229,13881,46619,32248,Rockingham
,,,84508,84508,,107823,107823,Out o
319,479,2398,17396,14679,2987,21646,18180,Macon
5869,8652,242334,716966,468763,263446,814848,542750,Wake
117,146,2142,9952,7693,2439,10987,8402,Warren
2239,3508,93352,292797,197206,104291,330763,222964,Guilford
166,217,3523,14680,10991,4287,16770,12266,Bladen
75377,93526,45939,189998,68682,53985,225359,77848,Cumberland
,,1523,6894,5371,1685,8197,6512,Chowan
78,93,935,6615,5602,1197,7360,6070,Pamlico
169,239,3856,15360,11335,4810,17488,12439,Scotland
933,1389,31929,97783,64921,36411,113133,75333,Johnston
56,93,920,4802,3826,1010,5308,4205,Clay
133,183,1924,9829,7772,2363,11669,9123,Martin
423,611,2149,11993,9421,2747,13609,10251,Cherokee
844,1187,23235,101033,76954,24532,114775,89056,Orange
339,498,9161,37625,28125,10856,42797,31443,Burke
227,301,9995,33732,23510,11390,37644,25953,Surry
8063,10720,15792,57087,33232,18664,66547,37163,Wayne
65,99,1320,8061,6676,1532,9609,7978,Avery
1018,1507,25372,82099,55709,29241,97606,66858,Pitt
28,42,1593,9143,7522,1878,10539,8619,Bertie
23,50,2695,10118,7400,3172,11571,8349,Hertford
292,388,4598,19973,15083,5598,22435,16449,Person
71,109,1286,9866,8509,1655,11036,9272,Caswell
