second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
933,1379,30110,94419,63376,34488,109553,73686,Johnston
56,92,911,4688,3721,1000,5177,4085,Clay
417,578,2094,11808,9297,2675,13338,10085,Cherokee
133,183,1822,9848,7893,2217,11631,9231,Martin
843,1155,22365,95037,71829,23734,109852,84963,Orange
337,494,8783,37043,27923,10392,42018,31132,Burke
227,301,9672,33344,23445,11025,36989,25663,Surry
7794,10460,14773,55297,32730,17442,64524,36622,Wayne
65,99,1275,7947,6607,1489,9491,7903,Avery
1016,1467,23825,79212,54371,27367,94496,65662,Pitt
28,42,1511,8970,7431,1769,10362,8551,Bertie
23,50,2520,9824,7281,3011,11292,8231,Hertford
292,382,4388,19531,14851,5320,21817,16115,Person
71,109,1213,9688,8404,1594,10831,9128,Caswell
