second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
99,126,2843,12198,9256,3289,15089,11674,Ashe
981,1440,12189,58341,45171,14445,70272,54387,Henderson
302,405,6288,23291,16701,7318,26607,18884,Vance
574,917,46813,120146,72759,51338,134943,82688,Union
38,56,1508,5341,3795,1774,6231,4401,Washington
953,1282,21873,72138,49312,25302,83806,57222,Davidson
4371,4791,9077,34637,21189,10386,38798,23621,Granville
66,124,3934,25384,21384,4635,33152,28393,Watauga
317,520,12888,44643,31438,15116,50717,35081,Cleveland
,15,453,4131,3678,545,4696,4136,Gates
305,401,711,3585,2569,877,4192,2914,Graham
391,603,11076,36532,25065,12823,41277,27851,Carteret
1045,1441,23453,90518,66020,26590,102152,74121,Alamance
4678,7768,227475,624900,392747,251574,725303,465961,Mecklenburg
1505,1844,21543,80366,57318,24400,91466,65222,Brunswick
390,478,6119,25441,18932,7076,28462,20908,Stanly
11,17,907,5515,4597,1117,6487,5353,Perquimans
136,224,1197,10066,8733,1347,12574,11003,Madison
14,33,4493,18557,14050,5410,22191,16748,Pasquotank
401,736,27017,78058,50640,31243,87462,55483,Catawba
195,259,9098,29357,20064,10360,33414,22795,Wilkes
184,325,8845,34229,25200,11083,39858,28450,Caldwell
82,101,2327,9545,7136,2764,11454,8589,Greene
338,492,12215,41895,29342,14381,47351,32478,Rockingham
319,480,2445,17303,14539,3056,21785,18249,Macon
,,,87810,87810,,111795,111795,Out o
5874,8743,247449,726581,473258,269178,826301,548380,Wake
117,148,2188,10023,7718,2489,11147,8510,Warren
2248,3536,96332,296653,198073,107563,335593,224494,Guilford
166,220,3604,14831,11061,4410,16997,12367,Bladen
75774,94079,47451,192172,68947,55900,228382,78403,Cumberland
,,1549,6950,5401,1714,8280,6566,Chowan
78,93,959,6680,5643,1233,7435,6109,Pamlico
169,240,3943,15513,11401,4970,17753,12543,Scotland
935,1397,32779,99119,65405,37370,114895,76128,Johnston
56,93,925,4840,3859,1018,5341,4230,Clay
133,184,1972,9784,7679,2422,11653,9047,Martin
424,612,2185,12093,9484,2787,13700,10301,Cherokee
844,1207,23561,100925,76520,24963,115319,89149,Orange
340,499,9393,37794,28061,11098,42999,31402,Burke
227,306,10205,33768,23336,11615,37634,25713,Surry
8143,10800,16327,57837,33367,19297,67494,37397,Wayne
65,100,1335,8095,6695,1566,9702,8036,Avery
1019,1526,26127,82693,55547,30223,98843,67094,Pitt
28,42,1660,9225,7537,1938,10637,8657,Bertie
23,50,2768,10232,7441,3288,11720,8382,Hertford
292,390,4725,20217,15200,5790,22759,16579,Person
71,109,1319,9942,8552,1694,11127,9324,Caswell
