second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
136,225,1201,10112,8775,1344,12623,11054,Madison
15,42,4534,18723,14174,5484,22436,16910,Pasquotank
184,325,8915,34409,25310,11226,40141,28590,Caldwell
195,260,9175,29482,20112,10470,33555,22825,Wilkes
403,743,27294,78527,50830,31618,88118,55757,Catawba
82,101,2347,9610,7181,2806,11576,8669,Greene
338,498,12294,42135,29503,14561,47739,32680,Rockingham
,,,89025,89025,,113198,113198,Out o
319,483,2451,17379,14609,3053,21847,18311,Macon
5883,8797,249651,733002,477468,271746,832537,551994,Wake
117,149,2221,10083,7745,2519,11235,8567,Warren
2259,3568,97523,298726,198944,109116,338274,225590,Guilford
166,223,3628,14923,11129,4454,17150,12473,Bladen
75996,94373,48082,193322,69244,56731,229985,78881,Cumberland
,10,1562,6997,5435,1744,8363,6609,Chowan
78,93,966,6703,5659,1244,7466,6129,Pamlico
169,241,3978,15598,11451,5037,17911,12633,Scotland
938,1407,33137,100032,65957,37886,116053,76760,Johnston
56,93,928,4864,3880,1020,5373,4260,Clay
133,185,1992,9827,7702,2467,11719,9067,Martin
425,613,2197,12147,9525,2803,13755,10339,Cherokee
846,1220,23704,101295,76745,25136,115683,89327,Orange
340,503,9462,37932,28130,11232,43148,31413,Burke
228,309,10285,33868,23355,11710,37801,25782,Surry
8222,10842,16492,58226,33512,19502,67958,37614,Wayne
65,102,1344,8139,6730,1576,9749,8071,Avery
1020,1545,26488,83359,55851,30660,99653,67448,Pitt
28,43,1661,9267,7578,1969,10732,8720,Bertie
23,50,2796,10296,7477,3307,11774,8417,Hertford
292,391,4765,20303,15246,5855,22877,16631,Person
71,110,1334,10013,8608,1708,11203,9385,Caswell
