second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
78,93,936,6635,5621,1199,7376,6084,Pamlico
169,239,3868,15395,11358,4824,17510,12447,Scotland
933,1390,32038,97984,65013,36501,113316,75425,Johnston
56,93,920,4806,3830,1011,5315,4211,Clay
423,611,2154,12002,9425,2751,13618,10256,Cherokee
133,183,1928,9841,7780,2367,11675,9125,Martin
844,1188,23287,101216,77085,24581,114840,89071,Orange
339,498,9182,37713,28192,10872,42825,31455,Burke
227,301,10041,33779,23511,11427,37641,25913,Surry
8063,10720,15869,57210,33278,18765,66700,37215,Wayne
65,99,1320,8067,6682,1534,9619,7986,Avery
1018,1508,25460,82330,55852,29363,97797,66926,Pitt
28,42,1600,9167,7539,1885,10568,8641,Bertie
23,50,2709,10152,7420,3181,11584,8353,Hertford
292,388,4619,20017,15106,5620,22482,16474,Person
71,109,1288,9887,8528,1661,11055,9285,Caswell
