second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
,,1535,6922,5387,1699,8245,6546,Chowan
78,93,948,6653,5627,1212,7404,6099,Pamlico
169,239,3886,15431,11376,4864,17610,12507,Scotland
933,1392,32360,98396,65103,36806,113942,75744,Johnston
56,93,923,4814,3835,1015,5336,4228,Clay
133,183,1948,9774,7693,2400,11658,9075,Martin
424,611,2169,12040,9447,2762,13646,10273,Cherokee
844,1197,23352,100610,76414,24725,115090,89168,Orange
339,498,9257,37721,28125,10947,42924,31479,Burke
227,301,10085,33769,23457,11495,37620,25824,Surry
8111,10757,16023,57442,33308,18946,67031,37328,Wayne
65,99,1321,8055,6669,1548,9653,8006,Avery
1018,1512,25703,82215,55494,29673,98201,67016,Pitt
28,42,1621,9182,7533,1898,10584,8644,Bertie
23,50,2725,10173,7425,3208,11636,8378,Hertford
292,389,4664,20084,15128,5670,22592,16533,Person
71,109,1296,9899,8532,1675,11091,9307,Caswell
