second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
166,216,3337,14315,10812,4065,16376,12095,Bladen
74082,92269,42883,184685,67720,50461,218371,75641,Cumberland
,,1444,6710,5266,1622,8016,6394,Chowan
78,92,871,6477,5528,1126,7215,5997,Pamlico
169,239,3698,15148,11281,4582,17174,12353,Scotland
933,1378,29962,94205,63310,34325,109136,73433,Johnston
56,92,910,4683,3717,999,5163,4072,Clay
133,183,1800,9819,7886,2211,11618,9224,Martin
411,574,2087,11791,9293,2669,13318,10075,Cherokee
843,1151,22326,94993,71824,23602,108861,84108,Orange
337,492,8751,36998,27910,10351,41904,31061,Burke
227,301,9636,33295,23432,11001,36864,25562,Surry
7769,10445,14655,55121,32697,17296,64311,36570,Wayne
65,99,1272,7936,6599,1487,9488,7902,Avery
1016,1467,23732,79043,54295,27170,94186,65549,Pitt
28,42,1497,8950,7425,1765,10335,8528,Bertie
23,50,2502,9790,7265,2992,11262,8220,Hertford
292,382,4368,19505,14845,5290,21772,16100,Person
71,109,1210,9682,8401,1588,10812,9115,Caswell
