second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
224,291,2705,14223,11294,3061,18317,14965,Transylvania
272,376,11094,37296,25930,12615,41253,28262,Chatham
4501,5984,48707,191298,138090,53348,220738,161406,Durham
,,124,1691,1567,163,1955,1792,Tyrrell
690,913,13071,50844,37083,15015,56644,40716,Moore
565,744,17418,54601,36618,20016,61713,40953,Randolph
2886,3428,17107,55288,35295,19669,62260,39163,Rowan
99,124,2685,11650,8866,3091,14434,11219,Ashe
979,1424,11548,55728,43201,13536,66286,51326,Henderson
302,402,5854,22161,16005,6817,25007,17788,Vance
574,911,42445,113852,70833,46554,127398,79933,Union
38,56,1439,5138,3661,1703,6019,4260,Washington
948,1264,20372,69034,47714,23551,79473,54658,Davidson
4255,4605,8493,33808,21060,9727,37551,23219,Granville
66,123,3820,24388,20502,4454,31941,27364,Watauga
316,518,11985,42720,30419,14212,48451,33721,Cleveland
291,371,683,3510,2536,850,4075,2854,Graham
,12,422,4029,3607,503,4578,4063,Gates
391,599,10159,35338,24788,11869,39886,27418,Carteret
1042,1409,21504,86602,64056,24306,97214,71499,Alamance
4441,7490,210845,592965,377679,233277,684458,443691,Mecklenburg
1503,1837,20205,78370,56662,22742,88992,64413,Brunswick
390,477,5658,24400,18352,6571,27293,20245,Stanly
11,15,833,5353,4509,1047,6289,5227,Perquimans
136,219,1133,9793,8524,1261,12138,10658,Madison
14,29,4035,17633,13584,4993,21207,16185,Pasquotank
401,724,25015,74855,49439,28916,83619,53979,Catawba
195,259,8555,28692,19942,9734,32645,22652,Wilkes
184,322,8108,32976,24684,10150,38316,27844,Caldwell
80,101,2138,9180,6962,2545,10940,8294,Greene
338,490,11201,40438,28899,13134,45468,31844,Rockingham
317,469,2313,16863,14233,2841,21032,17722,Macon
,,,79230,79230,,100549,100549,Out o
5865,8524,228886,686057,451306,247939,777983,521520,Wake
117,146,2054,9795,7624,2326,10771,8299,Warren
2238,3492,87219,283637,194180,97225,319125,218408,Guilford
166,216,3334,14314,10814,4066,16389,12107,Bladen
74235,92357,42894,184876,67747,50484,218591,75750,Cumberland
,,1444,6720,5276,1622,8030,6408,Chowan
78,92,871,6480,5531,1127,7222,6003,Pamlico
169,239,3697,15152,11286,4583,17175,12353,Scotland
933,1379,30007,94274,63334,34379,109326,73568,Johnston
56,92,910,4686,3720,999,5166,4075,Clay
133,183,1820,9841,7888,2215,11626,9228,Martin
417,578,2087,11801,9297,2670,13332,10084,Cherokee
843,1155,22336,95012,71833,23636,109244,84453,Orange
337,494,8759,37018,27922,10363,41937,31080,Burke
227,301,9645,33317,23445,11001,36879,25577,Surry
7794,10460,14668,55171,32709,17331,64386,36595,Wayne
65,99,1272,7942,6605,1487,9487,7901,Avery
1016,1467,23758,79117,54343,27221,94304,65616,Pitt
28,42,1496,8952,7428,1765,10344,8537,Bertie
23,50,2503,9800,7274,2993,11270,8227,Hertford
292,382,4370,19510,14848,5290,21782,16110,Person
71,109,1211,9684,8402,1589,10817,9119,Caswell
