Facility_Type,Category,County,Outbreak Count
Nursing Home,Ongoing Outbreaks,Rockingham,4
Correctional Facility,Ongoing Outbreaks,Wake,4
Child Care,,Wake,4
Nursing Home,Ongoing Outbreaks,Wake,4
Residential Care Facility,Ongoing Outbreaks,Wake,2
K-12 School,,Wake,3
Residential Care Facility,Ongoing Outbreaks,Chowan,1
Nursing Home,Ongoing Outbreaks,Chowan,1
Correctional Facility,Ongoing Outbreaks,Scotland,1
,,Hyde,0
Nursing Home,Ongoing Outbreaks,Nash,3
Correctional Facility,Ongoing Outbreaks,Nash,1
Nursing Home,Ongoing Outbreaks,Wayne,2
,,Madison,0
,,Tyrrell,0
Correctional Facility,Ongoing Outbreaks,Anson,1
Nursing Home,Ongoing Outbreaks,Anson,1
Child Care,,Anson,1
Correctional Facility,Ongoing Outbreaks,Cherokee,1
Nursing Home,Ongoing Outbreaks,Gaston,1
Residential Care Facility,Ongoing Outbreaks,Gaston,1
Correctional Facility,Ongoing Outbreaks,Gaston,1
Correctional Facility,Ongoing Outbreaks,Stanly,1
Nursing Home,Ongoing Outbreaks,Stanly,2
,,Lincoln,0
Correctional Facility,Ongoing Outbreaks,Pender,2
Residential Care Facility,Ongoing Outbreaks,Pender,1
Nursing Home,Ongoing Outbreaks,Pender,2
Correctional Facility,Ongoing Outbreaks,Swain,1
Nursing Home,Ongoing Outbreaks,Swain,1
Correctional Facility,Ongoing Outbreaks,Cabarrus,1
Nursing Home,Ongoing Outbreaks,Cabarrus,5
Residential Care Facility,Ongoing Outbreaks,Cabarrus,1
Nursing Home,Ongoing Outbreaks,Davidson,1
,,Henderson,0
Nursing Home,Ongoing Outbreaks,Hertford,1
Residential Care Facility,Ongoing Outbreaks,Hertford,1
Correctional Facility,Ongoing Outbreaks,Columbus,1
Residential Care Facility,Ongoing Outbreaks,Macon,1
Nursing Home,Ongoing Outbreaks,Macon,2
,,Rutherford,0
Child Care,,Wilkes,1
Residential Care Facility,Ongoing Outbreaks,Wilkes,2
Nursing Home,Ongoing Outbreaks,Wilkes,1
Correctional Facility,Ongoing Outbreaks,Wilkes,1
Residential Care Facility,Ongoing Outbreaks,Jackson,1
,,Camden,0
Child Care,,Watauga,1
Residential Care Facility,Ongoing Outbreaks,Watauga,1
Nursing Home,Ongoing Outbreaks,Watauga,1
Residential Care Facility,Ongoing Outbreaks,Burke,1
Nursing Home,Ongoing Outbreaks,Burke,2
Nursing Home,Ongoing Outbreaks,Stokes,2
Residential Care Facility,Ongoing Outbreaks,Stokes,1
K-12 School,,Pasquotank,1
Residential Care Facility,Ongoing Outbreaks,Pasquotank,1
Nursing Home,Ongoing Outbreaks,Chatham,1
Child Care,,Franklin,1
Correctional Facility,Ongoing Outbreaks,Franklin,2
Nursing Home,Ongoing Outbreaks,Franklin,2
Residential Care Facility,Ongoing Outbreaks,Johnston,1
Nursing Home,Ongoing Outbreaks,Johnston,1
Correctional Facility,Ongoing Outbreaks,Johnston,1
Residential Care Facility,Ongoing Outbreaks,Rowan,3
Nursing Home,Ongoing Outbreaks,Rowan,1
Correctional Facility,Ongoing Outbreaks,Rowan,1
Child Care,,Rowan,1
Nursing Home,Ongoing Outbreaks,Bladen,1
Child Care,,Guilford,1
Residential Care Facility,Ongoing Outbreaks,Guilford,8
Nursing Home,Ongoing Outbreaks,Guilford,10
Residential Care Facility,Ongoing Outbreaks,Brunswick,1
Correctional Facility,Ongoing Outbreaks,Granville,2
Residential Care Facility,Ongoing Outbreaks,Granville,1
,,Bertie,0
Nursing Home,Ongoing Outbreaks,Iredell,1
K-12 School,,Iredell,2
Other,Ongoing Outbreaks,New Hanover,1
K-12 School,,New Hanover,1
Residential Care Facility,Ongoing Outbreaks,New Hanover,2
Correctional Facility,Ongoing Outbreaks,New Hanover,2
Nursing Home,Ongoing Outbreaks,New Hanover,1
Residential Care Facility,Ongoing Outbreaks,Northampton,1
Nursing Home,Ongoing Outbreaks,Northampton,1
Residential Care Facility,Ongoing Outbreaks,Sampson,1
Correctional Facility,Ongoing Outbreaks,Sampson,1
Residential Care Facility,Ongoing Outbreaks,Moore,1
Nursing Home,Ongoing Outbreaks,Moore,3
,,Dare,0
Correctional Facility,Ongoing Outbreaks,Mecklenburg,1
Nursing Home,Ongoing Outbreaks,Mecklenburg,7
Child Care,,Mecklenburg,2
Residential Care Facility,Ongoing Outbreaks,Mecklenburg,2
Nursing Home,Ongoing Outbreaks,Randolph,2
Residential Care Facility,Ongoing Outbreaks,Randolph,1
Nursing Home,Ongoing Outbreaks,Clay,1
Residential Care Facility,Ongoing Outbreaks,Lenoir,2
Nursing Home,Ongoing Outbreaks,Lenoir,2
Correctional Facility,Ongoing Outbreaks,Onslow,1
K-12 School,,Yadkin,3
Nursing Home,Ongoing Outbreaks,Yadkin,2
Residential Care Facility,Ongoing Outbreaks,Carteret,1
Correctional Facility,Ongoing Outbreaks,Carteret,1
Nursing Home,Ongoing Outbreaks,Carteret,2
Residential Care Facility,Ongoing Outbreaks,Craven,1
Correctional Facility,Ongoing Outbreaks,Craven,2
