At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
39474,129186,131478,131478,131487,35542,35542,34659,14621,95936,95936,94527,24853,95938,35549,223940,214595,Missing,,,,,,28584,39084,,42352,196672,207781,215742,47556,203175,215093,225301,28571,39084,29837,28519,9416,39992,39060,9474,,,,,85576,7394,97116,92463,98348,94059,30746,89080,8042,84139,91231,95114,77466,24836,80636,73473,97100,98256,95111,80400,MISSING COUNTY
8515,17342,17534,17534,17544,11642,11642,11571,6365,5857,5857,5736,2137,5857,11647,44538,41565,Wilson,35,35,35,13,40,508,332,76972,12753,38802,40922,41605,13081,41200,43563,44561,508,332,512,508,266,356,332,222,63224,15337,81801,69710,11719,1821,13451,13029,30598,30026,10994,28973,1794,10850,12042,12314,28548,10737,28935,27620,13448,30582,12312,28921,WILSON COUNTY
435,799,799,799,799,727,727,727,406,72,72,72,29,72,727,2042,1935,Tyrrell,,,,,,,,3827,667,1822,1908,1936,683,1913,2006,2044,,,,,,,,,3288,810,4016,3533,167,36,177,175,1867,1831,647,1746,36,142,147,147,1761,631,1789,1680,177,1865,147,1788,TYRRELL COUNTY
9939,21103,21280,21280,21287,10396,10396,10311,4861,10840,10840,10748,5052,10840,10397,68350,61692,Wayne,44,44,44,26,50,10847,8445,115046,16254,58096,60891,61754,17249,63799,67065,68410,10719,8345,10870,10439,1619,8479,8176,1127,94031,20802,123131,103693,17211,3142,19787,19118,37753,37228,12488,36149,3036,16052,17745,18166,34801,12091,35109,33868,19786,37717,18162,35085,WAYNE COUNTY
2378,4509,4525,4525,4525,2323,2323,2319,1252,2202,2202,2190,1126,2202,2323,12298,11566,Montgomery,,,,,,150,123,25757,4383,11143,11501,11589,4523,11814,12199,12337,150,123,186,150,105,145,123,95,21266,5743,27173,23512,2757,517,2959,2918,9192,9131,3901,8907,485,2579,2730,2760,8648,3803,8684,8441,2959,9189,2760,8683,MONTGOMERY COUNTY
6406,12371,12458,12458,12475,7319,7319,7291,3890,5109,5109,5050,2503,5110,7320,32134,29838,Lenoir,30,30,30,13,45,413,276,52801,10229,28262,29551,29872,10499,30205,31624,32155,413,276,429,413,237,306,276,196,43423,11303,55949,47933,9066,1703,10309,10023,21417,21188,8559,20726,1659,8431,9331,9512,19944,8374,20054,19555,10309,21412,9512,20050,LENOIR COUNTY
3187,6328,6382,6382,6382,3838,3838,3831,1994,2544,2544,2497,1193,2544,3838,17954,16544,Scotland,,,,,,206,158,32530,5786,15791,16430,16580,6028,16993,17741,17993,206,158,242,206,125,194,158,99,26793,6531,34823,29381,4478,921,5105,4979,12646,12556,4982,12309,843,4061,4493,4555,11779,4844,11831,11572,5105,12643,4555,11831,SCOTLAND COUNTY
16523,40410,40981,40981,41001,19054,19054,18772,8400,21904,21904,21615,8111,21904,19056,103254,97374,Alamance,23,23,23,12,41,1440,1037,159560,26145,89611,95030,97400,27137,94221,100091,103298,1440,1037,1458,1440,738,1046,1037,654,132145,29035,169509,145046,24320,4426,27096,26133,74744,72518,21973,68461,4109,22681,24414,25106,69579,21382,71248,65893,27095,74719,25106,71231,ALAMANCE COUNTY
837,1726,1733,1733,1733,1204,1204,1199,635,529,529,527,202,529,1204,5479,5319,Camden,,,,,,862,1087,10327,1385,5058,5243,5333,1504,5157,5369,5518,862,1087,892,862,0,1099,1087,0,8407,1833,10867,9354,792,129,854,830,3772,3677,1375,3503,116,770,802,820,3354,1269,3414,3201,854,3763,820,3412,CAMDEN COUNTY
1860,4103,4138,4138,4138,2883,2883,2876,1392,1255,1255,1227,468,1255,2883,11681,10852,Greene,,,,,,84,68,20022,2934,10276,10720,10867,2999,10977,11473,11702,84,68,101,84,60,82,68,54,16884,3592,21069,18372,2442,389,2842,2779,8759,8610,2550,8451,371,2245,2563,2591,8089,2509,8194,7963,2842,8755,2591,8193,GREENE COUNTY
11139,22887,23101,23101,23110,10409,10409,10319,5766,12572,12572,12448,5289,12572,10409,65276,60499,Rowan,120,120,120,84,129,3529,2892,133830,19214,57050,59740,60548,19864,61199,64161,65328,3529,2892,3562,3529,1631,2924,2892,1483,110729,25371,142088,122048,20036,3452,21681,21235,40085,39397,14781,37634,3310,18414,19479,19809,37369,14421,37815,35744,21681,40066,19807,37800,ROWAN COUNTY
2223,3650,3669,3669,3669,3113,3113,3101,1993,556,556,549,230,556,3113,9315,8608,Northampton,,,,,,109,70,18570,3818,8260,8541,8624,3951,8836,9178,9334,109,70,125,109,69,83,70,57,16132,5256,19483,17363,1347,331,1499,1481,7710,7588,3551,7380,306,1260,1370,1380,7101,3455,7161,6930,1499,7707,1380,7158,NORTHAMPTON COUNTY
6073,12059,12176,12176,12186,5571,5571,5509,2850,6605,6605,6550,3223,6605,5571,33611,31181,Wilkes,0,0,0,0,10,234,184,64946,10649,29523,30787,31212,11045,31721,33082,33647,234,184,260,234,180,206,184,160,54628,15162,68412,59783,9895,2086,10515,10432,22872,22416,8779,21592,1958,9273,9791,9846,20812,8531,21160,20066,10515,22862,9846,21151,WILKES COUNTY
8294,18246,18481,18481,18483,6502,6502,6472,3294,11979,11979,11774,5000,11979,6504,44287,41824,Lincoln,,,,,,371,239,81663,13117,39199,41089,41860,13373,41225,43328,44315,371,239,392,371,238,272,239,199,67981,15456,86111,74647,14857,2229,16893,16375,27030,26582,10906,25997,2204,13871,15251,15670,25599,10714,25918,25089,16893,27023,15670,25915,LINCOLN COUNTY
8808,16692,16852,16852,16852,9918,9918,9845,5939,6934,6934,6847,2869,6934,9918,40280,38015,Caldwell,,,,,,319,202,78015,13511,36246,37652,38040,13806,38179,39755,40302,319,202,328,319,185,219,202,149,65842,16769,82178,71809,10427,1463,11346,11145,28628,28291,12158,27433,1394,9456,10060,10194,27390,11968,27627,26588,11346,28615,10194,27619,CALDWELL COUNTY
1727,3255,3295,3295,3295,2200,2200,2181,1217,1095,1095,1074,510,1095,2200,9260,8802,Polk,,,,,,118,100,19940,4111,8364,8694,8824,4240,8769,9128,9292,118,100,146,118,98,118,100,88,17478,6644,20724,18752,1672,761,1825,1782,7321,7228,3381,6979,747,1599,1703,1742,6891,3276,6964,6665,1825,7317,1742,6960,POLK COUNTY
7195,14682,14825,14825,14836,8077,8077,7990,4128,6748,6748,6692,3067,6748,8077,37820,35623,Surry,0,0,0,0,11,297,222,67979,12252,33625,35220,35645,12610,35498,37228,37860,297,222,314,297,211,229,222,179,56811,14964,71783,62223,11108,2304,11779,11697,25767,25234,10095,24093,2162,10255,10818,10864,24180,9911,24552,23148,11778,25745,10863,24538,SURRY COUNTY
5930,9597,9647,9647,9649,7243,7243,7206,4552,2404,2404,2391,1378,2404,7245,21827,20750,Macon,,,,,,441,351,34121,9003,19828,20515,20813,9230,20784,21534,21881,441,351,485,441,261,407,351,238,29260,10350,35858,31614,2930,861,3069,3043,18327,18050,8108,17413,828,2702,2824,2843,17340,7937,17563,16775,3069,18317,2843,17556,MACON COUNTY
1736,2677,2694,2694,2694,2277,2277,2261,1505,417,417,416,231,417,2277,5329,5050,Clay,,,,,,25,23,10740,2555,4900,5008,5096,2611,5139,5262,5397,25,23,93,25,25,69,23,23,9352,3581,11231,10050,1018,323,1022,1021,4282,4216,2263,4096,321,972,975,975,4010,2211,4052,3905,1022,4282,975,4052,CLAY COUNTY
3893,7458,7528,7528,7528,3602,3602,3573,2059,3926,3926,3885,1834,3926,3602,19137,18102,Yadkin,,,,,,149,102,35700,6309,17152,17884,18126,6440,18033,18849,19167,149,102,171,149,105,119,102,87,29851,7711,37667,32660,4900,847,5347,5276,13649,13424,5488,12984,853,4564,4904,4965,12878,5369,13042,12486,5347,13641,4965,13035,YADKIN COUNTY
12342,32931,33701,33701,33705,33701,33701,32931,12342,,,,,,33705,113652,100257,Out of State,,,,,,,,,37387,95654,98164,100311,42523,107836,110745,113723,,,,,,,,,,,,,,,,,113723,110745,42523,107836,,,,,98164,37387,100311,95654,,113652,,100257,OUT OF STATE
10451,23762,24075,24075,24086,7767,7767,7664,3767,16170,16170,15960,6636,16170,7769,126919,113436,Onslow,138,138,138,48,147,57817,50175,180787,19014,107251,111972,113483,20018,119269,124654,126990,57521,50037,57870,56154,3054,50199,48865,2518,149343,19026,197938,162055,26041,3039,29775,28685,39345,38448,13925,37074,2897,23903,26316,27062,35619,13599,36222,34483,29775,39327,27060,36201,ONSLOW COUNTY
4131,8122,8174,8174,8187,5480,5480,5468,2857,2694,2694,2654,1274,2694,5481,22739,20816,Richmond,0,0,0,0,12,293,249,42075,6891,19743,20588,20858,7081,21378,22386,22792,293,249,333,293,145,284,249,131,34516,8183,44829,38043,4765,706,5340,5260,17119,16833,6230,16320,666,4324,4766,4804,15573,6094,15770,15170,5340,17106,4804,15763,RICHMOND COUNTY
34606,89570,91512,91512,91572,54764,54764,53635,22736,36620,36620,35807,11803,36620,54782,177672,169202,Buncombe,128,128,128,67,170,5723,3839,248550,47893,155591,164130,169306,48701,162444,171590,177785,5723,3839,5752,5723,2375,3877,3839,2032,213777,53494,261191,230148,39770,8090,44355,42961,127678,122906,38236,116951,8273,39068,42208,43522,118083,37588,121907,112684,44347,127602,43521,121842,BUNCOMBE COUNTY
17633,56032,57893,57893,57904,18672,18672,18100,6048,39157,39157,37868,11543,39158,18678,136250,129264,Union,64,64,64,42,68,906,569,226508,26709,113371,124668,129325,27511,118589,130421,136338,906,569,924,906,514,592,569,412,176616,31234,239859,202043,41858,4520,52392,49044,83022,80471,22477,75825,4522,40081,47088,49766,77011,21775,78967,72721,52379,82965,49765,78930,UNION COUNTY
14969,47922,49131,49131,49173,18181,18181,17780,6186,30875,30875,30067,8759,30877,18182,123259,115527,Cabarrus,75,75,75,24,114,2150,1458,202607,24656,102317,111264,115575,25366,108130,117697,123329,2150,1458,2166,2150,949,1472,1458,862,161462,29064,216453,181104,39076,4483,46966,44353,74197,71194,19934,66904,4415,37452,42606,44717,67200,19379,69386,63407,46956,74153,44713,69356,CABARRUS COUNTY
1667,2725,2733,2733,2734,1802,1802,1799,1186,931,931,926,481,931,1803,6315,5672,Washington,,,,,,55,28,10985,2395,5398,5629,5692,2624,5980,6237,6327,55,28,56,55,33,38,28,16,9274,2932,11580,10083,1727,477,1792,1788,4479,4394,2114,4198,410,1528,1588,1594,4013,1969,4060,3842,1792,4468,1594,4050,WASHINGTON COUNTY
8536,20133,20388,20388,20421,10028,10028,9935,4953,10343,10343,10181,3583,10344,10030,56878,52500,Harnett,17,17,17,0,47,1348,895,126086,13453,48308,51535,52583,13903,51660,55289,56968,1331,895,1401,1319,394,957,895,348,100990,17458,135976,112079,17295,2002,19970,19215,35597,34743,11507,33046,1922,16126,17863,18363,32777,11183,33263,31287,19969,35561,18362,33243,HARNETT COUNTY
8668,17708,17890,17890,17891,9715,9715,9641,4958,8175,8175,8067,3710,8175,9716,43237,40738,Burke,,,,,,497,347,86176,13217,38373,40290,40773,13607,40503,42585,43263,497,347,506,497,314,368,347,261,73860,18720,90485,79893,10235,1732,11316,11099,31441,30989,11561,29771,1613,9371,10191,10312,29752,11343,30093,28655,11313,31427,10312,30079,BURKE COUNTY
6177,15983,16212,16212,16246,8111,8111,7987,3594,6810,6810,6705,2402,6810,8112,39079,36664,Granville,1291,1291,1291,181,1324,4839,4404,57336,8896,34123,36020,36694,9089,36032,38136,39149,4839,4404,4889,4839,571,4414,4404,516,48058,10674,60443,52711,9372,1226,10571,10291,23689,23006,7292,21821,1284,8880,9713,9936,21903,7096,22344,20839,10568,23672,9933,22327,GRANVILLE COUNTY
18632,43984,44617,44617,44638,19843,19843,19688,9449,24684,24684,24206,9124,24684,19846,117983,108814,Gaston,90,90,90,59,108,1323,859,211171,30805,101302,106796,108879,32148,109099,115213,118059,1323,859,1346,1323,826,880,859,654,174276,36651,224529,191721,36316,5421,41471,40212,75242,73678,25901,71460,5222,33875,37481,38427,68456,24929,69572,66568,41470,75190,38427,69528,GASTON COUNTY
4941,9303,9372,9372,9380,6363,6363,6340,3568,2977,2977,2931,1354,2977,6363,25403,23387,Edgecombe,32,32,32,19,40,394,292,48532,7973,22122,23137,23397,8252,23787,24950,25424,394,292,406,394,240,298,292,202,39904,10509,51472,43948,6236,1155,7100,6924,17918,17632,6857,17157,1089,5704,6325,6423,16520,6682,16676,16126,7100,17909,6423,16672,EDGECOMBE COUNTY
5716,14726,14951,14951,14954,10288,10288,10116,4242,4663,4663,4610,1474,4663,10291,33179,31007,Watauga,,,,,,91,54,54308,7663,28947,30181,31053,8080,31017,32195,33253,91,54,128,91,73,66,54,54,49022,9229,56177,51530,4469,663,4670,4649,28455,27455,7344,26457,624,4092,4251,4267,25876,6985,26720,24801,4670,28418,4267,26686,WATAUGA COUNTY
2538,6670,6747,6747,6776,3727,3727,3691,1712,2964,2964,2923,826,2964,3728,20567,18338,Hoke,56,56,56,0,84,1180,782,50664,4066,16838,17966,18363,4244,18597,19943,20614,1180,782,1206,1180,243,787,782,227,40282,5854,55234,44624,5764,587,6677,6458,12731,12305,3414,11653,557,5438,6063,6214,11121,3282,11362,10618,6677,12710,6214,11342,HOKE COUNTY
2050,3865,3878,3878,3878,2836,2836,2832,1543,1042,1042,1033,507,1042,2836,10764,9793,Bertie,,,,,,35,15,18126,3565,9403,9748,9808,3819,10258,10650,10779,35,15,45,35,19,28,15,15,15647,4479,18947,16854,1820,350,1999,1968,8735,8647,3450,8403,332,1685,1811,1824,7922,3218,7956,7703,1999,8730,1824,7954,BERTIE COUNTY
4850,10022,10094,10094,10108,5375,5375,5341,2616,4719,4719,4681,2234,4719,5375,23002,21699,Person,0,0,0,0,14,392,284,37405,7107,20366,21352,21715,7240,21429,22497,23017,392,284,392,392,201,292,284,180,31361,7938,39490,34239,5438,1089,5920,5780,16705,16325,5950,15599,1059,5055,5352,5431,15716,5868,15992,15027,5919,16691,5431,15984,PERSON COUNTY
6682,11305,11369,11369,11369,7648,7648,7622,4661,3673,3673,3635,1987,3673,7648,26553,24948,Beaufort,48,48,48,34,48,394,276,44735,10254,23854,24727,24979,10615,25235,26237,26580,394,276,410,394,275,299,276,224,37669,11538,46994,41131,4778,913,5427,5342,20743,20501,9427,20063,873,4385,4861,4918,19590,9157,19762,19193,5427,20732,4918,19754,BEAUFORT COUNTY
4674,10023,10170,10170,10186,5867,5867,5790,2854,3608,3608,3538,1570,3608,5869,24816,22805,Jackson,695,695,695,250,709,3801,2768,42001,6858,21210,22232,22854,7123,22907,24053,24894,3544,2595,3864,3185,653,2802,2304,544,36721,8759,43938,39175,3214,555,3596,3546,17434,16963,5915,16508,522,2968,3281,3328,16356,5792,16724,15938,3596,17419,3328,16709,JACKSON COUNTY
16637,35807,36372,36372,36398,11452,11452,11276,5919,24920,24920,24531,10718,24920,11456,88352,83721,Catawba,0,0,0,0,22,717,518,150636,26558,77700,82233,83762,27119,81532,86385,88404,717,518,747,717,387,541,518,351,124631,29156,159551,137151,28582,4203,31821,30999,55836,54669,22529,52233,4029,26622,28889,29520,52826,22178,53701,50560,31820,55815,29519,53684,CATAWBA COUNTY
97155,383144,396497,396497,396607,150672,150672,143124,39143,245582,245582,239777,57948,245592,150746,835083,792431,Wake,243,243,243,64,269,8775,6123,1044525,136793,694190,755463,792712,142104,726180,790263,835587,8775,6123,8830,8775,3018,6136,6123,2711,849055,133864,1111761,941934,229410,22024,273315,258092,553442,523396,117062,487995,22228,223823,251454,263883,497886,111854,522693,464244,273292,553016,263870,522438,WAKE COUNTY
10305,20289,20545,20545,20555,11103,11103,11011,5801,9442,9442,9278,4504,9442,11103,51312,47860,Cleveland,0,0,0,0,10,504,369,92365,15916,44849,47229,47885,16356,47740,50391,51344,504,369,527,504,326,387,369,285,76504,18575,97947,84044,13938,2527,15362,15212,35455,34675,13503,33298,2445,12733,13888,13979,32972,13186,33519,31747,15362,35446,13979,33512,CLEVELAND COUNTY
5942,11920,12023,12023,12043,7203,7203,7151,3826,4820,4820,4769,2116,4820,7204,34563,31651,Sampson,0,0,0,0,19,423,305,59389,9127,29841,31413,31675,9437,32272,34064,34589,423,305,436,423,237,320,305,204,48081,11637,63531,53473,7937,1284,8736,8581,25417,25060,7916,23912,1228,7383,7969,8051,23139,7695,23304,22153,8736,25404,8051,23295,SAMPSON COUNTY
4372,8510,8571,8571,8587,5524,5524,5513,2845,3047,3047,2997,1527,3047,5524,25410,23409,Columbus,0,0,0,0,16,344,273,52603,7528,22136,23196,23427,7848,23809,24999,25440,344,273,361,344,227,279,273,199,44013,11419,55508,48224,6003,1192,7082,6890,17997,17765,6429,17462,1110,5439,6291,6378,16632,6219,16770,16424,7082,17984,6376,16760,COLUMBUS COUNTY
2570,4890,4922,4922,4924,3966,3966,3941,2166,956,956,949,404,956,3968,11197,10437,Caswell,,,,,,93,69,21496,4026,10037,10346,10446,4229,10703,11055,11225,93,69,111,93,69,71,69,58,18383,5005,22604,19944,1609,381,1714,1697,9400,9265,3779,9001,271,1335,1408,1423,8869,3697,8952,8633,1714,9390,1423,8945,CASWELL COUNTY
2598,4619,4673,4673,4673,4315,4315,4276,2470,358,358,343,128,358,4315,9463,8890,Yancey,,,,,,133,105,17212,3762,8506,8791,8919,3874,8996,9316,9507,133,105,175,133,115,132,105,105,14782,4744,18069,15969,886,146,1042,1040,8290,8143,3613,7977,152,816,963,965,7723,3505,7822,7585,1042,8288,965,7820,YANCEY COUNTY
5932,13199,13377,13377,13412,6242,6242,6171,3199,7135,7135,7028,2733,7135,6242,35638,32801,Lee,0,0,0,0,35,643,448,57893,9186,30155,32146,32830,9463,32403,34647,35675,643,448,660,643,248,468,448,214,47136,10404,61779,52144,10112,1356,11695,11376,23320,22628,7859,21648,1347,9623,10795,11006,20903,7625,21356,20084,11695,23300,11006,21347,LEE COUNTY
2477,4639,4658,4658,4658,3278,3278,3274,1840,1380,1380,1365,637,1380,3278,11835,10881,Hertford,,,,,,25,10,22610,3895,10321,10786,10903,4070,11142,11682,11871,25,10,51,25,12,23,10,10,19299,4836,23677,20898,2901,612,3355,3294,8465,8363,3446,8216,622,2676,3010,3053,7766,3263,7827,7635,3355,8455,3053,7818,HERTFORD COUNTY
