At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
39141,127532,129687,129687,129696,34653,34653,33828,14367,95034,95034,93704,24774,95036,34660,223069,213603,Missing,,,,,,28584,39084,,42186,196007,207051,214750,47388,202512,214361,224430,28571,39084,29835,28519,9416,39990,39060,9474,,,,,85435,7385,96913,92309,97682,93481,30587,88558,8027,83984,91056,94779,76911,24685,79981,72963,96897,97588,94776,79743,MISSING COUNTY
8384,16971,17147,17147,17157,11328,11328,11266,6251,5786,5786,5672,2120,5786,11333,44455,41462,Wilson,33,33,33,13,38,507,332,76972,12742,38741,40846,41502,13070,41147,43497,44478,507,332,511,507,266,356,332,222,63224,15337,81801,69710,11703,1819,13425,13010,30542,29980,10985,28937,1792,10834,12019,12275,28495,10728,28871,27575,13422,30526,12273,28857,WILSON COUNTY
424,763,763,763,763,693,693,693,395,70,70,70,29,70,693,2038,1927,Tyrrell,,,,,,,,3827,667,1820,1906,1928,683,1909,2002,2040,,,,,,,,,3288,810,4016,3533,167,36,177,175,1863,1827,647,1742,36,142,147,147,1759,631,1781,1678,177,1861,147,1780,TYRRELL COUNTY
9860,20833,20997,20997,21003,10212,10212,10134,4809,10744,10744,10658,5026,10744,10213,68273,61624,Wayne,41,41,41,25,46,10834,8436,115046,16251,58052,60849,61685,17241,63747,67010,68333,10713,8343,10857,10435,1619,8469,8174,1127,94031,20802,123131,103693,17177,3137,19747,19085,37729,37212,12485,36135,3034,16028,17723,18133,34783,12090,35083,33850,19746,37693,18129,35059,WAYNE COUNTY
2364,4471,4487,4487,4487,2292,2292,2288,1240,2195,2195,2183,1124,2195,2292,12287,11560,Montgomery,,,,,,150,123,25757,4381,11140,11498,11583,4521,11804,12189,12326,150,123,186,150,105,145,123,95,21266,5743,27173,23512,2756,516,2958,2917,9182,9122,3900,8898,484,2578,2729,2757,8646,3802,8681,8439,2958,9179,2757,8680,MONTGOMERY COUNTY
6327,12186,12268,12268,12285,7176,7176,7150,3823,5063,5063,5007,2492,5064,7177,32112,29792,Lenoir,29,29,29,12,44,413,276,52801,10222,28240,29518,29826,10495,30188,31603,32133,413,276,429,413,237,306,276,196,43423,11303,55949,47933,9056,1701,10296,10010,21408,21180,8557,20719,1657,8422,9320,9489,19922,8369,20031,19542,10296,21403,9489,20027,LENOIR COUNTY
3173,6254,6307,6307,6307,3784,3784,3777,1986,2523,2523,2477,1187,2523,3784,17944,16528,Scotland,,,,,,206,158,32530,5783,15779,16417,16564,6025,16989,17736,17983,206,158,242,206,125,194,158,99,26793,6531,34823,29381,4475,919,5096,4975,12645,12555,4981,12308,841,4053,4484,4544,11775,4843,11826,11568,5096,12642,4544,11826,SCOTLAND COUNTY
16401,39948,40471,40471,40490,18722,18722,18464,8310,21727,21727,21462,8080,21727,18724,103136,97215,Alamance,22,22,22,11,39,1439,1037,159560,26132,89535,94946,97241,27125,94152,100023,103179,1439,1037,1457,1439,738,1046,1037,654,132145,29035,169509,145046,24292,4422,27060,26104,74662,72480,21965,68421,4105,22644,24375,25045,69534,21373,71150,65854,27059,74638,25045,71133,ALAMANCE COUNTY
835,1711,1716,1716,1716,1194,1194,1191,633,522,522,520,202,522,1194,5476,5317,Camden,,,,,,862,1087,10327,1385,5058,5244,5331,1504,5154,5366,5515,862,1087,892,862,0,1099,1087,0,8407,1833,10867,9354,789,129,851,827,3772,3677,1375,3503,116,769,802,820,3355,1269,3412,3202,851,3763,820,3410,CAMDEN COUNTY
1825,3968,4002,4002,4002,2763,2763,2757,1365,1239,1239,1211,460,1239,2763,11629,10822,Greene,,,,,,84,68,20022,2931,10264,10704,10837,2996,10937,11425,11650,84,68,101,84,60,82,68,54,16884,3592,21069,18372,2438,387,2833,2770,8716,8571,2549,8415,370,2243,2558,2586,8078,2507,8169,7953,2833,8712,2586,8168,GREENE COUNTY
11058,22614,22814,22814,22823,10233,10233,10149,5713,12468,12468,12352,5266,12468,10233,65202,60413,Rowan,113,113,113,79,122,3529,2892,133830,19206,57005,59687,60462,19861,61167,64119,65254,3529,2892,3562,3529,1631,2924,2892,1483,110729,25371,142088,122048,20018,3451,21654,21215,40038,39375,14779,37620,3307,18381,19444,19759,37351,14416,37779,35732,21654,40019,19757,37764,ROWAN COUNTY
2213,3625,3641,3641,3641,3095,3095,3083,1987,546,546,542,226,546,3095,9302,8596,Northampton,,,,,,109,70,18570,3817,8254,8534,8612,3948,8827,9168,9321,109,70,125,109,69,83,70,57,16132,5256,19483,17363,1342,328,1494,1476,7702,7583,3551,7376,304,1256,1366,1376,7098,3456,7153,6928,1494,7699,1376,7150,NORTHAMPTON COUNTY
6053,11972,12086,12086,12097,5504,5504,5443,2836,6582,6582,6529,3217,6582,5505,33582,31148,Wilkes,0,0,0,0,10,234,184,64946,10644,29502,30764,31179,11037,31697,33056,33618,234,184,260,234,180,206,184,160,54628,15162,68412,59783,9886,2082,10505,10422,22853,22400,8775,21577,1956,9261,9779,9832,20801,8528,21141,20057,10505,22843,9832,21132,WILKES COUNTY
8268,18106,18328,18328,18330,6447,6447,6418,3290,11881,11881,11688,4978,11881,6449,44265,41776,Lincoln,,,,,,371,239,81663,13105,39163,41052,41812,13364,41206,43310,44293,371,239,392,371,238,272,239,199,67981,15456,86111,74647,14843,2225,16878,16363,27023,26576,10901,25992,2196,13846,15226,15640,25587,10710,25900,25078,16878,27016,15640,25897,LINCOLN COUNTY
8783,16603,16756,16756,16756,9857,9857,9789,5920,6899,6899,6814,2863,6899,9857,40249,37983,Caldwell,,,,,,319,202,78015,13498,36218,37628,38008,13793,38157,39735,40271,319,202,328,319,185,219,202,149,65842,16769,82178,71809,10414,1457,11333,11134,28610,28282,12151,27424,1389,9440,10045,10177,27381,11960,27612,26576,11333,28597,10177,27604,CALDWELL COUNTY
1705,3226,3266,3266,3266,2172,2172,2153,1195,1094,1094,1073,510,1094,2172,9252,8794,Polk,,,,,,118,100,19940,4110,8359,8687,8816,4240,8764,9122,9284,118,100,146,118,98,118,100,88,17478,6644,20724,18752,1672,761,1825,1782,7313,7222,3381,6974,746,1594,1698,1736,6889,3276,6962,6665,1825,7309,1736,6958,POLK COUNTY
7153,14568,14701,14701,14712,7995,7995,7915,4101,6706,6706,6653,3052,6706,7995,37851,35606,Surry,0,0,0,0,11,297,222,67979,12262,33647,35235,35628,12623,35533,37261,37891,297,222,314,297,211,229,222,179,56811,14964,71783,62223,11095,2303,11766,11684,25811,25280,10109,24141,2160,10240,10803,10849,24210,9923,24550,23185,11765,25789,10848,24536,SURRY COUNTY
5893,9530,9575,9575,9577,7185,7185,7153,4522,2390,2390,2377,1371,2390,7187,21818,20738,Macon,,,,,,441,351,34121,8993,19823,20508,20801,9221,20779,21529,21872,441,351,485,441,261,407,351,238,29260,10350,35858,31614,2929,860,3068,3042,18319,18046,8100,17409,826,2700,2821,2840,17336,7929,17554,16772,3068,18309,2840,17547,MACON COUNTY
1727,2661,2677,2677,2677,2262,2262,2247,1498,415,415,414,229,415,2262,5324,5042,Clay,,,,,,25,23,10740,2553,4894,5002,5088,2610,5134,5258,5392,25,23,93,25,25,69,23,23,9352,3581,11231,10050,1017,323,1021,1020,4278,4213,2262,4092,321,971,974,974,4005,2209,4045,3900,1021,4278,974,4045,CLAY COUNTY
3887,7424,7492,7492,7492,3584,3584,3557,2056,3908,3908,3867,1831,3908,3584,19132,18082,Yadkin,,,,,,149,102,35700,6308,17145,17874,18106,6438,18028,18845,19162,149,102,171,149,105,119,102,87,29851,7711,37667,32660,4894,846,5341,5271,13650,13425,5487,12985,853,4554,4891,4947,12881,5368,13040,12489,5341,13642,4947,13033,YADKIN COUNTY
12273,32595,33325,33325,33328,33325,33325,32595,12273,,,,,,33328,113428,100032,Out of State,,,,,,,,,37361,95547,98025,100084,42493,107686,110571,113495,,,,,,,,,,,,,,,,,113495,110571,42493,107686,,,,,98025,37361,100084,95547,,113428,,100032,OUT OF STATE
10342,23248,23520,23520,23530,7422,7422,7346,3702,15969,15969,15773,6595,15969,7424,126777,113224,Onslow,129,129,129,45,137,57803,50166,180787,18995,107115,111814,113271,20001,119177,124546,126849,57507,50028,57856,56140,3053,50190,48856,2517,149343,19026,197938,162055,26000,3037,29722,28639,39271,38400,13911,37037,2892,23841,26242,26967,35544,13586,36114,34418,29722,39252,26965,36093,ONSLOW COUNTY
4105,8029,8078,8078,8090,5404,5404,5394,2837,2674,2674,2635,1268,2674,5405,22711,20797,Richmond,0,0,0,0,11,293,249,42075,6890,19730,20575,20839,7080,21356,22362,22762,293,249,332,293,145,284,249,131,34516,8183,44829,38043,4758,706,5332,5252,17098,16817,6229,16305,666,4321,4763,4801,15563,6093,15754,15160,5332,17086,4801,15747,RICHMOND COUNTY
34550,89195,91063,91063,91123,54500,54500,53417,22706,36443,36443,35658,11779,36443,54518,177584,169035,Buncombe,120,120,120,65,162,5719,3839,248550,47882,155515,164043,169139,48693,162389,171523,177697,5719,3839,5748,5719,2375,3877,3839,2032,213777,53494,261191,230148,39746,8088,44324,42935,127625,122869,38230,116924,8267,39035,42175,43468,118029,37583,121794,112641,44316,127549,43467,121729,BUNCOMBE COUNTY
17548,55563,57327,57327,57338,18451,18451,17919,6020,38823,38823,37591,11494,38824,18457,136144,129077,Union,53,53,53,34,57,905,569,226508,26703,113301,124578,129138,27507,118531,130355,136230,905,569,923,905,513,592,569,412,176616,31234,239859,202043,41807,4517,52316,48986,82991,80464,22477,75819,4516,40020,47011,49652,76998,21775,78894,72712,52303,82936,49651,78857,UNION COUNTY
14872,47443,48562,48562,48600,17902,17902,17536,6135,30591,30591,29838,8714,30593,17903,123089,115311,Cabarrus,69,69,69,23,104,2149,1457,202607,24645,102223,111153,115358,25359,108042,117591,123158,2149,1457,2165,2149,949,1471,1457,862,161462,29064,216453,181104,39033,4477,46896,44300,74097,71142,19933,66860,4409,37403,42546,44624,67150,19374,69263,63363,46886,74054,44620,69234,CABARRUS COUNTY
1609,2624,2631,2631,2632,1710,1710,1708,1133,921,921,916,476,921,1711,6284,5653,Washington,,,,,,55,28,10985,2390,5385,5617,5673,2620,5958,6212,6296,55,28,56,55,33,38,28,16,9274,2932,11580,10083,1726,477,1791,1787,4449,4370,2110,4177,409,1525,1585,1591,4004,1965,4044,3832,1791,4438,1591,4034,WASHINGTON COUNTY
8447,19697,19924,19924,19956,9705,9705,9620,4885,10203,10203,10061,3562,10204,9707,56800,52451,Harnett,16,16,16,0,45,1346,895,126086,13447,48277,51500,52534,13900,51625,55247,56890,1329,895,1399,1317,394,957,895,348,100990,17458,135976,112079,17268,2001,19924,19185,35567,34733,11505,33040,1921,16109,17843,18331,32762,11178,33246,31273,19923,35531,18330,33226,HARNETT COUNTY
8627,17559,17717,17717,17718,9580,9580,9522,4926,8137,8137,8037,3701,8137,9581,43203,40700,Burke,,,,,,497,347,86176,13214,38353,40259,40735,13603,40486,42562,43228,497,347,506,497,314,368,347,261,73860,18720,90485,79893,10223,1731,11303,11087,31419,30978,11558,29766,1611,9358,10174,10292,29738,11342,30075,28648,11301,31405,10292,30061,BURKE COUNTY
6118,15718,15938,15938,15970,7889,7889,7771,3542,6758,6758,6656,2395,6758,7890,39070,36627,Granville,1291,1291,1291,181,1322,4837,4404,57336,8899,34117,36015,36657,9094,36029,38135,39140,4837,4404,4887,4837,571,4414,4404,516,48058,10674,60443,52711,9367,1226,10564,10285,23689,23013,7297,21825,1284,8872,9704,9922,21907,7099,22321,20841,10561,23672,9919,22304,GRANVILLE COUNTY
18541,43657,44264,44264,44283,19660,19660,19515,9391,24524,24524,24062,9097,24524,19663,117913,108685,Gaston,80,80,80,53,96,1323,859,211171,30795,101234,106719,108750,32142,109044,115162,117989,1323,859,1346,1323,826,880,859,654,174276,36651,224529,191721,36283,5417,41434,40181,75209,73658,25899,71438,5212,33820,37422,38349,68438,24929,69521,66555,41433,75157,38349,69477,GASTON COUNTY
4895,9164,9229,9229,9237,6252,6252,6230,3528,2946,2946,2903,1349,2946,6252,25363,23370,Edgecombe,31,31,31,18,39,393,291,48532,7969,22116,23128,23380,8245,23760,24920,25384,393,291,405,393,239,297,291,201,39904,10509,51472,43948,6228,1154,7090,6914,17889,17613,6852,17139,1088,5698,6319,6412,16518,6680,16671,16127,7090,17880,6412,16667,EDGECOMBE COUNTY
5621,14513,14713,14713,14716,10060,10060,9913,4147,4653,4653,4600,1474,4653,10063,33159,30989,Watauga,,,,,,90,54,54308,7660,28938,30167,31036,8074,31005,32180,33234,90,54,127,90,72,66,54,54,49022,9229,56177,51530,4469,663,4670,4649,28437,27441,7339,26446,624,4088,4247,4263,25866,6982,26707,24796,4670,28399,4263,26672,WATAUGA COUNTY
2520,6580,6653,6653,6690,3674,3674,3640,1703,2937,2937,2898,817,2937,3675,20531,18306,Hoke,42,42,42,0,78,1176,782,50664,4061,16819,17948,18331,4241,18580,19925,20578,1176,782,1202,1176,243,787,782,227,40282,5854,55234,44624,5759,587,6668,6452,12708,12297,3411,11645,557,5426,6049,6198,11117,3277,11346,10611,6668,12687,6198,11326,HOKE COUNTY
2036,3798,3810,3810,3810,2783,2783,2779,1532,1027,1027,1019,504,1027,2783,10735,9792,Bertie,,,,,,34,15,18126,3564,9401,9748,9807,3818,10243,10631,10750,34,15,44,34,19,28,15,15,15647,4479,18947,16854,1812,350,1986,1957,8720,8640,3449,8397,332,1681,1809,1822,7924,3217,7957,7705,1986,8715,1822,7955,BERTIE COUNTY
4809,9836,9899,9899,9913,5215,5215,5187,2586,4684,4684,4649,2223,4684,5215,22947,21641,Person,0,0,0,0,14,392,284,37405,7102,20328,21309,21657,7233,21392,22454,22962,392,284,392,392,201,292,284,180,31361,7938,39490,34239,5432,1088,5912,5772,16658,16290,5944,15568,1058,5047,5344,5419,15681,5864,15946,14997,5911,16644,5419,15938,PERSON COUNTY
6621,11172,11226,11226,11226,7541,7541,7522,4613,3642,3642,3607,1978,3642,7541,26524,24898,Beaufort,43,43,43,30,43,394,276,44735,10248,23820,24690,24929,10610,25207,26210,26551,394,276,410,394,275,299,276,224,37669,11538,46994,41131,4769,913,5418,5333,20723,20483,9422,20044,871,4370,4845,4901,19569,9153,19729,19174,5418,20712,4901,19721,BEAUFORT COUNTY
4658,9956,10097,10097,10108,5825,5825,5754,2844,3584,3584,3514,1565,3584,5827,24799,22786,Jackson,688,688,688,249,697,3794,2764,42001,6856,21202,22222,22835,7122,22897,24041,24877,3540,2593,3857,3181,652,2798,2302,544,36721,8759,43938,39175,3212,555,3594,3544,17426,16957,5915,16504,520,2962,3275,3322,16354,5792,16715,15938,3594,17411,3322,16700,JACKSON COUNTY
16606,35621,36152,36152,36177,11386,11386,11225,5910,24766,24766,24396,10696,24766,11390,88295,83581,Catawba,0,0,0,0,21,716,518,150636,26548,77633,82159,83623,27113,81493,86345,88347,716,518,746,716,387,541,518,351,124631,29156,159551,137151,28565,4201,31799,30979,55802,54650,22525,52212,4024,26581,28844,29448,52797,22173,53634,50534,31798,55781,29447,53616,CATAWBA COUNTY
96642,379099,391510,391510,391616,148140,148140,141059,38870,243148,243148,237818,57712,243158,148213,834055,791240,Wake,222,222,222,60,245,8766,6121,1044525,136736,693745,754974,791520,142029,725663,789692,834557,8766,6121,8821,8766,3015,6134,6121,2711,849055,133864,1111761,941934,229151,21995,272859,257805,552877,523121,117019,487746,22204,223611,251213,263411,497640,111821,521975,464013,272836,552453,263398,521721,WAKE COUNTY
10273,20159,20406,20406,20406,11016,11016,10930,5777,9390,9390,9229,4496,9390,11016,51270,47820,Cleveland,,,,,,502,369,92365,15910,44820,47199,47845,16348,47707,50357,51302,502,369,525,502,324,387,369,285,76504,18575,97947,84044,13927,2527,15351,15202,35426,34653,13497,33278,2445,12720,13875,13966,32955,13180,33492,31731,15351,35417,13966,33485,CLEVELAND COUNTY
5906,11766,11858,11858,11877,7080,7080,7037,3803,4778,4778,4729,2103,4778,7081,34501,31578,Sampson,0,0,0,0,18,423,305,59389,9119,29799,31362,31602,9429,32238,34028,34527,423,305,436,423,237,320,305,204,48081,11637,63531,53473,7917,1280,8715,8561,25376,25044,7912,23898,1225,7371,7957,8037,23100,7690,23245,22123,8715,25363,8037,23236,SAMPSON COUNTY
4335,8351,8411,8411,8426,5393,5393,5382,2817,3018,3018,2969,1518,3018,5393,25399,23408,Columbus,0,0,0,0,15,344,273,52603,7533,22138,23197,23426,7855,23807,24994,25429,344,273,361,344,227,279,273,199,44013,11419,55508,48224,5998,1192,7070,6882,17998,17768,6436,17465,1110,5432,6283,6370,16641,6224,16777,16433,7070,17985,6368,16767,COLUMBUS COUNTY
2532,4803,4831,4831,4833,3920,3920,3897,2162,911,911,906,370,911,3922,11187,10428,Caswell,,,,,,93,69,21496,4025,10035,10343,10437,4228,10697,11048,11214,93,69,111,93,69,71,69,58,18383,5005,22604,19944,1608,381,1713,1696,9390,9259,3778,8996,271,1335,1408,1423,8866,3696,8943,8631,1713,9381,1423,8936,CASWELL COUNTY
2591,4598,4651,4651,4651,4294,4294,4256,2464,357,357,342,127,357,4294,9459,8880,Yancey,,,,,,133,105,17212,3761,8498,8783,8909,3873,8993,9312,9503,133,105,175,133,115,132,105,105,14782,4744,18069,15969,886,146,1042,1040,8286,8139,3612,7974,152,813,960,961,7718,3504,7816,7580,1042,8284,961,7814,YANCEY COUNTY
5896,13055,13225,13225,13260,6171,6171,6106,3187,7054,7054,6949,2709,7054,6171,35591,32736,Lee,0,0,0,0,35,643,437,57893,9185,30124,32106,32774,9458,32377,34614,35628,643,437,660,643,248,466,437,214,47136,10404,61779,52144,10089,1351,11661,11350,23307,22621,7859,21645,1346,9604,10771,10969,20898,7625,21339,20083,11661,23287,10969,21330,LEE COUNTY
2452,4559,4574,4574,4574,3216,3216,3212,1819,1358,1358,1347,633,1358,3216,11807,10857,Hertford,,,,,,25,10,22610,3889,10304,10765,10879,4065,11126,11664,11842,25,10,51,25,12,23,10,10,19299,4836,23677,20898,2896,612,3349,3288,8442,8351,3441,8205,620,2666,2997,3038,7758,3259,7818,7628,3349,8433,3038,7809,HERTFORD COUNTY
