At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
41887,137433,140393,140393,140401,40359,40359,39197,16640,100034,100034,98236,25247,100035,40366,242109,229812,Missing,,,,,,41481,48628,,43959,210416,222081,231421,49456,220301,232725,243983,41466,48628,43243,41323,9966,49991,48530,9818,,,,,86092,7474,97825,93047,102915,98212,32016,92886,8139,84824,92017,96192,81436,26002,85238,77062,97809,102819,96189,84995,MISSING COUNTY
8832,18352,18615,18615,18626,12372,12372,12265,6601,6200,6200,6044,2215,6200,12377,44995,42112,Wilson,43,43,43,16,49,525,345,76972,12833,39131,41308,42170,13163,41495,43910,45059,525,345,570,525,268,386,345,222,63224,15337,81801,69710,11849,1853,13640,13172,30849,30213,11042,29121,1826,11003,12209,12548,28754,10785,29236,27783,13637,30833,12546,29221,WILSON COUNTY
441,832,833,833,833,757,757,756,412,76,76,76,29,76,757,2045,1945,Tyrrell,,,,,,,,3827,670,1825,1911,1946,686,1912,2006,2047,,,,,,,,,3288,810,4016,3533,167,37,177,175,1870,1831,649,1745,37,142,147,147,1764,633,1799,1683,177,1868,147,1798,TYRRELL COUNTY
10466,22565,22803,22803,22812,11375,11375,11266,5234,11378,11378,11249,5201,11378,11377,64426,59053,Wayne,50,50,50,31,57,6514,5138,115046,15874,55317,58082,59119,16564,59997,63114,64503,6473,5111,6554,6367,896,5175,5023,655,94031,20802,123131,103693,17380,3162,20006,19297,37943,37344,12506,36250,3060,16241,17951,18498,35020,12159,35446,34053,20005,37907,18494,35421,WAYNE COUNTY
2464,4738,4759,4759,4759,2465,2465,2460,1303,2294,2294,2278,1161,2294,2465,12381,11626,Montgomery,,,,,,169,138,25757,4394,11191,11542,11672,4534,11888,12272,12476,169,138,261,169,105,183,138,95,21266,5743,27173,23512,2787,521,2986,2946,9229,9157,3908,8932,491,2607,2756,2788,8648,3808,8701,8446,2986,9226,2788,8700,MONTGOMERY COUNTY
6771,13248,13361,13361,13371,7956,7956,7918,4184,5360,5360,5285,2562,5361,7957,32396,30187,Lenoir,45,45,45,25,53,417,277,52801,10297,28487,29796,30220,10553,30415,31844,32417,417,277,433,417,238,307,277,196,43423,11303,55949,47933,9137,1712,10401,10090,21583,21337,8603,20861,1673,8543,9453,9691,20066,8428,20222,19667,10401,21578,9691,20219,LENOIR COUNTY
3284,6714,6783,6783,6794,4097,4097,4083,2062,2686,2686,2631,1222,2686,4097,18127,16741,Scotland,0,0,0,0,11,218,168,32530,5805,15915,16580,16781,6042,17130,17892,18175,218,168,262,218,125,208,168,99,26793,6531,34823,29381,4516,926,5160,5026,12753,12648,4991,12396,849,4114,4566,4659,11846,4857,11914,11633,5160,12749,4659,11914,SCOTLAND COUNTY
17299,43015,43830,43830,43843,20876,20876,20484,9005,22909,22909,22486,8278,22909,20878,104010,98422,Alamance,45,45,45,16,56,1777,1134,159560,26270,90178,95667,98499,27106,94708,100625,104096,1777,1134,1834,1761,797,1194,1123,655,132145,29035,169509,145046,24509,4454,27381,26352,74881,72496,21855,68438,4144,22942,24696,25522,69837,21471,71783,66113,27379,74854,25522,71766,ALAMANCE COUNTY
859,1824,1843,1843,1843,1274,1274,1259,650,569,569,565,209,569,1274,6468,5603,Camden,,,,,,1821,1328,10327,1401,5268,5510,5639,1622,6069,6350,6517,1821,1328,1863,1754,114,1362,1273,11,8407,1833,10867,9354,798,129,861,837,3793,3692,1379,3517,117,777,809,830,3373,1273,3447,3218,861,3786,830,3445,CAMDEN COUNTY
1940,4744,4792,4792,4792,3454,3454,3445,1458,1338,1338,1299,482,1338,3454,15027,13226,Greene,,,,,,3294,2261,20022,3386,12308,12982,13253,3794,13900,14677,15097,3172,2178,3360,2900,844,2287,1961,496,16884,3592,21069,18372,2478,394,2887,2821,8850,8684,2556,8522,374,2276,2599,2637,8205,2516,8329,8071,2887,8846,2637,8328,GREENE COUNTY
11463,24124,24417,24417,24428,11030,11030,10902,5942,13255,13255,13090,5427,13255,11032,65959,61174,Rowan,132,132,132,94,141,3865,3030,133830,19278,57521,60224,61268,19931,61776,64753,66062,3865,3030,3948,3865,1647,3107,3030,1483,110729,25371,142088,122048,20241,3484,21927,21447,40187,39441,14800,37670,3353,18671,19746,20151,37448,14442,38010,35820,21927,40167,20149,37995,ROWAN COUNTY
2339,3915,3940,3940,3940,3339,3339,3322,2098,601,601,593,241,601,3339,9414,8692,Northampton,,,,,,144,70,18570,3824,8297,8590,8708,3981,8903,9254,9444,144,70,171,144,94,83,70,57,16132,5256,19483,17363,1359,333,1514,1495,7759,7615,3554,7400,307,1273,1388,1398,7132,3460,7227,6954,1514,7756,1398,7224,NORTHAMPTON COUNTY
6259,12641,12794,12794,12805,5844,5844,5774,2933,6950,6950,6867,3326,6950,5844,33759,31416,Wilkes,0,0,0,0,11,246,184,64946,10690,29690,30971,31459,11084,31840,33211,33845,246,184,321,246,182,218,184,160,54628,15162,68412,59783,9952,2103,10580,10494,22944,22471,8799,21642,1979,9386,9912,9980,20875,8551,21261,20120,10580,22933,9980,21252,WILKES COUNTY
8625,19280,19614,19614,19626,7015,7015,6975,3503,12599,12599,12305,5122,12599,7017,44512,42193,Lincoln,0,0,0,0,10,373,240,81663,13188,39399,41315,42229,13437,41360,43482,44541,373,240,394,373,240,273,240,199,67981,15456,86111,74647,14971,2251,17054,16504,27093,26605,10946,26016,2224,13978,15371,15866,25704,10765,26090,25181,17054,27085,15866,26087,LINCOLN COUNTY
9146,17590,17803,17803,17803,10470,10470,10363,6175,7333,7333,7227,2971,7333,10470,40553,38398,Caldwell,,,,,,320,202,78015,13575,36515,37952,38423,13868,38389,39985,40575,320,202,329,320,186,219,202,149,65842,16769,82178,71809,10527,1482,11461,11253,28785,28412,12200,27542,1412,9603,10222,10383,27528,12014,27821,26710,11461,28772,10383,27813,CALDWELL COUNTY
1761,3355,3404,3404,3404,2292,2292,2264,1243,1112,1112,1091,518,1112,2292,9268,8803,Polk,,,,,,128,100,19940,4103,8359,8687,8825,4229,8767,9126,9325,128,100,181,128,98,118,100,88,17478,6644,20724,18752,1678,763,1830,1787,7314,7211,3368,6961,750,1601,1706,1748,6881,3265,6959,6658,1830,7310,1748,6955,POLK COUNTY
7468,15449,15637,15637,15649,8506,8506,8385,4276,7121,7121,7054,3182,7121,8508,37875,35780,Surry,10,10,10,10,20,300,222,67979,12251,33692,35283,35804,12610,35522,37239,37943,300,222,343,300,213,229,222,179,56811,14964,71783,62223,11194,2320,11873,11785,25727,25154,10077,24028,2180,10357,10918,10973,24143,9892,24602,23113,11872,25703,10972,24586,SURRY COUNTY
6047,9937,10015,10015,10028,7484,7484,7428,4632,2531,2531,2509,1415,2531,7486,21923,20831,Macon,0,0,0,0,11,444,352,34121,9031,19884,20571,20895,9260,20865,21621,22004,444,352,515,444,261,409,352,238,29260,10350,35858,31614,2959,868,3101,3074,18388,18103,8131,17462,836,2723,2843,2863,17376,7957,17623,16809,3101,18378,2863,17616,MACON COUNTY
1811,2806,2829,2829,2829,2392,2392,2371,1574,437,437,435,237,437,2392,5403,5113,Clay,,,,,,81,39,10740,2562,4945,5056,5201,2616,5208,5333,5544,81,39,222,81,25,127,39,23,9352,3581,11231,10050,1019,325,1023,1022,4299,4230,2266,4108,323,976,979,980,4038,2216,4094,3930,1023,4299,980,4094,CLAY COUNTY
4035,7836,7936,7936,7936,3843,3843,3798,2159,4093,4093,4038,1876,4093,3843,19252,18250,Yadkin,,,,,,150,102,35700,6335,17252,17988,18276,6468,18122,18940,19282,150,102,172,150,106,121,102,87,29851,7711,37667,32660,4939,854,5390,5315,13720,13475,5508,13033,862,4614,4953,5023,12933,5386,13132,12536,5390,13712,5023,13125,YADKIN COUNTY
15450,38151,39073,39073,39078,39073,39073,38151,15450,,,,,,39078,111151,101485,Out of State,,,,,,,,,37642,96491,99114,101539,40038,105084,108100,111224,,,,,,,,,,,,,,,,,111224,108100,40038,105084,,,,,99114,37642,101539,96491,,111151,,101485,OUT OF STATE
10940,25473,25888,25888,25890,8446,8446,8309,4010,17263,17263,16985,6873,17263,8448,131279,117648,Onslow,179,179,179,57,179,61604,52728,180787,18633,110688,115835,117693,19775,122790,128719,131333,61147,52525,61639,59273,2739,52749,51018,1985,149343,19026,197938,162055,26336,3085,30176,29003,39518,38569,13951,37181,2945,24263,26728,27619,36582,13703,37325,35407,30176,39499,27617,37303,ONSLOW COUNTY
4272,8546,8631,8631,8647,5807,5807,5775,2971,2824,2824,2771,1301,2824,5808,22982,21046,Richmond,0,0,0,0,15,378,262,42075,6927,19895,20777,21119,7113,21593,22615,23065,378,262,448,378,146,328,262,131,34516,8183,44829,38043,4820,714,5399,5319,17218,16918,6253,16395,675,4391,4851,4908,15664,6121,15883,15242,5399,17205,4908,15876,RICHMOND COUNTY
35311,92733,95223,95223,95288,57140,57140,55681,23234,37939,37939,36908,12003,37940,57159,179340,170770,Buncombe,144,144,144,74,189,6583,4197,248550,48082,156558,165207,170895,49026,163752,173016,179504,6572,4197,6661,6518,2543,4256,4164,2045,213777,53494,261191,230148,39947,8124,44586,43152,128257,123292,38359,117287,8315,39255,42417,43822,118593,37722,122817,113139,44578,128179,43821,122752,BUNCOMBE COUNTY
18337,58889,61380,61380,61395,20057,20057,19359,6510,41250,41250,39457,11781,41251,20067,136841,130503,Union,73,73,73,46,77,1215,655,226508,26796,114024,125395,130618,27364,118878,130784,136972,1215,655,1271,1175,568,731,636,412,176616,31234,239859,202043,42163,4566,52855,49389,82846,80180,22230,75540,4583,40472,47522,50544,77218,21801,79343,72916,52840,82786,50543,79305,UNION COUNTY
15750,51123,52854,52854,52898,19875,19875,19349,6714,32884,32884,31679,8997,32886,19879,125905,117865,Cabarrus,95,95,95,39,133,3793,2364,202607,24782,103839,112946,117946,25590,110190,119915,126035,3776,2364,3864,3680,1125,2411,2299,880,161462,29064,216453,181104,39366,4536,47405,44662,74766,71477,19929,67144,4469,37797,42996,45412,67586,19433,70123,63743,47394,74718,45408,70093,CABARRUS COUNTY
1740,2868,2884,2884,2885,1912,1912,1902,1245,972,972,966,495,972,1913,6373,5760,Washington,,,,,,55,28,10985,2402,5454,5692,5780,2632,6021,6279,6385,55,28,56,55,33,38,28,16,9274,2932,11580,10083,1739,480,1803,1799,4526,4425,2119,4227,411,1544,1605,1612,4059,1975,4130,3882,1803,4515,1612,4120,WASHINGTON COUNTY
8881,21535,21940,21940,21984,10732,10732,10595,5177,11188,11188,10920,3704,11189,10734,63066,57073,Harnett,20,20,20,0,61,7138,4903,126086,13711,51800,55732,57139,14386,56621,61092,63170,6929,4834,7206,6099,868,4949,4170,583,100990,17458,135976,112079,17500,2021,20303,19445,35661,34718,11497,33022,1944,16331,18092,18728,32806,11184,33462,31299,20302,35626,18727,33443,HARNETT COUNTY
8930,18580,18837,18837,18838,10297,10297,10183,5145,8540,8540,8397,3785,8540,10298,43621,41018,Burke,,,,,,665,383,86176,13238,38510,40452,41106,13640,40774,42884,43716,665,383,740,665,329,457,383,261,73860,18720,90485,79893,10300,1740,11413,11181,31563,31038,11571,29809,1625,9464,10293,10455,29776,11352,30194,28663,11407,31549,10455,30180,BURKE COUNTY
6339,16824,17133,17133,17171,8641,8641,8467,3702,7138,7138,7003,2449,7138,8642,39454,37030,Granville,1354,1354,1354,188,1391,4998,4455,57336,8930,34318,36235,37103,9122,36319,38432,39570,4998,4455,5095,4998,572,4509,4455,516,48058,10674,60443,52711,9416,1241,10652,10339,23823,23095,7309,21905,1301,8957,9797,10055,21983,7113,22539,20906,10649,23807,10052,22523,GRANVILLE COUNTY
19447,47085,47920,47920,47952,21915,21915,21666,10049,25893,25893,25307,9327,25893,21921,118810,110180,Gaston,112,112,112,71,138,1765,1061,211171,30935,102172,107774,110278,32231,109619,115804,118915,1765,1061,1813,1736,898,1114,1048,667,174276,36651,224529,191721,36597,5471,41840,40505,75262,73534,25862,71286,5273,34233,37882,38986,68831,24995,70178,66891,41839,75206,38986,70133,GASTON COUNTY
5159,9960,10062,10062,10073,6853,6853,6815,3740,3175,3175,3111,1399,3175,6853,25998,23882,Edgecombe,34,34,34,20,45,749,453,48532,8019,22444,23524,23923,8390,24285,25489,26066,749,453,808,735,353,490,433,213,39904,10509,51472,43948,6324,1171,7214,7022,18044,17718,6866,17226,1106,5827,6470,6603,16601,6700,16830,16184,7214,18035,6603,16826,EDGECOMBE COUNTY
6073,16207,16690,16690,16693,11857,11857,11438,4570,4833,4833,4769,1503,4833,11860,33323,31191,Watauga,,,,,,129,54,54308,7704,29024,30272,31259,8123,31114,32298,33436,129,54,207,129,73,89,54,54,49022,9229,56177,51530,4495,671,4695,4674,28534,27495,7379,26490,632,4118,4277,4294,25941,7018,26876,24852,4695,28499,4294,26843,WATAUGA COUNTY
2626,7139,7244,7244,7281,4004,4004,3955,1771,3174,3174,3118,855,3174,4005,25759,22108,Hoke,66,66,66,0,102,6154,4270,50664,4261,19964,21561,22160,4529,23033,24937,25855,6042,4219,6229,5506,515,4301,3779,405,40282,5854,55234,44624,5818,595,6754,6522,12872,12373,3419,11709,564,5494,6133,6300,11209,3292,11559,10691,6754,12851,6300,11538,HOKE COUNTY
2141,4171,4195,4195,4195,3078,3078,3065,1621,1117,1117,1106,520,1117,3078,10853,9911,Bertie,,,,,,60,25,18126,3583,9485,9837,9947,3834,10328,10727,10900,60,25,102,60,19,59,25,15,15647,4479,18947,16854,1849,352,2033,1998,8765,8669,3463,8419,336,1723,1850,1875,7962,3232,8013,7737,2033,8760,1875,8011,BERTIE COUNTY
4988,10588,10694,10694,10712,5717,5717,5659,2698,4977,4977,4929,2290,4977,5717,23128,21913,Person,0,0,0,0,18,395,284,37405,7155,20490,21487,21930,7277,21516,22592,23143,395,284,395,395,201,292,284,180,31361,7938,39490,34239,5492,1099,5987,5835,16761,16362,5977,15629,1070,5120,5421,5538,15782,5905,16100,15086,5986,16747,5538,16091,PERSON COUNTY
7028,12080,12169,12169,12169,8310,8310,8268,4970,3806,3806,3759,2021,3806,8310,26907,25201,Beaufort,53,53,53,37,53,566,334,44735,10294,24049,24927,25307,10718,25538,26553,26974,566,334,622,566,337,432,334,224,37669,11538,46994,41131,4822,921,5479,5388,20873,20599,9460,20150,884,4448,4927,4994,19666,9186,19881,19267,5479,20862,4994,19873,BEAUFORT COUNTY
4782,10563,10819,10819,10822,6155,6155,6063,2918,3764,3764,3671,1599,3764,6157,25139,23059,Jackson,900,900,829,265,901,4004,2902,42001,6890,21330,22390,23108,7149,23110,24287,25247,3684,2661,4097,3305,661,2936,2349,549,36721,8759,43938,39175,3249,560,3642,3587,17508,17016,5928,16556,531,2996,3317,3366,16412,5810,16806,15985,3642,17493,3366,16791,JACKSON COUNTY
17120,37527,38265,38265,38296,12242,12242,11987,6201,26023,26023,25540,10919,26023,12246,89087,84603,Catawba,0,0,0,0,27,1000,616,150636,26669,78260,82854,84695,27227,82131,87018,89173,1000,616,1064,1000,437,689,604,351,124631,29156,159551,137151,28842,4262,32130,31266,55979,54752,22528,52289,4094,26898,29174,29912,53064,22224,54094,50758,32129,55958,29911,54076,CATAWBA COUNTY
102387,406478,424550,424550,424661,164263,164263,155122,43095,259983,259983,251052,59210,259997,164349,838572,801897,Wake,304,304,304,82,315,11092,7431,1044525,137412,698635,760403,802210,140428,727000,791431,839110,11081,7431,11167,10952,3284,7473,7340,2751,849055,133864,1111761,941934,230814,22237,275693,259655,552250,520695,114907,485234,22446,225334,253141,267187,499831,112215,527550,465961,275664,551816,267174,527292,WAKE COUNTY
10597,21264,21587,21587,21609,11700,11700,11579,5988,9887,9887,9685,4609,9887,11700,51744,48431,Cleveland,0,0,0,0,22,591,369,92365,16006,45179,47626,48511,16449,48046,50734,51823,591,369,661,591,326,442,369,285,76504,18575,97947,84044,14037,2550,15479,15320,35683,34823,13573,33418,2466,12869,14048,14163,33209,13255,33906,31941,15479,35674,14163,33899,CLEVELAND COUNTY
6142,12729,12886,12886,12910,7754,7754,7668,3956,5122,5122,5051,2186,5122,7755,34982,32092,Sampson,10,10,10,0,33,566,365,59389,9169,30125,31733,32150,9489,32581,34384,35043,566,365,613,566,247,414,365,204,48081,11637,63531,53473,8013,1291,8833,8652,25597,25166,7951,24002,1237,7490,8087,8200,23281,7728,23536,22270,8833,25583,8200,23527,SAMPSON COUNTY
4579,9491,9569,9569,9594,6358,6358,6340,3003,3200,3200,3140,1565,3200,6358,25480,23597,Columbus,11,11,11,11,36,373,273,52603,7485,22204,23293,23647,7791,23836,25037,25566,373,273,446,373,228,311,273,199,44013,11419,55508,48224,6063,1196,7158,6953,17962,17711,6367,17400,1120,5531,6405,6547,16615,6166,16789,16400,7158,17949,6545,16779,COLUMBUS COUNTY
2652,5255,5296,5296,5298,4274,4274,4244,2229,1022,1022,1011,423,1022,4276,11314,10522,Caswell,,,,,,142,69,21496,4040,10086,10400,10545,4242,10792,11148,11380,142,69,198,142,69,85,69,58,18383,5005,22604,19944,1619,386,1728,1707,9454,9299,3787,9031,273,1352,1426,1445,8905,3709,9015,8665,1728,9444,1445,9008,CASWELL COUNTY
2686,4852,4918,4918,4918,4538,4538,4494,2554,380,380,358,132,380,4538,9520,8968,Yancey,,,,,,133,105,17212,3775,8558,8850,8996,3887,9034,9361,9564,133,105,175,133,115,132,105,105,14782,4744,18069,15969,894,149,1051,1049,8338,8179,3623,8007,155,820,968,970,7777,3515,7894,7633,1051,8336,970,7893,YANCEY COUNTY
6054,13826,14057,14057,14090,6556,6556,6459,3258,7490,7490,7356,2796,7490,6557,35874,33202,Lee,11,11,11,0,43,650,450,57893,9226,30380,32414,33231,9496,32555,34819,35911,650,450,667,650,248,470,450,215,47136,10404,61779,52144,10200,1366,11802,11475,23442,22694,7882,21705,1363,9752,10946,11201,21018,7648,21560,20178,11802,23422,11201,21551,LEE COUNTY
2595,4953,4989,4989,4989,3531,3531,3524,1943,1458,1458,1429,652,1458,3531,11907,10992,Hertford,,,,,,25,10,22610,3920,10405,10873,11024,4093,11198,11737,11969,25,10,77,25,12,33,10,10,19299,4836,23677,20898,2925,617,3383,3317,8509,8395,3464,8248,625,2723,3057,3111,7806,3285,7880,7672,3383,8499,3111,7871,HERTFORD COUNTY
