At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
437,806,807,807,807,734,734,733,408,73,73,73,29,73,734,2045,1935,Tyrrell,,,,,,,,3827,667,1823,1908,1936,683,1914,2007,2047,,,,,,,,,3288,810,4016,3533,167,36,177,175,1870,1832,647,1747,36,142,147,147,1761,631,1789,1681,177,1868,147,1788,TYRRELL COUNTY
10038,21447,21644,21644,21651,10595,10595,10503,4914,11004,11004,10899,5098,11004,10596,64100,58569,Wayne,45,45,45,26,51,6470,5113,115046,15818,55043,57767,58634,16541,59794,62891,64177,6440,5090,6510,6338,889,5150,5004,652,94031,20802,123131,103693,17268,3148,19857,19177,37810,37274,12504,36188,3047,16108,17798,18265,34879,12119,35219,33931,19856,37774,18261,35195,WAYNE COUNTY
2404,4571,4589,4589,4589,2356,2356,2352,1264,2233,2233,2219,1140,2233,2356,12322,11585,Montgomery,,,,,,167,137,25757,4388,11161,11516,11631,4529,11841,12224,12416,167,137,258,167,105,182,137,95,21266,5743,27173,23512,2770,520,2972,2932,9186,9125,3904,8904,487,2588,2739,2771,8640,3806,8678,8436,2972,9183,2771,8677,MONTGOMERY COUNTY
6517,12636,12729,12729,12746,7512,7512,7482,3985,5184,5184,5121,2518,5185,7513,32208,29916,Lenoir,33,33,33,14,48,413,276,52801,10257,28314,29606,29950,10528,30263,31683,32230,413,276,429,413,237,306,276,196,43423,11303,55949,47933,9090,1708,10344,10046,21457,21224,8583,20760,1664,8450,9353,9549,19977,8397,20095,19588,10344,21451,9549,20091,LENOIR COUNTY
3217,6462,6520,6520,6520,3932,3932,3925,2015,2588,2588,2537,1202,2588,3932,18029,16600,Scotland,,,,,,218,168,32530,5791,15828,16473,16639,6031,17052,17807,18076,218,168,262,218,125,207,168,99,26793,6531,34823,29381,4493,923,5132,5000,12682,12589,4983,12341,846,4077,4515,4590,11790,4846,11842,11583,5132,12679,4590,11842,SCOTLAND COUNTY
16726,41317,42049,42049,42069,19490,19490,19165,8516,22534,22534,22127,8197,22534,19492,103880,97791,Alamance,25,25,25,13,43,1735,1130,159560,26186,89869,95314,97862,27230,94711,100612,103966,1735,1130,1794,1721,784,1184,1119,654,132145,29035,169509,145046,24432,4435,27253,26265,74919,72612,22011,68558,4117,22787,24534,25287,69650,21415,71391,65963,27252,74893,25287,71374,ALAMANCE COUNTY
838,1745,1755,1755,1755,1212,1212,1206,635,543,543,539,203,543,1212,6415,5559,Camden,,,,,,1789,1317,10327,1396,5241,5480,5594,1610,6026,6305,6466,1789,1317,1831,1723,106,1350,1262,11,8407,1833,10867,9354,797,129,860,836,3775,3680,1375,3506,116,774,806,824,3357,1269,3420,3205,860,3766,824,3418,CAMDEN COUNTY
1890,4331,4371,4371,4371,3087,3087,3080,1417,1284,1284,1251,473,1284,3087,14873,13069,Greene,,,,,,3242,2230,20022,3378,12191,12852,13096,3778,13789,14558,14941,3140,2157,3306,2869,836,2256,1944,495,16884,3592,21069,18372,2451,390,2856,2791,8779,8627,2552,8469,372,2251,2572,2603,8123,2511,8237,7996,2856,8775,2603,8236,GREENE COUNTY
10881,22784,23037,23037,23046,10028,10028,9924,5443,12886,12886,12737,5353,12886,10028,65698,60700,Rowan,123,123,123,85,132,3844,3024,133830,19209,57188,59887,60792,19888,61567,64543,65800,3844,3024,3926,3844,1646,3099,3024,1483,110729,25371,142088,122048,20123,3467,21789,21330,40085,39369,14775,37600,3326,18490,19563,19922,37300,14400,37771,35674,21789,40065,19920,37756,ROWAN COUNTY
2236,3716,3739,3739,3739,3161,3161,3146,2002,578,578,570,234,578,3161,9369,8631,Northampton,,,,,,143,70,18570,3816,8271,8553,8647,3974,8887,9231,9399,143,70,170,143,93,83,70,57,16132,5256,19483,17363,1356,332,1508,1490,7721,7598,3549,7388,307,1266,1377,1388,7106,3452,7176,6935,1508,7718,1388,7173,NORTHAMPTON COUNTY
6133,12281,12431,12431,12441,5654,5654,5587,2870,6777,6777,6694,3263,6777,5654,33684,31264,Wilkes,0,0,0,0,10,244,184,64946,10658,29585,30861,31307,11056,31779,33148,33765,244,184,315,244,180,218,184,160,54628,15162,68412,59783,9929,2096,10555,10471,22895,22433,8780,21606,1967,9322,9847,9907,20830,8531,21182,20079,10555,22885,9907,21173,WILKES COUNTY
8460,18723,19004,19004,19006,6760,6760,6724,3417,12244,12244,11999,5043,12244,6762,44406,41955,Lincoln,,,,,,371,239,81663,13146,39292,41191,41991,13396,41306,43413,44434,371,239,392,371,238,272,239,199,67981,15456,86111,74647,14911,2236,16968,16434,27074,26608,10922,26024,2214,13923,15306,15745,25646,10733,25974,25130,16968,27067,15745,25971,LINCOLN COUNTY
8975,17100,17282,17282,17282,10149,10149,10066,6063,7133,7133,7034,2912,7133,10149,40381,38147,Caldwell,,,,,,319,202,78015,13526,36339,37757,38172,13819,38258,39839,40403,319,202,328,319,185,219,202,149,65842,16769,82178,71809,10469,1466,11399,11191,28676,28329,12168,27470,1398,9505,10115,10256,27440,11979,27697,26632,11399,28663,10256,27689,CALDWELL COUNTY
1740,3299,3345,3345,3345,2232,2232,2208,1224,1113,1113,1091,516,1113,2232,9285,8820,Polk,,,,,,128,100,19940,4112,8376,8707,8842,4239,8787,9148,9341,128,100,180,128,98,118,100,88,17478,6644,20724,18752,1676,761,1830,1787,7331,7233,3380,6983,748,1601,1707,1749,6900,3276,6975,6675,1830,7327,1749,6971,POLK COUNTY
7300,15002,15169,15169,15180,8259,8259,8158,4190,6910,6910,6844,3110,6910,8259,37832,35652,Surry,0,0,0,0,11,297,222,67979,12242,33624,35214,35674,12602,35495,37219,37896,297,222,338,297,211,229,222,179,56811,14964,71783,62223,11143,2311,11814,11731,25744,25191,10080,24055,2170,10295,10858,10909,24134,9893,24536,23107,11813,25722,10908,24522,SURRY COUNTY
5973,9726,9782,9782,9784,7324,7324,7284,4577,2458,2458,2442,1396,2458,7326,21859,20786,Macon,,,,,,441,351,34121,9011,19857,20543,20849,9237,20817,21567,21939,441,351,511,441,261,407,351,238,29260,10350,35858,31614,2943,863,3082,3056,18346,18070,8113,17433,832,2712,2833,2852,17359,7941,17590,16794,3082,18336,2852,17583,MACON COUNTY
1756,2722,2742,2742,2742,2312,2312,2293,1522,430,430,429,234,430,2312,5384,5081,Clay,,,,,,75,39,10740,2558,4924,5033,5169,2613,5193,5317,5520,75,39,211,75,25,127,39,23,9352,3581,11231,10050,1018,323,1022,1021,4287,4221,2265,4100,321,973,976,976,4018,2214,4066,3912,1022,4287,976,4066,CLAY COUNTY
3940,7589,7670,7670,7670,3671,3671,3640,2090,3999,3999,3949,1850,3999,3671,19184,18139,Yadkin,,,,,,149,102,35700,6320,17180,17910,18163,6458,18074,18891,19214,149,102,171,149,105,119,102,87,29851,7711,37667,32660,4919,852,5370,5297,13673,13445,5501,13006,857,4582,4923,4986,12885,5376,13058,12496,5370,13665,4986,13051,YADKIN COUNTY
12443,33442,34266,34266,34270,34266,34266,33442,12443,,,,,,34270,114048,100754,Out of State,,,,,,,,,37451,96003,98554,100808,42587,108115,111073,114120,,,,,,,,,,,,,,,,,114120,111073,42587,108115,,,,,98554,37451,100808,96003,,114048,,100754,OUT OF STATE
10661,24448,24803,24803,24814,8018,8018,7908,3873,16645,16645,16400,6738,16645,8020,130426,116786,Onslow,140,140,140,50,149,61128,52475,180787,18568,110180,115235,116827,19690,122233,128097,130476,60807,52329,61160,58975,2694,52493,50855,1975,149343,19026,197938,162055,26142,3051,29908,28791,39408,38499,13945,37116,2915,24022,26449,27248,36457,13678,37086,35303,29908,39390,27246,37065,ONSLOW COUNTY
4183,8283,8345,8345,8358,5590,5590,5573,2898,2755,2755,2710,1285,2755,5591,22861,20882,Richmond,0,0,0,0,12,376,262,42075,6902,19785,20637,20954,7092,21490,22503,22942,376,262,444,376,146,327,262,131,34516,8183,44829,38043,4782,708,5358,5278,17140,16849,6238,16332,668,4342,4787,4832,15588,6103,15795,15181,5358,17127,4832,15788,RICHMOND COUNTY
34880,91079,93383,93383,93444,55761,55761,54465,22915,37492,37492,36484,11896,37493,55779,178834,169974,Buncombe,130,130,130,69,172,6542,4184,248550,47957,156097,164688,170099,48909,163411,172632,178995,6542,4184,6619,6489,2535,4243,4151,2044,213777,53494,261191,230148,39877,8108,44501,43075,127875,123015,38266,117045,8293,39162,42312,43696,118192,37620,122160,112784,44493,127799,43695,122095,BUNCOMBE COUNTY
17802,57207,59552,59552,59565,18910,18910,18293,6093,40575,40575,38847,11666,40576,18918,136907,129921,Union,67,67,67,43,71,1200,650,226508,26764,113715,125068,130034,27594,119043,130960,137033,1200,650,1253,1161,565,725,631,412,176616,31234,239859,202043,42004,4542,52665,49226,83115,80534,22487,75878,4553,40245,47281,50161,77137,21799,79148,72839,52651,83056,50160,79111,UNION COUNTY
15203,49220,50701,50701,50741,18658,18658,18218,6296,31955,31955,30914,8871,31958,18662,125325,116952,Cabarrus,88,88,88,36,121,3723,2354,202607,24707,103416,112473,117032,25574,109887,119584,125450,3723,2354,3792,3630,1118,2400,2290,880,161462,29064,216453,181104,39226,4501,47197,44511,74461,71350,19955,67031,4432,37589,42770,45017,67349,19395,69615,63537,47186,74416,45013,69585,CABARRUS COUNTY
1685,2764,2774,2774,2775,1836,1836,1832,1203,938,938,932,482,938,1837,6326,5685,Washington,,,,,,55,28,10985,2397,5407,5638,5705,2626,5984,6243,6338,55,28,56,55,33,38,28,16,9274,2932,11580,10083,1729,477,1794,1790,4488,4398,2116,4200,410,1530,1590,1596,4020,1971,4071,3849,1794,4477,1596,4061,WASHINGTON COUNTY
8701,20676,20987,20987,21021,10330,10330,10225,5074,10639,10639,10433,3627,10640,10332,62625,56624,Harnett,18,18,18,0,49,6979,4848,126086,13686,51606,55509,56691,14359,56430,60869,62730,6844,4793,7047,6031,852,4894,4138,580,100990,17458,135976,112079,17360,2008,20069,19292,35614,34733,11499,33039,1927,16184,17933,18472,32783,11179,33325,31284,20068,35578,18471,33305,HARNETT COUNTY
8772,18055,18258,18258,18259,9914,9914,9833,5032,8344,8344,8222,3740,8344,9915,43457,40832,Burke,,,,,,658,373,86176,13214,38427,40354,40927,13616,40692,42782,43547,658,373,729,658,327,454,373,261,73860,18720,90485,79893,10266,1732,11362,11137,31456,30987,11557,29768,1616,9414,10241,10378,29740,11337,30095,28640,11357,31442,10378,30081,BURKE COUNTY
6222,16235,16492,16492,16526,8255,8255,8119,3622,6946,6946,6825,2419,6946,8256,39249,36775,Granville,1291,1291,1291,181,1324,4939,4420,57336,8909,34176,36078,36837,9104,36168,38278,39363,4939,4420,5033,4939,571,4462,4420,516,48058,10674,60443,52711,9383,1230,10600,10306,23730,23033,7303,21846,1289,8898,9730,9968,21928,7104,22407,20858,10597,23713,9965,22390,GRANVILLE COUNTY
18876,45021,45760,45760,45784,20296,20296,20116,9592,25371,25371,24812,9223,25371,20300,118730,109454,Gaston,93,93,93,61,113,1744,1054,211171,30861,101751,107291,109551,32258,109723,115883,118828,1744,1054,1789,1715,892,1107,1041,667,174276,36651,224529,191721,36447,5437,41652,40354,75387,73785,25929,71561,5242,34016,37646,38666,68591,24952,69778,66694,41651,75335,38666,69734,GASTON COUNTY
5007,9524,9603,9603,9612,6521,6521,6490,3621,3049,3049,3001,1366,3049,6521,25814,23607,Edgecombe,33,33,33,20,42,732,429,48532,7987,22307,23334,23665,8355,24161,25343,25881,732,429,790,718,344,483,429,213,39904,10509,51472,43948,6269,1158,7143,6960,17948,17651,6853,17174,1092,5740,6365,6473,16540,6682,16709,16138,7143,17939,6473,16705,EDGECOMBE COUNTY
5918,15324,15647,15647,15650,10937,10937,10673,4432,4710,4710,4651,1486,4710,10940,33226,31027,Watauga,,,,,,129,54,54308,7674,28934,30175,31093,8096,31042,32231,33339,129,54,207,129,73,87,54,54,49022,9229,56177,51530,4477,664,4680,4659,28452,27443,7359,26436,625,4100,4259,4275,25862,6995,26731,24780,4680,28417,4275,26698,WATAUGA COUNTY
2563,6805,6890,6890,6922,3791,3791,3753,1730,3041,3041,2994,833,3041,3792,25507,21843,Hoke,58,58,58,0,89,6054,4220,50664,4248,19838,21408,21890,4514,22903,24787,25599,5975,4180,6125,5447,508,4247,3749,403,40282,5854,55234,44624,5786,588,6714,6487,12760,12325,3418,11670,559,5453,6087,6249,11141,3286,11394,10636,6714,12739,6249,11374,HOKE COUNTY
2071,3972,3985,3985,3985,2927,2927,2923,1563,1058,1058,1049,508,1058,2927,10801,9831,Bertie,,,,,,59,25,18126,3569,9430,9776,9867,3825,10293,10686,10845,59,25,98,59,19,59,25,15,15647,4479,18947,16854,1828,350,2008,1977,8739,8650,3456,8406,332,1696,1823,1845,7928,3222,7963,7709,2008,8734,1845,7961,BERTIE COUNTY
4890,10186,10267,10267,10282,5430,5430,5395,2635,4837,4837,4791,2255,4837,5430,23051,21756,Person,0,0,0,0,15,392,284,37405,7121,20392,21381,21772,7251,21460,22531,23066,392,284,392,392,201,292,284,180,31361,7938,39490,34239,5459,1091,5949,5802,16725,16337,5959,15609,1061,5071,5370,5463,15727,5880,16017,15037,5948,16711,5463,16009,PERSON COUNTY
6744,11507,11578,11578,11578,7789,7789,7761,4708,3739,3739,3696,2000,3739,7789,26762,25046,Beaufort,50,50,50,36,50,554,332,44735,10269,23951,24819,25151,10678,25437,26439,26837,554,332,618,554,325,429,332,224,37669,11538,46994,41131,4799,915,5457,5365,20762,20520,9438,20084,880,4413,4886,4945,19601,9165,19777,19206,5457,20751,4945,19769,BEAUFORT COUNTY
4699,10171,10343,10343,10361,5941,5941,5856,2870,3703,3703,3616,1579,3703,5943,24857,22836,Jackson,699,699,699,250,715,3802,2769,42001,6862,21221,22253,22885,7124,22927,24081,24963,3544,2596,3893,3185,653,2803,2304,544,36721,8759,43938,39175,3228,556,3620,3565,17450,16972,5915,16514,525,2980,3297,3345,16360,5793,16737,15937,3620,17435,3345,16722,JACKSON COUNTY
16808,36606,37263,37263,37290,11690,11690,11489,5993,25573,25573,25117,10815,25573,11694,88885,84188,Catawba,0,0,0,0,23,985,615,150636,26584,78044,82607,84277,27192,81991,86857,88967,985,615,1045,985,433,686,603,351,124631,29156,159551,137151,28715,4224,31999,31140,55923,54732,22535,52291,4045,26758,29034,29717,52958,22188,53874,50683,31998,55902,29716,53857,CATAWBA COUNTY
98180,390988,406629,406629,406747,153608,153608,145573,39657,252772,252772,245166,58458,252783,153688,839093,796612,Wake,249,249,249,65,276,10980,7407,1044525,137033,696923,758407,796924,142563,729178,793492,839623,10980,7407,11054,10853,3269,7449,7318,2748,849055,133864,1111761,941934,230009,22103,274426,258785,554143,523727,117191,488316,22297,224377,252102,265174,498898,111988,524301,465228,274400,553713,265161,524044,WAKE COUNTY
10409,20650,20934,20934,20944,11279,11279,11172,5851,9655,9655,9478,4558,9655,11279,51508,48027,Cleveland,0,0,0,0,10,588,369,92365,15933,44947,47350,48104,16374,47899,50561,51585,588,369,656,588,326,439,369,285,76504,18575,97947,84044,13984,2538,15410,15260,35519,34713,13510,33327,2457,12802,13969,14067,33012,13191,33598,31776,15410,35510,14067,33591,CLEVELAND COUNTY
5983,12116,12244,12244,12266,7309,7309,7254,3852,4935,4935,4862,2131,4935,7310,34738,31789,Sampson,0,0,0,0,21,541,365,59389,9133,29944,31522,31846,9441,32425,34223,34814,541,365,604,541,237,413,365,204,48081,11637,63531,53473,7962,1285,8771,8609,25439,25073,7919,23922,1230,7413,8007,8101,23150,7699,23332,22166,8771,25426,8101,23323,SAMPSON COUNTY
4445,9093,9159,9159,9176,6052,6052,6040,2904,3107,3107,3053,1541,3107,6052,25387,23403,Columbus,0,0,0,0,17,371,273,52603,7481,22116,23176,23451,7796,23783,24971,25471,371,273,442,371,227,309,273,199,44013,11419,55508,48224,6026,1196,7108,6913,17921,17687,6373,17386,1117,5467,6319,6419,16584,6165,16723,16376,7108,17908,6417,16713,COLUMBUS COUNTY
2594,5028,5061,5061,5063,4087,4087,4063,2187,974,974,965,407,974,4089,11258,10467,Caswell,,,,,,125,69,21496,4027,10049,10361,10489,4229,10748,11105,11330,125,69,187,125,69,84,69,58,18383,5005,22604,19944,1609,381,1714,1697,9429,9283,3779,9014,271,1335,1408,1426,8884,3698,8979,8645,1714,9419,1426,8972,CASWELL COUNTY
2623,4707,4768,4768,4768,4390,4390,4350,2492,378,378,357,131,378,4390,9489,8919,Yancey,,,,,,133,105,17212,3766,8521,8810,8947,3879,9011,9334,9533,133,105,175,133,115,132,105,105,14782,4744,18069,15969,893,147,1050,1048,8308,8153,3617,7985,153,820,968,970,7737,3508,7845,7596,1050,8306,970,7844,YANCEY COUNTY
5992,13436,13623,13623,13661,6337,6337,6264,3222,7286,7286,7172,2770,7286,6338,35722,32927,Lee,0,0,0,0,37,645,449,57893,9207,30241,32235,32956,9481,32476,34713,35759,645,449,662,645,248,469,449,215,47136,10404,61779,52144,10155,1362,11750,11420,23347,22648,7871,21676,1353,9665,10842,11078,20944,7639,21409,20127,11750,23327,11078,21400,LEE COUNTY
2520,4754,4782,4782,4782,3356,3356,3352,1878,1426,1426,1402,642,1426,3356,11864,10913,Hertford,,,,,,25,10,22610,3905,10343,10811,10945,4079,11162,11704,11924,25,10,75,25,12,33,10,10,19299,4836,23677,20898,2908,612,3365,3304,8484,8375,3455,8229,623,2690,3028,3076,7773,3272,7836,7643,3365,8474,3076,7827,HERTFORD COUNTY
