At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
35042,91757,94154,94154,94216,56303,56303,54926,23035,37721,37721,36701,11938,37722,56322,179021,170275,Buncombe,130,130,130,69,172,6545,4188,248550,48017,156275,164881,170401,48959,163533,172760,179182,6545,4188,6622,6492,2536,4247,4155,2044,213777,53494,261191,230148,39910,8114,44541,43110,128019,123105,38309,117131,8304,39201,42354,43744,118339,37669,122410,112919,44533,127943,43743,122344,BUNCOMBE COUNTY
17904,57755,60179,60179,60193,19177,19177,18532,6144,40935,40935,39156,11717,40936,19186,137070,130194,Union,67,67,67,43,71,1202,651,226508,26778,113850,125215,130308,27609,119159,131081,137196,1202,651,1255,1162,565,726,632,412,176616,31234,239859,202043,42069,4548,52762,49306,83179,80573,22496,75928,4561,40334,47380,50351,77184,21805,79231,72884,52748,83120,50350,79193,UNION COUNTY
15363,49922,51533,51533,51572,19080,19080,18600,6414,32365,32365,31234,8913,32367,19084,125540,117308,Cabarrus,88,88,88,36,121,3733,2358,202607,24724,103549,112622,117388,25591,110004,119705,125666,3733,2358,3803,3640,1119,2404,2293,880,161462,29064,216453,181104,39281,4508,47282,44569,74581,71403,19964,67083,4439,37664,42849,45197,67415,19405,69787,63592,47271,74536,45193,69757,CABARRUS COUNTY
1696,2788,2799,2799,2800,1847,1847,1842,1210,952,952,946,486,952,1848,6343,5705,Washington,,,,,,55,28,10985,2397,5419,5652,5725,2627,5997,6257,6355,55,28,56,55,33,38,28,16,9274,2932,11580,10083,1736,478,1801,1797,4498,4405,2116,4206,410,1535,1595,1601,4029,1971,4086,3856,1801,4487,1601,4076,WASHINGTON COUNTY
8777,21093,21448,21448,21482,10488,10488,10370,5108,10942,10942,10705,3669,10943,10490,62815,56779,Harnett,18,18,18,0,49,7018,4860,126086,13690,51673,55586,56846,14362,56516,60969,62920,6866,4801,7086,6045,854,4906,4144,581,100990,17458,135976,112079,17437,2012,20201,19372,35633,34731,11496,33034,1934,16264,18018,18603,32767,11175,33337,31265,20200,35597,18602,33317,HARNETT COUNTY
8833,18292,18515,18515,18516,10052,10052,9962,5071,8463,8463,8330,3762,8463,10053,43494,40890,Burke,,,,,,659,373,86176,13224,38458,40389,40985,13624,40714,42804,43585,659,373,730,659,327,454,373,261,73860,18720,90485,79893,10282,1736,11392,11160,31463,30985,11561,29773,1621,9441,10270,10420,29746,11342,30111,28644,11386,31449,10420,30097,BURKE COUNTY
6267,16445,16728,16728,16762,8388,8388,8236,3654,7049,7049,6918,2432,7049,8389,39341,36864,Granville,1291,1291,1291,181,1324,4941,4420,57336,8917,34214,36127,36925,9114,36225,38342,39454,4941,4420,5035,4941,571,4462,4420,516,48058,10674,60443,52711,9403,1235,10633,10327,23786,23074,7308,21881,1295,8922,9759,10008,21948,7106,22455,20872,10630,23770,10005,22439,GRANVILLE COUNTY
19057,45616,46378,46378,46403,20717,20717,20520,9731,25568,25568,25003,9265,25568,20722,118950,109742,Gaston,93,93,93,61,113,1750,1057,211171,30893,101899,107474,109839,32299,109860,116031,119052,1750,1057,1797,1721,892,1110,1044,667,174276,36651,224529,191721,36510,5453,41735,40419,75520,73862,25954,71629,5257,34095,37735,38800,68682,24969,69929,66760,41734,75466,38800,69885,GASTON COUNTY
5067,9697,9789,9789,9798,6633,6633,6600,3665,3123,3123,3064,1382,3123,6633,25871,23703,Edgecombe,33,33,33,20,42,734,440,48532,7995,22363,23406,23752,8365,24203,25392,25938,734,440,792,720,345,485,430,213,39904,10509,51472,43948,6298,1166,7181,6994,17965,17664,6854,17185,1099,5789,6419,6544,16547,6683,16723,16144,7181,17956,6544,16719,EDGECOMBE COUNTY
5974,15623,15972,15972,15975,11210,11210,10922,4480,4762,4762,4701,1494,4762,11213,33252,31073,Watauga,,,,,,129,54,54308,7685,28954,30194,31140,8105,31063,32249,33365,129,54,207,129,73,88,54,54,49022,9229,56177,51530,4485,666,4687,4666,28471,27454,7366,26449,628,4107,4265,4282,25875,7003,26770,24793,4687,28436,4282,26737,WATAUGA COUNTY
2592,6944,7039,7039,7071,3868,3868,3826,1743,3113,3113,3060,849,3113,3869,25604,21909,Hoke,58,58,58,0,89,6071,4232,50664,4253,19867,21446,21956,4520,22947,24838,25696,5991,4189,6142,5459,510,4259,3755,404,40282,5854,55234,44624,5800,592,6733,6502,12821,12345,3418,11688,561,5469,6105,6271,11152,3288,11426,10643,6733,12800,6271,11406,HOKE COUNTY
2092,4052,4074,4074,4074,2982,2982,2970,1578,1092,1092,1082,514,1092,2982,10830,9867,Bertie,,,,,,59,25,18126,3578,9459,9810,9903,3830,10312,10708,10874,59,25,98,59,19,59,25,15,15647,4479,18947,16854,1842,351,2025,1992,8751,8657,3460,8411,335,1711,1840,1863,7945,3228,7981,7723,2025,8746,1863,7979,BERTIE COUNTY
4937,10338,10420,10420,10435,5510,5510,5473,2664,4910,4910,4865,2273,4910,5510,23081,21806,Person,0,0,0,0,15,392,284,37405,7132,20421,21411,21822,7263,21481,22554,23096,392,284,392,392,201,292,284,180,31361,7938,39490,34239,5473,1093,5968,5816,16736,16346,5969,15616,1062,5087,5387,5491,15740,5890,16039,15050,5967,16722,5491,16031,PERSON COUNTY
6805,11673,11749,11749,11749,7930,7930,7899,4764,3769,3769,3724,2005,3769,7930,26825,25086,Beaufort,50,50,50,36,50,554,332,44735,10275,23980,24847,25191,10687,25476,26477,26901,554,332,619,554,325,429,332,224,37669,11538,46994,41131,4813,915,5467,5376,20815,20547,9447,20109,877,4429,4902,4965,19613,9174,19797,19219,5467,20804,4965,19789,BEAUFORT COUNTY
4729,10289,10468,10468,10491,6027,6027,5939,2886,3739,3739,3648,1593,3739,6029,24902,22867,Jackson,702,702,702,250,723,3805,2771,42001,6868,21242,22276,22916,7129,22961,24116,25008,3547,2598,3896,3188,653,2805,2306,545,36721,8759,43938,39175,3237,558,3629,3575,17483,16994,5918,16536,527,2984,3303,3352,16375,5796,16759,15952,3629,17468,3352,16744,JACKSON COUNTY
16919,36963,37659,37659,37686,11917,11917,11686,6073,25742,25742,25277,10846,25742,11921,88979,84347,Catawba,0,0,0,0,23,985,615,150636,26618,78117,82691,84437,27218,82073,86942,89062,985,615,1046,985,433,687,603,351,124631,29156,159551,137151,28773,4239,32046,31191,55970,54766,22546,52315,4067,26807,29081,29789,52995,22200,53961,50707,32045,55949,29788,53944,CATAWBA COUNTY
98833,395952,412819,412819,412942,156304,156304,147790,39988,256266,256266,247913,58780,256279,156387,840232,798788,Wake,249,249,249,65,276,10997,7411,1044525,137169,697547,759101,799100,142694,729714,794041,840767,10997,7411,11072,10870,3269,7453,7322,2748,849055,133864,1111761,941934,230319,22153,274994,259107,554701,523937,117272,488525,22354,224746,252483,266087,499207,112067,525560,465479,274966,554269,266074,525303,WAKE COUNTY
10492,20918,21226,21226,21236,11433,11433,11321,5909,9793,9793,9597,4583,9793,11433,51626,48209,Cleveland,0,0,0,0,10,588,369,92365,15959,45038,47463,48286,16400,47954,50635,51704,588,369,657,588,326,439,369,285,76504,18575,97947,84044,13998,2541,15433,15278,35614,34769,13533,33368,2460,12830,14005,14114,33089,13214,33733,31839,15433,35605,14114,33726,CLEVELAND COUNTY
6035,12338,12473,12473,12495,7443,7443,7379,3872,5030,5030,4959,2163,5030,7444,34810,31899,Sampson,0,0,0,0,21,543,365,59389,9148,30002,31598,31957,9454,32480,34278,34886,543,365,606,543,237,414,365,204,48081,11637,63531,53473,7990,1286,8801,8631,25479,25104,7931,23947,1235,7443,8038,8141,23195,7709,23402,22194,8801,25466,8141,23393,SAMPSON COUNTY
4487,9223,9294,9294,9311,6152,6152,6138,2933,3142,3142,3085,1554,3142,6152,25425,23474,Columbus,0,0,0,0,17,371,273,52603,7483,22143,23208,23523,7792,23805,24994,25510,371,273,443,371,227,310,273,199,44013,11419,55508,48224,6043,1196,7131,6931,17936,17692,6369,17391,1120,5490,6348,6467,16587,6164,16746,16380,7131,17923,6465,16736,COLUMBUS COUNTY
2617,5143,5179,5179,5181,4176,4176,4151,2203,1003,1003,992,414,1003,4178,11269,10496,Caswell,,,,,,126,69,21496,4032,10067,10379,10518,4233,10754,11111,11342,126,69,189,126,69,84,69,58,18383,5005,22604,19944,1610,382,1716,1698,9437,9287,3782,9018,272,1342,1415,1434,8895,3702,9000,8656,1716,9427,1434,8993,CASWELL COUNTY
2647,4765,4827,4827,4827,4449,4449,4408,2516,378,378,357,131,378,4449,9507,8949,Yancey,,,,,,133,105,17212,3771,8543,8834,8977,3883,9025,9350,9551,133,105,175,133,115,132,105,105,14782,4744,18069,15969,894,147,1051,1049,8325,8168,3621,7998,153,820,968,970,7761,3513,7875,7618,1051,8323,970,7874,YANCEY COUNTY
6016,13593,13796,13796,13834,6447,6447,6363,3238,7349,7349,7230,2778,7349,6448,35762,32998,Lee,0,0,0,0,37,646,449,57893,9215,30275,32280,33027,9487,32506,34750,35799,646,449,663,646,248,469,449,215,47136,10404,61779,52144,10166,1364,11754,11434,23382,22670,7875,21694,1358,9687,10871,11117,20960,7642,21441,20139,11754,23362,11117,21432,LEE COUNTY
2547,4829,4862,4862,4862,3425,3425,3420,1903,1437,1437,1409,644,1437,3425,11878,10950,Hertford,,,,,,25,10,22610,3909,10369,10837,10982,4083,11175,11712,11938,25,10,75,25,12,33,10,10,19299,4836,23677,20898,2911,613,3365,3302,8498,8385,3458,8239,623,2706,3041,3095,7786,3276,7854,7653,3365,8488,3095,7845,HERTFORD COUNTY
