At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
39849,131075,133648,133648,133657,36224,36224,35271,14872,97424,97424,95804,24977,97426,36231,224983,215790,Missing,,,,,,28584,39084,,42527,197518,208738,216937,47763,203944,215960,226344,28571,39084,29837,28519,9416,39992,39060,9474,,,,,85753,7409,97424,92667,99083,94722,30938,89672,8058,84333,91454,95504,78200,24995,81441,74125,97408,98991,95501,81205,MISSING COUNTY
8535,17452,17651,17651,17661,11690,11690,11618,6377,5926,5926,5799,2145,5926,11695,44586,41603,Wilson,35,35,35,13,40,508,332,76972,12763,38832,40952,41643,13090,41230,43596,44609,508,332,512,508,266,356,332,222,63224,15337,81801,69710,11745,1827,13492,13056,30605,30032,10997,28977,1801,10877,12068,12348,28552,10740,28939,27623,13489,30589,12346,28925,WILSON COUNTY
435,799,799,799,799,727,727,727,406,72,72,72,29,72,727,2042,1935,Tyrrell,,,,,,,,3827,667,1823,1908,1936,683,1914,2006,2044,,,,,,,,,3288,810,4016,3533,167,36,177,175,1867,1831,647,1747,36,142,147,147,1761,631,1789,1681,177,1865,147,1788,TYRRELL COUNTY
9964,21214,21394,21394,21401,10456,10456,10371,4873,10894,10894,10799,5065,10894,10457,68388,61741,Wayne,44,44,44,26,50,10847,8445,115046,16265,58124,60917,61803,17259,63831,67096,68448,10719,8345,10870,10439,1619,8479,8176,1127,94031,20802,123131,103693,17240,3145,19821,19146,37757,37231,12495,36152,3042,16077,17768,18211,34804,12096,35113,33871,19820,37721,18207,35089,WAYNE COUNTY
2389,4536,4552,4552,4552,2335,2335,2331,1254,2217,2217,2205,1135,2217,2335,12299,11566,Montgomery,,,,,,150,123,25757,4385,11141,11498,11589,4526,11816,12200,12338,150,123,186,150,105,145,123,95,21266,5743,27173,23512,2762,518,2964,2923,9188,9127,3903,8904,486,2581,2732,2763,8643,3804,8681,8437,2964,9185,2763,8680,MONTGOMERY COUNTY
6419,12437,12525,12525,12542,7347,7347,7319,3899,5148,5148,5088,2507,5149,7348,32162,29867,Lenoir,30,30,30,13,45,413,276,52801,10242,28284,29573,29901,10514,30223,31641,32183,413,276,429,413,237,306,276,196,43423,11303,55949,47933,9073,1705,10326,10030,21428,21198,8572,20737,1661,8440,9341,9527,19956,8385,20068,19568,10326,21423,9527,20064,LENOIR COUNTY
3192,6381,6438,6438,6438,3865,3865,3858,1995,2573,2573,2523,1197,2573,3865,17987,16574,Scotland,,,,,,206,158,32530,5788,15808,16450,16610,6029,17019,17768,18026,206,158,242,206,125,194,158,99,26793,6531,34823,29381,4486,922,5121,4989,12663,12573,4982,12327,845,4074,4509,4581,11783,4844,11835,11576,5121,12660,4581,11835,SCOTLAND COUNTY
16604,40733,41354,41354,41374,19195,19195,18900,8451,22136,22136,21810,8141,22136,19197,103349,97486,Alamance,23,23,23,12,41,1440,1037,159560,26163,89661,95081,97512,27155,94281,100154,103394,1440,1037,1458,1440,738,1046,1037,654,132145,29035,169509,145046,24367,4429,27163,26190,74773,72524,21988,68474,4112,22712,24451,25183,69593,21397,71283,65912,27162,74747,25183,71266,ALAMANCE COUNTY
837,1735,1742,1742,1742,1206,1206,1201,635,536,536,534,202,536,1206,5483,5322,Camden,,,,,,862,1087,10327,1385,5063,5246,5336,1504,5162,5373,5522,862,1087,892,862,0,1099,1087,0,8407,1833,10867,9354,794,129,855,831,3775,3680,1375,3506,116,772,803,821,3356,1269,3416,3204,855,3766,821,3414,CAMDEN COUNTY
1871,4165,4201,4201,4201,2941,2941,2934,1402,1260,1260,1231,469,1260,2941,11686,10858,Greene,,,,,,84,68,20022,2936,10279,10725,10873,3001,10981,11477,11707,84,68,101,84,60,82,68,54,16884,3592,21069,18372,2445,390,2845,2782,8761,8611,2551,8452,372,2248,2568,2596,8089,2510,8195,7963,2845,8757,2596,8194,GREENE COUNTY
10812,22523,22754,22754,22763,9941,9941,9841,5416,12693,12693,12562,5312,12693,9941,65312,60503,Rowan,120,120,120,84,129,3529,2892,133830,19201,57020,59712,60552,19863,61210,64181,65365,3529,2892,3562,3529,1631,2924,2892,1483,110729,25371,142088,122048,20075,3458,21735,21280,40068,39372,14774,37606,3318,18446,19511,19854,37309,14400,37774,35682,21735,40048,19852,37759,ROWAN COUNTY
2228,3676,3696,3696,3696,3132,3132,3120,1997,564,564,556,231,564,3132,9321,8620,Northampton,,,,,,109,70,18570,3820,8267,8550,8636,3953,8842,9185,9340,109,70,125,109,69,83,70,57,16132,5256,19483,17363,1351,332,1503,1485,7712,7591,3552,7382,307,1264,1375,1386,7105,3456,7167,6933,1503,7709,1386,7164,NORTHAMPTON COUNTY
6095,12155,12285,12285,12295,5612,5612,5547,2856,6673,6673,6608,3239,6673,5612,33642,31221,Wilkes,0,0,0,0,10,234,184,64946,10656,29552,30823,31252,11056,31749,33112,33678,234,184,260,234,180,206,184,160,54628,15162,68412,59783,9914,2092,10536,10453,22882,22425,8784,21601,1961,9298,9821,9879,20818,8535,21167,20070,10536,22872,9879,21158,WILKES COUNTY
8414,18518,18783,18783,18785,6700,6700,6664,3402,12083,12083,11854,5012,12083,6702,44346,41884,Lincoln,,,,,,371,239,81663,13133,39239,41137,41920,13389,41264,43370,44374,371,239,392,371,238,272,239,199,67981,15456,86111,74647,14880,2234,16928,16400,27054,26599,10917,26013,2210,13887,15269,15696,25629,10724,25952,25113,16928,27047,15696,25949,LINCOLN COUNTY
8850,16853,17025,17025,17025,9993,9993,9917,5964,7032,7032,6936,2886,7032,9993,40318,38061,Caldwell,,,,,,319,202,78015,13518,36285,37692,38086,13815,38213,39788,40340,319,202,328,319,185,219,202,149,65842,16769,82178,71809,10448,1465,11371,11167,28641,28302,12165,27446,1396,9478,10083,10221,27407,11973,27646,26605,11371,28628,10221,27638,CALDWELL COUNTY
1729,3275,3319,3319,3319,2220,2220,2197,1219,1099,1099,1078,510,1099,2220,9262,8805,Polk,,,,,,118,100,19940,4113,8367,8696,8827,4241,8771,9130,9294,118,100,146,118,98,118,100,88,17478,6644,20724,18752,1672,761,1825,1782,7323,7230,3382,6981,747,1599,1703,1743,6893,3278,6966,6668,1825,7319,1743,6962,POLK COUNTY
7220,14805,14960,14960,14971,8132,8132,8035,4139,6828,6828,6770,3081,6828,8132,37857,35653,Surry,0,0,0,0,11,297,222,67979,12252,33638,35233,35675,12608,35517,37249,37897,297,222,314,297,211,229,222,179,56811,14964,71783,62223,11130,2307,11800,11718,25783,25234,10090,24090,2167,10273,10834,10883,24177,9906,24563,23143,11799,25761,10882,24549,SURRY COUNTY
5944,9656,9707,9707,9709,7272,7272,7235,4559,2435,2435,2421,1385,2435,7274,21837,20773,Macon,,,,,,441,351,34121,9009,19844,20531,20836,9233,20795,21545,21891,441,351,485,441,261,407,351,238,29260,10350,35858,31614,2939,863,3078,3052,18328,18052,8109,17415,832,2710,2831,2850,17349,7939,17579,16783,3078,18318,2850,17572,MACON COUNTY
1744,2702,2721,2721,2721,2294,2294,2276,1511,427,427,426,233,427,2294,5331,5052,Clay,,,,,,25,23,10740,2555,4902,5010,5098,2611,5141,5264,5399,25,23,93,25,25,69,23,23,9352,3581,11231,10050,1018,323,1022,1021,4284,4218,2263,4098,321,972,975,975,4012,2211,4054,3907,1022,4284,975,4054,CLAY COUNTY
3915,7512,7587,7587,7587,3625,3625,3594,2071,3962,3962,3918,1844,3962,3625,19158,18113,Yadkin,,,,,,149,102,35700,6315,17165,17894,18137,6451,18054,18868,19188,149,102,171,149,105,119,102,87,29851,7711,37667,32660,4907,849,5356,5283,13661,13436,5497,12998,855,4570,4909,4971,12883,5373,13047,12493,5356,13653,4971,13040,YADKIN COUNTY
12384,33157,33954,33954,33958,33954,33954,33157,12384,,,,,,33958,113897,100574,Out of State,,,,,,,,,37422,95883,98416,100628,42553,107998,110937,113969,,,,,,,,,,,,,,,,,113969,110937,42553,107998,,,,,98416,37422,100628,95883,,113897,,100574,OUT OF STATE
10567,24082,24402,24402,24413,7929,7929,7826,3844,16335,16335,16118,6675,16335,7931,126983,114299,Onslow,138,138,138,48,147,57817,50175,180787,19086,108073,112813,114346,20033,119321,124711,127054,57521,50037,57870,56154,3054,50199,48865,2518,149343,19026,197938,162055,26069,3043,29813,28715,39371,38475,13936,37098,2902,23947,26363,27130,36413,13666,37017,35261,29813,39353,27128,36996,ONSLOW COUNTY
4140,8174,8228,8228,8241,5507,5507,5495,2861,2721,2721,2679,1279,2721,5508,22752,20826,Richmond,0,0,0,0,12,293,249,42075,6898,19750,20597,20868,7087,21389,22399,22805,293,249,333,293,145,284,249,131,34516,8183,44829,38043,4773,707,5350,5270,17122,16836,6235,16323,667,4328,4772,4811,15576,6100,15773,15173,5350,17109,4811,15766,RICHMOND COUNTY
34720,90207,92290,92290,92351,55187,55187,53987,22813,36975,36975,36092,11840,36976,55205,177823,169397,Buncombe,128,128,128,67,170,5723,3839,248550,47925,155682,164231,169501,48735,162533,171694,177936,5723,3839,5752,5723,2375,3877,3839,2032,213777,53494,261191,230148,39818,8100,44421,43014,127763,122957,38260,116992,8285,39109,42256,43599,118136,37608,122025,112734,44413,127687,43598,121960,BUNCOMBE COUNTY
17696,56465,58476,58476,58488,18760,18760,18167,6066,39652,39652,38234,11588,39653,18767,136390,129526,Union,64,64,64,42,68,906,569,226508,26731,113515,124819,129587,27522,118677,130512,136481,906,569,924,906,514,592,569,412,176616,31234,239859,202043,41922,4528,52491,49113,83066,80493,22480,75849,4531,40148,47160,49928,77090,21788,79067,72798,52477,83007,49927,79030,UNION COUNTY
15038,48484,49810,49810,49854,18377,18377,17961,6215,31358,31358,30448,8799,31361,18379,123514,115802,Cabarrus,75,75,75,24,114,2150,1458,202607,24681,102468,111434,115850,25393,108270,117848,123584,2150,1458,2166,2150,949,1472,1458,862,161462,29064,216453,181104,39144,4494,47066,44421,74352,71277,19950,66976,4424,37505,42671,44841,67305,19395,69537,63505,47056,74308,44837,69507,CABARRUS COUNTY
1669,2730,2738,2738,2739,1803,1803,1800,1187,935,935,930,482,935,1804,6315,5672,Washington,,,,,,55,28,10985,2395,5398,5629,5692,2624,5980,6237,6327,55,28,56,55,33,38,28,16,9274,2932,11580,10083,1728,477,1793,1789,4478,4393,2114,4197,410,1529,1589,1595,4012,1969,4059,3841,1793,4467,1595,4049,WASHINGTON COUNTY
8572,20311,20582,20582,20615,10116,10116,10021,4978,10449,10449,10273,3594,10450,10118,56884,52521,Harnett,17,17,17,0,47,1348,895,126086,13451,48299,51529,52604,13901,51655,55286,56974,1331,895,1401,1319,394,957,895,348,100990,17458,135976,112079,17315,2004,20007,19243,35566,34712,11503,33021,1924,16139,17882,18398,32752,11179,33249,31265,20006,35530,18397,33229,HARNETT COUNTY
8718,17847,18040,18040,18041,9798,9798,9719,4999,8242,8242,8128,3719,8242,9799,43249,40764,Burke,,,,,,497,347,86176,13217,38381,40306,40799,13606,40506,42592,43276,497,347,506,497,314,368,347,261,73860,18720,90485,79893,10246,1731,11331,11111,31439,30984,11561,29763,1614,9389,10211,10340,29748,11342,30091,28645,11327,31425,10340,30077,BURKE COUNTY
6191,16067,16298,16298,16332,8153,8153,8030,3605,6854,6854,6746,2405,6854,8154,39103,36688,Granville,1291,1291,1291,181,1324,4839,4404,57336,8902,34131,36032,36718,9099,36046,38151,39173,4839,4404,4889,4839,571,4414,4404,516,48058,10674,60443,52711,9377,1230,10583,10299,23701,23013,7298,21830,1287,8884,9717,9945,21911,7099,22359,20843,10580,23684,9942,22342,GRANVILLE COUNTY
18724,44405,45083,45083,45104,20014,20014,19842,9500,24979,24979,24473,9165,24979,20017,118113,108980,Gaston,90,90,90,59,108,1323,859,211171,30824,101408,106916,109045,32167,109184,115309,118189,1323,859,1346,1323,826,880,859,654,174276,36651,224529,191721,36375,5429,41561,40281,75282,73705,25912,71486,5232,33932,37552,38526,68505,24938,69639,66617,41560,75230,38526,69595,GASTON COUNTY
4953,9357,9426,9426,9434,6380,6380,6357,3574,3014,3014,2968,1360,3014,6380,25427,23416,Edgecombe,32,32,32,19,40,394,292,48532,7974,22142,23157,23426,8251,23806,24968,25448,394,292,406,394,240,298,292,202,39904,10509,51472,43948,6251,1157,7121,6939,17921,17635,6854,17161,1091,5719,6341,6446,16524,6681,16682,16131,7121,17912,6446,16678,EDGECOMBE COUNTY
5846,15055,15351,15351,15354,10673,10673,10432,4369,4678,4678,4623,1477,4678,10676,33189,31020,Watauga,,,,,,91,54,54308,7667,28948,30186,31066,8084,31018,32201,33262,91,54,128,91,73,66,54,54,49022,9229,56177,51530,4473,663,4674,4653,28460,27457,7348,26454,624,4096,4254,4270,25878,6989,26730,24798,4674,28424,4270,26696,WATAUGA COUNTY
2544,6707,6787,6787,6816,3737,3737,3700,1716,2994,2994,2951,828,2994,3738,20580,18351,Hoke,56,56,56,0,84,1180,782,50664,4068,16844,17975,18376,4246,18606,19954,20627,1180,782,1206,1180,243,787,782,227,40282,5854,55234,44624,5771,588,6685,6466,12736,12308,3415,11655,558,5440,6067,6222,11126,3283,11367,10622,6685,12715,6222,11347,HOKE COUNTY
2054,3907,3920,3920,3920,2870,2870,2866,1546,1050,1050,1041,508,1050,2870,10764,9801,Bertie,,,,,,35,15,18126,3568,9408,9752,9816,3823,10257,10650,10779,35,15,45,35,19,28,15,15,15647,4479,18947,16854,1823,350,2003,1972,8731,8643,3454,8399,332,1693,1818,1835,7919,3221,7953,7700,2003,8726,1835,7951,BERTIE COUNTY
4866,10064,10137,10137,10151,5379,5379,5345,2621,4758,4758,4719,2245,4758,5379,23019,21719,Person,0,0,0,0,14,392,284,37405,7117,20377,21362,21735,7249,21443,22510,23034,392,284,392,392,201,292,284,180,31361,7938,39490,34239,5451,1091,5935,5793,16707,16325,5957,15600,1061,5064,5362,5450,15716,5876,15993,15029,5934,16693,5450,15985,PERSON COUNTY
6711,11406,11473,11473,11473,7722,7722,7695,4684,3703,3703,3663,1993,3703,7722,26570,24953,Beaufort,48,48,48,34,48,394,276,44735,10258,23862,24730,24984,10619,25251,26251,26597,394,276,410,394,275,299,276,224,37669,11538,46994,41131,4790,913,5442,5354,20745,20503,9431,20067,874,4391,4865,4924,19589,9160,19761,19195,5442,20734,4924,19753,BEAUFORT COUNTY
4688,10086,10249,10249,10265,5898,5898,5816,2862,3656,3656,3575,1576,3656,5900,24837,22823,Jackson,695,695,695,250,709,3801,2768,42001,6862,21216,22245,22872,7124,22919,24067,24915,3544,2595,3864,3185,653,2802,2304,544,36721,8759,43938,39175,3222,556,3605,3555,17446,16968,5915,16512,525,2974,3291,3339,16359,5793,16731,15938,3605,17431,3339,16716,JACKSON COUNTY
16721,36175,36794,36794,36820,11598,11598,11405,5961,25196,25196,24770,10760,25196,11602,88459,83884,Catawba,0,0,0,0,22,717,518,150636,26578,77820,82361,83925,27136,81606,86465,88511,717,518,747,717,387,541,518,351,124631,29156,159551,137151,28643,4212,31906,31068,55858,54680,22537,52246,4036,26665,28936,29591,52907,22191,53793,50637,31905,55837,29590,53776,CATAWBA COUNTY
97522,386041,400182,400182,400297,151680,151680,143962,39312,248259,248259,241836,58146,248269,151759,835626,793643,Wake,243,243,243,64,269,8775,6123,1044525,136882,695021,756291,793923,142179,726460,790535,836132,8775,6123,8830,8775,3018,6136,6123,2711,849055,133864,1111761,941934,229637,22058,273722,258335,553580,523425,117103,488048,22263,224019,251663,264320,498505,111908,523467,464879,273698,553153,264307,523213,WAKE COUNTY
10339,20446,20716,20716,20726,11189,11189,11089,5820,9527,9527,9357,4519,9527,11189,51382,47937,Cleveland,0,0,0,0,10,504,369,92365,15927,44900,47287,47962,16371,47786,50441,51414,504,369,527,504,326,387,369,285,76504,18575,97947,84044,13965,2536,15388,15239,35499,34698,13509,33317,2454,12767,13925,14016,32993,13188,33559,31764,15388,35490,14016,33552,CLEVELAND COUNTY
5957,11987,12098,12098,12118,7224,7224,7172,3832,4874,4874,4815,2125,4874,7225,34574,31678,Sampson,0,0,0,0,19,423,305,59389,9131,29859,31434,31702,9439,32276,34068,34600,423,305,436,423,237,320,305,204,48081,11637,63531,53473,7946,1284,8752,8591,25412,25054,7918,23907,1228,7395,7986,8074,23143,7699,23308,22159,8752,25399,8074,23299,SAMPSON COUNTY
4403,8875,8936,8936,8952,5867,5867,5856,2869,3069,3069,3019,1534,3069,5867,25415,23428,Columbus,0,0,0,0,16,344,273,52603,7523,22153,23210,23446,7842,23812,25000,25445,344,273,361,344,227,279,273,199,44013,11419,55508,48224,6017,1195,7099,6904,17985,17752,6420,17451,1114,5450,6301,6393,16636,6210,16774,16430,7099,17972,6391,16764,COLUMBUS COUNTY
2574,4931,4964,4964,4966,3999,3999,3975,2169,965,965,956,405,965,4001,11206,10443,Caswell,,,,,,93,69,21496,4026,10042,10352,10452,4229,10709,11064,11234,93,69,111,93,69,71,69,58,18383,5005,22604,19944,1609,381,1714,1697,9409,9274,3779,9007,271,1335,1408,1423,8875,3697,8958,8638,1714,9399,1423,8951,CASWELL COUNTY
2604,4649,4705,4705,4705,4342,4342,4303,2475,363,363,346,129,363,4342,9473,8904,Yancey,,,,,,133,105,17212,3764,8512,8799,8933,3876,9005,9326,9517,133,105,175,133,115,132,105,105,14782,4744,18069,15969,889,146,1046,1044,8296,8149,3615,7983,152,817,965,967,7729,3507,7834,7590,1046,8294,967,7832,YANCEY COUNTY
5946,13283,13461,13461,13497,6266,6266,6195,3202,7195,7195,7088,2744,7195,6267,35672,32834,Lee,0,0,0,0,35,643,448,57893,9189,30178,32167,32863,9468,32437,34675,35709,643,448,660,643,248,468,448,214,47136,10404,61779,52144,10139,1359,11726,11403,23323,22629,7861,21655,1349,9641,10815,11037,20904,7626,21358,20089,11726,23303,11037,21349,LEE COUNTY
2481,4653,4672,4672,4672,3280,3280,3276,1843,1392,1392,1377,638,1392,3280,11836,10891,Hertford,,,,,,25,10,22610,3898,10328,10796,10913,4073,11143,11683,11872,25,10,51,25,12,23,10,10,19299,4836,23677,20898,2903,612,3357,3296,8464,8362,3449,8215,622,2684,3021,3064,7765,3266,7826,7634,3357,8454,3064,7817,HERTFORD COUNTY
