At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
40568,133741,136525,136525,136532,37635,37635,36599,15487,98890,98890,97142,25081,98891,37641,239035,226620,Missing,,,,,,41199,48531,,43198,207979,219410,228218,48640,217665,229880,240887,41186,48531,42941,41044,9881,49887,48434,9798,,,,,85886,7420,97569,92816,100377,95878,31339,90735,8082,84547,91718,95809,79161,25318,82522,74998,97553,100283,95806,82283,MISSING COUNTY
8656,17797,18022,18022,18032,11930,11930,11848,6467,6055,6055,5912,2174,6055,11935,44728,41752,Wilson,37,37,37,15,42,522,345,76972,12779,38915,41055,41809,13102,41323,43710,44791,522,345,566,522,266,386,345,222,63224,15337,81801,69710,11779,1831,13546,13098,30679,30090,11005,29022,1808,10917,12115,12424,28595,10749,28999,27653,13543,30663,12422,28985,WILSON COUNTY
437,812,813,813,813,738,738,737,408,75,75,75,29,75,738,2045,1937,Tyrrell,,,,,,,,3827,667,1823,1910,1938,683,1914,2007,2047,,,,,,,,,3288,810,4016,3533,167,36,177,175,1870,1832,647,1747,36,142,147,147,1763,631,1791,1681,177,1868,147,1790,TYRRELL COUNTY
10126,21598,21799,21799,21806,10693,10693,10601,4985,11061,11061,10952,5115,11061,10694,64124,58610,Wayne,45,45,45,26,51,6472,5113,115046,15822,55073,57798,58675,16543,59814,62913,64201,6442,5090,6512,6340,890,5150,5004,652,94031,20802,123131,103693,17282,3148,19877,19195,37812,37276,12505,36192,3047,16129,17822,18294,34886,12123,35231,33940,19876,37776,18290,35207,WAYNE COUNTY
2408,4586,4606,4606,4606,2360,2360,2356,1265,2246,2246,2230,1143,2246,2360,12325,11590,Montgomery,,,,,,167,137,25757,4388,11167,11521,11636,4528,11844,12225,12419,167,137,258,167,105,182,137,95,21266,5743,27173,23512,2771,520,2972,2932,9189,9126,3903,8906,487,2593,2743,2774,8641,3806,8680,8437,2972,9186,2774,8679,MONTGOMERY COUNTY
6548,12726,12822,12822,12839,7585,7585,7554,4018,5204,5204,5139,2516,5205,7586,32222,29940,Lenoir,33,33,33,14,48,413,276,52801,10260,28327,29622,29974,10528,30270,31695,32244,413,276,429,413,237,306,276,196,43423,11303,55949,47933,9085,1706,10343,10045,21472,21237,8585,20772,1664,8456,9362,9562,19984,8400,20106,19595,10343,21466,9562,20102,LENOIR COUNTY
3224,6498,6560,6560,6560,3949,3949,3940,2018,2611,2611,2558,1206,2611,3949,18049,16627,Scotland,,,,,,218,168,32530,5792,15832,16481,16666,6031,17057,17816,18096,218,168,262,218,125,207,168,99,26793,6531,34823,29381,4493,923,5132,5000,12702,12598,4983,12346,847,4079,4517,4596,11796,4846,11863,11585,5132,12699,4596,11863,SCOTLAND COUNTY
16773,41470,42205,42205,42225,19649,19649,19310,8559,22531,22531,22135,8201,22531,19651,103910,97852,Alamance,25,25,25,13,43,1737,1130,159560,26198,89899,95347,97924,27236,94736,100638,103998,1737,1130,1797,1722,784,1185,1119,654,132145,29035,169509,145046,24430,4436,27251,26265,74950,72636,22016,68584,4122,22802,24550,25306,69667,21422,71433,65978,27250,74923,25306,71416,ALAMANCE COUNTY
851,1782,1800,1800,1800,1249,1249,1235,644,551,551,547,207,551,1249,6423,5566,Camden,,,,,,1791,1317,10327,1396,5243,5483,5601,1611,6031,6310,6474,1791,1317,1833,1725,107,1350,1262,11,8407,1833,10867,9354,798,129,861,837,3780,3682,1375,3508,116,774,806,824,3360,1269,3427,3207,861,3771,824,3425,CAMDEN COUNTY
1898,4360,4401,4401,4401,3111,3111,3104,1425,1290,1290,1256,473,1290,3111,14893,13078,Greene,,,,,,3243,2231,20022,3380,12198,12860,13105,3782,13804,14576,14962,3141,2158,3308,2870,836,2257,1944,495,16884,3592,21069,18372,2463,392,2872,2806,8782,8629,2554,8471,372,2255,2576,2608,8126,2513,8240,7999,2872,8778,2608,8239,GREENE COUNTY
10903,22896,23161,23161,23170,10068,10068,9961,5452,12970,12970,12812,5366,12970,10068,65739,60741,Rowan,123,123,123,85,132,3845,3024,133830,19213,57210,59909,60833,19893,61593,64574,65842,3845,3024,3928,3845,1646,3099,3024,1483,110729,25371,142088,122048,20147,3470,21815,21354,40099,39375,14777,37601,3329,18509,19583,19948,37302,14401,37786,35677,21815,40079,19946,37771,ROWAN COUNTY
2240,3733,3756,3756,3756,3176,3176,3161,2005,580,580,572,235,580,3176,9373,8640,Northampton,,,,,,143,70,18570,3816,8278,8560,8656,3973,8888,9233,9403,143,70,170,143,93,83,70,57,16132,5256,19483,17363,1356,332,1510,1491,7723,7599,3548,7389,307,1268,1379,1389,7111,3452,7184,6940,1510,7720,1389,7181,NORTHAMPTON COUNTY
6157,12336,12488,12488,12498,5674,5674,5606,2877,6814,6814,6730,3280,6814,5674,33688,31275,Wilkes,0,0,0,0,10,244,184,64946,10664,29591,30869,31318,11064,31780,33152,33769,244,184,315,244,180,218,184,160,54628,15162,68412,59783,9928,2099,10555,10471,22899,22437,8785,21608,1968,9326,9852,9912,20833,8536,21188,20081,10555,22889,9912,21179,WILKES COUNTY
8488,18855,19155,19155,19157,6778,6778,6742,3425,12377,12377,12113,5063,12377,6780,44440,41995,Lincoln,,,,,,371,239,81663,13147,39299,41207,42031,13399,41319,43437,44468,371,239,392,371,238,272,239,199,67981,15456,86111,74647,14919,2236,16993,16452,27083,26614,10925,26029,2213,13929,15320,15775,25648,10735,25984,25131,16993,27076,15775,25981,LINCOLN COUNTY
8996,17169,17356,17356,17356,10189,10189,10105,6075,7167,7167,7064,2921,7167,10189,40394,38165,Caldwell,,,,,,319,202,78015,13528,36349,37770,38190,13822,38269,39851,40416,319,202,328,319,185,219,202,149,65842,16769,82178,71809,10477,1468,11409,11200,28679,28332,12169,27473,1398,9511,10121,10265,27447,11981,27706,26636,11409,28666,10265,27698,CALDWELL COUNTY
1743,3302,3346,3346,3346,2236,2236,2212,1227,1110,1110,1090,516,1110,2236,9281,8815,Polk,,,,,,128,100,19940,4110,8373,8702,8837,4237,8785,9144,9337,128,100,180,128,98,118,100,88,17478,6644,20724,18752,1677,761,1830,1787,7327,7229,3378,6980,748,1600,1706,1748,6896,3274,6971,6673,1830,7323,1748,6967,POLK COUNTY
7320,15067,15239,15239,15250,8294,8294,8187,4199,6945,6945,6880,3121,6945,8294,37855,35665,Surry,0,0,0,0,11,297,222,67979,12245,33631,35223,35687,12603,35512,37240,37919,297,222,338,297,211,229,222,179,56811,14964,71783,62223,11153,2311,11827,11743,25754,25200,10081,24062,2171,10295,10857,10910,24144,9895,24548,23114,11826,25732,10909,24534,SURRY COUNTY
5982,9742,9798,9798,9800,7333,7333,7293,4583,2465,2465,2449,1399,2465,7335,21864,20797,Macon,,,,,,441,351,34121,9012,19859,20544,20860,9240,20819,21568,21944,441,351,511,441,261,407,351,238,29260,10350,35858,31614,2946,863,3084,3058,18349,18069,8116,17432,832,2714,2834,2853,17359,7942,17600,16794,3084,18339,2853,17593,MACON COUNTY
1761,2733,2753,2753,2753,2323,2323,2304,1526,430,430,429,235,430,2323,5384,5082,Clay,,,,,,75,39,10740,2558,4925,5034,5170,2613,5193,5317,5520,75,39,211,75,25,127,39,23,9352,3581,11231,10050,1018,323,1022,1021,4287,4221,2265,4100,321,973,976,976,4019,2214,4067,3913,1022,4287,976,4067,CLAY COUNTY
3949,7610,7692,7692,7692,3679,3679,3648,2093,4013,4013,3962,1856,4013,3679,19190,18147,Yadkin,,,,,,149,102,35700,6321,17186,17917,18171,6458,18079,18897,19220,149,102,171,149,105,119,102,87,29851,7711,37667,32660,4923,852,5374,5301,13675,13447,5501,13007,858,4589,4929,4993,12886,5376,13059,12495,5374,13667,4993,13052,YADKIN COUNTY
12463,33606,34446,34446,34451,34446,34446,33606,12463,,,,,,34451,114131,100822,Out of State,,,,,,,,,37457,96043,98603,100876,42599,108174,111136,114204,,,,,,,,,,,,,,,,,114204,111136,42599,108174,,,,,98603,37457,100876,96043,,114131,,100822,OUT OF STATE
10715,24598,24964,24964,24975,8057,8057,7944,3892,16767,16767,16514,6773,16767,8059,130567,116910,Onslow,140,140,140,50,149,61193,52504,180787,18573,110245,115311,116951,19701,122314,128197,130617,60853,52356,61225,59008,2697,52522,50874,1978,149343,19026,197938,162055,26181,3058,29963,28835,39429,38509,13946,37125,2917,24059,26487,27307,36468,13678,37122,35312,29963,39411,27305,37101,ONSLOW COUNTY
4191,8315,8379,8379,8392,5620,5620,5600,2904,2759,2759,2715,1287,2759,5621,22881,20905,Richmond,0,0,0,0,12,376,262,42075,6902,19802,20658,20977,7093,21501,22518,22962,376,262,444,376,146,327,262,131,34516,8183,44829,38043,4787,709,5363,5283,17155,16859,6238,16338,668,4350,4796,4842,15600,6103,15808,15190,5363,17142,4842,15801,RICHMOND COUNTY
34920,91253,93573,93573,93634,55859,55859,54550,22939,37584,37584,36573,11912,37585,55877,178898,170044,Buncombe,130,130,130,69,172,6543,4185,248550,47973,156137,164732,170169,48918,163450,172671,179059,6543,4185,6620,6490,2535,4244,4152,2044,213777,53494,261191,230148,39893,8107,44522,43091,127917,123037,38276,117067,8297,39176,42327,43713,118220,37632,122212,112809,44514,127841,43712,122147,BUNCOMBE COUNTY
17843,57407,59784,59784,59797,19007,19007,18375,6111,40710,40710,38965,11689,40711,19015,136947,130014,Union,67,67,67,43,71,1201,651,226508,26761,113747,125105,130127,27591,119060,130981,137073,1201,651,1254,1161,565,726,632,412,176616,31234,239859,202043,42026,4544,52702,49252,83117,80528,22482,75873,4555,40273,47311,50228,77143,21794,79173,72842,52688,83058,50227,79136,UNION COUNTY
15254,49408,50939,50939,50978,18808,18808,18353,6340,32043,32043,30967,8878,32045,18812,125351,117000,Cabarrus,88,88,88,36,121,3727,2355,202607,24700,103426,112479,117080,25568,109890,119582,125478,3727,2355,3797,3634,1118,2401,2291,880,161462,29064,216453,181104,39222,4502,47197,44507,74484,71348,19948,67034,4433,37604,42785,45048,67339,19387,69631,63531,47186,74438,45044,69601,CABARRUS COUNTY
1687,2768,2779,2779,2780,1838,1838,1833,1204,941,941,935,483,941,1839,6334,5691,Washington,,,,,,55,28,10985,2397,5411,5641,5711,2627,5990,6249,6346,55,28,56,55,33,38,28,16,9274,2932,11580,10083,1734,478,1799,1795,4491,4399,2116,4201,410,1530,1590,1596,4023,1971,4077,3853,1799,4480,1596,4067,WASHINGTON COUNTY
8729,20844,21179,21179,21213,10360,10360,10250,5082,10801,10801,10576,3647,10802,10362,62760,56717,Harnett,18,18,18,0,49,6997,4851,126086,13693,51667,55575,56784,14364,56504,60952,62865,6855,4794,7065,6038,852,4897,4138,580,100990,17458,135976,112079,17415,2008,20161,19349,35639,34748,11504,33051,1928,16236,17989,18545,32792,11185,33342,31293,20160,35603,18544,33322,HARNETT COUNTY
8792,18145,18363,18363,18364,9953,9953,9866,5043,8410,8410,8279,3749,8410,9954,43483,40862,Burke,,,,,,659,373,86176,13219,38449,40378,40957,13621,40710,42803,43573,659,373,730,659,327,454,373,261,73860,18720,90485,79893,10276,1733,11379,11150,31464,30994,11561,29775,1617,9430,10258,10401,29747,11341,30102,28646,11374,31450,10401,30088,BURKE COUNTY
6243,16327,16595,16595,16629,8296,8296,8157,3634,7008,7008,6879,2428,7008,8297,39279,36812,Granville,1291,1291,1291,181,1324,4939,4420,57336,8913,34194,36102,36874,9108,36187,38295,39393,4939,4420,5033,4939,571,4462,4420,516,48058,10674,60443,52711,9393,1230,10619,10316,23741,23040,7307,21855,1290,8908,9744,9984,21938,7107,22428,20866,10616,23724,9981,22411,GRANVILLE COUNTY
18923,45137,45868,45868,45892,20401,20401,20219,9627,25374,25374,24825,9235,25374,20405,118775,109492,Gaston,93,93,93,61,113,1746,1057,211171,30862,101771,107317,109589,32258,109756,115917,118874,1746,1057,1792,1717,892,1110,1044,667,174276,36651,224529,191721,36465,5440,41670,40371,75412,73800,25926,71574,5247,34036,37671,38701,68589,24948,69778,66691,41669,75360,38701,69734,GASTON COUNTY
5035,9595,9683,9683,9692,6562,6562,6529,3636,3088,3088,3033,1379,3088,6562,25836,23647,Edgecombe,33,33,33,20,42,732,439,48532,7989,22329,23368,23696,8357,24178,25363,25903,732,439,790,718,344,484,429,213,39904,10509,51472,43948,6281,1161,7160,6975,17953,17656,6852,17179,1094,5758,6384,6496,16545,6682,16716,16142,7160,17944,6496,16712,EDGECOMBE COUNTY
5930,15382,15704,15704,15707,10960,10960,10697,4439,4744,4744,4685,1491,4744,10963,33232,31033,Watauga,,,,,,129,54,54308,7675,28938,30179,31100,8095,31047,32235,33345,129,54,207,129,73,88,54,54,49022,9229,56177,51530,4479,664,4681,4660,28457,27446,7358,26439,626,4102,4261,4278,25864,6995,26734,24782,4681,28422,4278,26701,WATAUGA COUNTY
2578,6864,6955,6955,6987,3811,3811,3770,1736,3086,3086,3036,842,3086,3812,25535,21865,Hoke,58,58,58,0,89,6062,4224,50664,4249,19852,21426,21912,4516,22921,24808,25627,5983,4184,6133,5454,508,4251,3751,403,40282,5854,55234,44624,5794,590,6725,6496,12769,12329,3418,11673,560,5464,6099,6262,11143,3286,11399,10637,6725,12748,6262,11379,HOKE COUNTY
2085,4024,4045,4045,4045,2969,2969,2957,1574,1076,1076,1067,511,1076,2969,10822,9849,Bertie,,,,,,59,25,18126,3570,9442,9792,9885,3827,10306,10703,10866,59,25,98,59,19,59,25,15,15647,4479,18947,16854,1836,351,2017,1987,8751,8657,3457,8411,333,1703,1831,1854,7936,3222,7972,7714,2017,8746,1854,7970,BERTIE COUNTY
4903,10224,10305,10305,10320,5450,5450,5414,2640,4855,4855,4810,2263,4855,5450,23066,21774,Person,0,0,0,0,15,392,284,37405,7124,20402,21392,21790,7254,21472,22544,23081,392,284,392,392,201,292,284,180,31361,7938,39490,34239,5467,1091,5959,5810,16730,16342,5962,15613,1061,5074,5374,5468,15734,5883,16030,15044,5958,16716,5468,16022,PERSON COUNTY
6749,11518,11589,11589,11589,7811,7811,7783,4716,3728,3728,3685,1997,3728,7811,26763,25049,Beaufort,50,50,50,36,50,554,332,44735,10270,23953,24821,25154,10681,25441,26441,26839,554,332,619,554,325,429,332,224,37669,11538,46994,41131,4801,915,5456,5366,20764,20521,9441,20086,877,4410,4884,4943,19605,9169,19782,19211,5456,20753,4943,19774,BEAUFORT COUNTY
4708,10204,10376,10376,10394,5960,5960,5875,2876,3717,3717,3630,1582,3717,5962,24867,22845,Jackson,699,699,699,250,715,3802,2769,42001,6863,21228,22261,22894,7125,22936,24092,24973,3544,2596,3893,3185,653,2803,2304,544,36721,8759,43938,39175,3231,556,3624,3570,17456,16978,5916,16520,525,2979,3297,3344,16368,5794,16747,15945,3624,17441,3344,16732,JACKSON COUNTY
16825,36643,37307,37307,37334,11743,11743,11533,6007,25564,25564,25110,10818,25564,11747,88890,84197,Catawba,0,0,0,0,23,985,615,150636,26591,78048,82610,84287,27199,82009,86872,88973,985,615,1046,985,433,687,603,351,124631,29156,159551,137151,28724,4228,31991,31144,55936,54743,22538,52300,4049,26756,29028,29708,52967,22191,53892,50689,31990,55915,29707,53875,CATAWBA COUNTY
98377,392668,408755,408755,408876,154369,154369,146222,39760,254137,254137,246197,58552,254150,154450,839448,797181,Wake,249,249,249,65,276,10985,7409,1044525,137063,697116,758634,797493,142590,729331,793662,839980,10985,7409,11059,10858,3269,7451,7320,2748,849055,133864,1111761,941934,230097,22114,274611,258876,554310,523801,117207,488376,22310,224493,252229,265460,498996,112005,524582,465303,274584,553879,265447,524325,WAKE COUNTY
10434,20717,21006,21006,21016,11323,11323,11215,5872,9683,9683,9502,4562,9683,11323,51552,48071,Cleveland,0,0,0,0,10,588,369,92365,15935,44968,47377,48148,16378,47913,50585,51630,588,369,657,588,326,439,369,285,76504,18575,97947,84044,13983,2539,15412,15258,35561,34739,13513,33342,2459,12817,13984,14084,33024,13191,33625,31782,15412,35552,14084,33618,CLEVELAND COUNTY
5995,12197,12323,12323,12345,7365,7365,7307,3854,4958,4958,4890,2141,4958,7366,34744,31816,Sampson,0,0,0,0,21,541,365,59389,9136,29961,31544,31874,9441,32434,34229,34820,541,365,604,541,237,414,365,204,48081,11637,63531,53473,7968,1285,8774,8611,25442,25077,7919,23925,1233,7423,8018,8109,23161,7699,23351,22173,8774,25429,8109,23342,SAMPSON COUNTY
4452,9110,9178,9178,9195,6067,6067,6055,2908,3111,3111,3055,1544,3111,6067,25402,23429,Columbus,0,0,0,0,17,371,273,52603,7483,22127,23186,23478,7797,23793,24980,25486,371,273,442,371,227,310,273,199,44013,11419,55508,48224,6031,1196,7112,6917,17932,17692,6374,17391,1117,5477,6328,6432,16585,6167,16736,16377,7112,17919,6430,16726,COLUMBUS COUNTY
2598,5068,5102,5102,5104,4107,4107,4083,2189,995,995,985,409,995,4109,11264,10481,Caswell,,,,,,125,69,21496,4029,10060,10372,10503,4230,10753,11110,11336,125,69,187,125,69,84,69,58,18383,5005,22604,19944,1610,381,1715,1698,9434,9287,3780,9018,272,1339,1412,1430,8891,3699,8989,8652,1715,9424,1430,8982,CASWELL COUNTY
2634,4734,4795,4795,4795,4418,4418,4378,2503,377,377,356,131,377,4418,9497,8925,Yancey,,,,,,133,105,17212,3766,8525,8814,8953,3880,9017,9340,9541,133,105,175,133,115,132,105,105,14782,4744,18069,15969,894,147,1051,1049,8315,8158,3618,7990,153,820,968,970,7741,3508,7851,7600,1051,8313,970,7850,YANCEY COUNTY
6000,13453,13639,13639,13677,6373,6373,6300,3232,7266,7266,7153,2768,7266,6374,35702,32930,Lee,0,0,0,0,37,645,449,57893,9211,30242,32236,32959,9482,32470,34705,35739,645,449,662,645,248,469,449,215,47136,10404,61779,52144,10143,1363,11725,11408,23352,22652,7871,21682,1357,9664,10842,11076,20945,7639,21414,20129,11725,23332,11076,21405,LEE COUNTY
2531,4780,4810,4810,4810,3395,3395,3390,1890,1415,1415,1390,641,1415,3395,11864,10934,Hertford,,,,,,25,10,22610,3905,10357,10827,10966,4081,11164,11703,11924,25,10,75,25,12,33,10,10,19299,4836,23677,20898,2904,613,3357,3297,8492,8381,3456,8235,623,2696,3033,3081,7784,3272,7852,7651,3357,8482,3081,7843,HERTFORD COUNTY
