First Doses ~ Percent of Population Vaccinated,First Doses ~ Percent of Total,Gender,Second Doses ~ Percent of Population Vaccinated,County,Demographic,Ethnicity,Aggregation Level,Race,Age Group,Second Doses ~ Percent of Total
,0.0005177683854883941,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0004825558321607678
0.13463497295752272,0.5942776762358238,Female,0.07472632716015011,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.6052422700869502
0.09524193257447065,0.3979598942507228,Male,0.05056130427758249,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.3876622049043307
,0.00452719635792542,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.005058568147105868
,0.0009192027349968008,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0005201380620798307
0.5329541035444928,0.30763962337265477,Missing or Undisclosed,0.34510336566437594,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.3655322846387897
0.0008045945121105346,0.0002613419540677179,Missing or Undisclosed,0.0003606802985323086,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,15-17,0.00021497035513703985
0.07625026195123363,0.12728500118382172,Missing or Undisclosed,0.04630169027867685,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.14182631597936285
0.05812015216711976,0.16227696840056266,Missing or Undisclosed,0.040284381744053493,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.20639108369111617
1.890348958417724e-05,5.734776421548669e-06,Missing or Undisclosed,1.890348958417724e-05,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,2-4,1.0523024377337614e-05
,6.717880950957011e-05,Missing or Undisclosed,,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,4.960854349316304e-05
0.0025556650575442232,0.000501383309998255,Missing or Undisclosed,0.00197521171931114,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,0-1,0.0007110557900686703
0.020126450276452244,0.016333462502345113,Missing or Undisclosed,0.012981191959918715,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,18-24,0.019330795781169197
9.540983293738252e-06,4.915522647041716e-06,Missing or Undisclosed,1.5901638822897089e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,5-9,1.5032891967625165e-06
0.4497739147717934,0.38561619763022653,Missing or Undisclosed,0.16903454154196623,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,65-74,0.2659258457505021
1.5023903029720286e-05,8.192537745069526e-06,Missing or Undisclosed,6.009561211888114e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,10-14,6.013156787050066e-06
,,Missing or Undisclosed,,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,
0.5329541035444928,0.30763962337265477,Missing or Undisclosed,0.34510336566437594,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.3655322846387897
0.07625026195123363,0.12728500118382172,Missing or Undisclosed,0.04630169027867685,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.14182631597936285
0.05812015216711976,0.16227696840056266,Missing or Undisclosed,0.040284381744053493,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.20639108369111617
,0.0008487469103892029,Missing or Undisclosed,,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0009936741590600233
0.020126450276452244,0.016333462502345113,Missing or Undisclosed,0.012981191959918715,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,18-24,0.019330795781169197
0.4497739147717934,0.38561619763022653,Missing or Undisclosed,0.16903454154196623,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,65-74,0.2659258457505021
0.06000556465823724,0.1334020618556701,Missing or Undisclosed,0.04609391906513741,Henderson ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.1757218621096052
0.04932735426008968,0.11297500855871277,Missing or Undisclosed,0.028101644245142002,Caswell ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.1276306856754922
0.06849630996309963,0.1277785745016492,Missing or Undisclosed,0.04412669126691267,Stanly ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.2026120720084716
0.08233362798333123,0.38210588005469814,Male,0.02441385696847245,Edgecombe ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.34503271861986917
,0.009012748295286095,Missing or Undisclosed,,New Hanover ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.01059237171213672
0.07529549102582811,0.15065693430656935,Missing or Undisclosed,0.02845469137603969,Hertford ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.1862464183381089
,,Missing or Undisclosed,,Martin ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
,0.004792879150975694,Missing or Undisclosed,,Caswell ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.006788866259334691
0.011360147374884864,0.004426366790285919,Missing or Undisclosed,0.00460546515198035,Beaufort ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.005161734342739161
0.00016849199663016007,8.759635599159075e-05,Missing or Undisclosed,0.00016849199663016007,Randolph ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00015323322096230465
0.05149310872894334,0.1043849437330229,Missing or Undisclosed,0.026607963246554366,Warren ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.20441176470588238
0.006355932203389831,0.0037313432835820895,Missing or Undisclosed,0.00423728813559322,Mitchell ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.005486968449931413
,,Missing or Undisclosed,,Wayne ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.12349322765718342,0.6472904265873015,Female,0.07777252025788135,Cumberland ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.6256363895893801
0.00034965034965034965,0.00014819205690574984,Missing or Undisclosed,0.0,Rowan ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
0.11933683519369666,0.04507688492063491,Missing or Undisclosed,0.08289560078791858,Cumberland ,Race,Missing or Undisclosed,County,Asian or Pacific Islander,Missing or Undisclosed,0.048056335347575765
,,Missing or Undisclosed,,Avery ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.18006854732401792,0.9813218390804599,Missing or Undisclosed,0.06376407668261082,Currituck ,Ethnicity,Non-Hispanic,County,Missing or Undisclosed,Missing or Undisclosed,0.9854481955762515
0.47341417910447764,0.37193111029681203,Missing or Undisclosed,0.2232587064676617,Granville ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.3006070755704417
,0.001443298969072165,Missing or Undisclosed,,Henderson ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0014142604596346494
0.01677050272324752,0.032597105864432596,Missing or Undisclosed,0.010540339328396223,Onslow ,Ethnicity,Hispanic,County,Missing or Undisclosed,Missing or Undisclosed,0.0366834856129824
,,Missing or Undisclosed,,Warren ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Suppressed,
0.4273117254528122,0.35026372338347334,Missing or Undisclosed,0.18207816968541468,Edgecombe ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,75+,0.4544913741820345
0.12611602973588854,0.1291606090749101,Missing or Undisclosed,0.0889461690761702,Orange ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.14353749698577284
0.03201009637448371,0.10336395969176052,Missing or Undisclosed,0.02140890316659018,Rowan ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.1361646234676007
,0.001838235294117647,Missing or Undisclosed,,Hyde ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.003676470588235294
0.04367968232958306,0.10519604717883327,Missing or Undisclosed,0.023957643944407678,Montgomery ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.14319620253164556
,0.00018601190476190478,Missing or Undisclosed,,Cumberland ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,4.758053004710472e-05
0.061746617466174665,0.11869408137401405,Missing or Undisclosed,0.041554735547355476,Guilford ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.15027934948934202
0.12073628195062375,0.9783223374175307,Missing or Undisclosed,0.05795457849893861,Macon ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.97984267453294
,0.057973805855161785,Missing or Undisclosed,,Duplin ,Race,Missing or Undisclosed,County,Other,Missing or Undisclosed,0.0879848628192999
,0.011306532663316583,Missing or Undisclosed,,Hoke ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.002974714923153198
,0.00659533929356588,Missing or Undisclosed,,Watauga ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.002492522432701894
,,Missing or Undisclosed,,Franklin ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.12240611610518357,0.9902582691436339,Missing or Undisclosed,0.07247472625948641,Alexander ,Ethnicity,Non-Hispanic,County,Missing or Undisclosed,Missing or Undisclosed,0.9930928626247122
0.05998299861863776,0.18673503142573603,Missing or Undisclosed,0.035384124960153016,Rutherford ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.267362505018065
,0.0023271731690622864,Missing or Undisclosed,,Franklin ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.002102496714848883
,,Missing or Undisclosed,,Wake ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.0016778523489932886,0.0002231644722160232,Missing or Undisclosed,0.0008389261744966443,Haywood ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00020234722784297855
0.027436763615390953,0.02288659793814433,Missing or Undisclosed,0.01672571475652962,Henderson ,Ethnicity,Hispanic,County,Missing or Undisclosed,Missing or Undisclosed,0.023924572775486153
,0.0015956598053295037,Missing or Undisclosed,,Richmond ,Race,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
0.5571165869805076,0.33158217318973826,Missing or Undisclosed,0.24303052592865024,Durham ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.23563812716185856
0.4783177382030385,0.42295373665480424,Missing or Undisclosed,0.2978166817587282,Caldwell ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.3761118170266836
,0.003199360127974405,Missing or Undisclosed,,Brunswick ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00025737817433081676
0.4719708673581991,0.45944784617037276,Missing or Undisclosed,0.21750165526373869,Wilson ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.3875344081793158
,0.0001327844907714779,Missing or Undisclosed,,Wilkes ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
,0.0028908844876368556,Missing or Undisclosed,,Missing  / Out of State,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0005581741503349045
,0.0002607561929595828,Missing or Undisclosed,,Lenoir ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
0.07986060694061276,0.4109077325364214,Male,0.0363365761579788,Columbus ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.390405616224649
,,Missing or Undisclosed,,Beaufort ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.5754237288135593,0.47152777777777777,Missing or Undisclosed,0.31822033898305085,Avery ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.4028969957081545
,0.0021570319240724763,Missing or Undisclosed,,Bladen ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.001397624039133473
0.4419583094281889,0.35575738916256155,Missing or Undisclosed,0.26601644673933833,Davie ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.31146439767129425
0.16098926738217453,0.2839506172839506,Missing or Undisclosed,0.06952869808679421,Clay ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.2466887417218543
0.03262233375156838,0.013111447302067574,Missing or Undisclosed,0.010037641154328732,Gates ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.007590132827324478
0.48794992175273866,0.31123976841684964,Missing or Undisclosed,0.36087636932707357,Person ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,75+,0.4090102873359347
0.0453035336756267,0.09328358208955223,Missing or Undisclosed,0.020839625490788282,Mitchell ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.09465020576131687
,0.0042977143973432315,Missing or Undisclosed,,Edgecombe ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.001189767995240928
,,Missing or Undisclosed,,Scotland ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.2228706960878371,0.9727812027451437,Missing or Undisclosed,0.12050954056070781,Pasquotank ,Ethnicity,Non-Hispanic,County,Missing or Undisclosed,Missing or Undisclosed,0.9836850119643246
0.06455285238436564,0.08228970706799248,Missing or Undisclosed,0.030821773411477,Iredell ,Race,Missing or Undisclosed,County,Black or African-American,Missing or Undisclosed,0.06446776611694154
,0.0011068068622025456,Missing or Undisclosed,,Swain ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.003257328990228013
0.5155045400034264,0.3187162376866858,Missing or Undisclosed,0.42898749357546684,Cabarrus ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,75+,0.40593337115992545
,,Missing or Undisclosed,,Transylvania ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.3692926969522714,0.34011227624192353,Missing or Undisclosed,0.1698102357676826,Cabarrus ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.23936127097349436
0.07186147186147186,0.004888679467546236,Missing or Undisclosed,0.046753246753246755,Moore ,Race,Missing or Undisclosed,County,American Indian or Alaskan Native,Missing or Undisclosed,0.00519530498364441
,,Missing or Undisclosed,,Buncombe ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
,0.03097599783337283,Missing or Undisclosed,,Buncombe ,Race,Missing or Undisclosed,County,Other,Missing or Undisclosed,0.024118857730897864
0.3099950655189429,0.3637650389242746,Missing or Undisclosed,0.1383847798673173,Davidson ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.2486454536498867
0.023501762632197415,0.001728608470181504,Missing or Undisclosed,0.01527614571092832,Burke ,Race,Missing or Undisclosed,County,American Indian or Alaskan Native,Missing or Undisclosed,0.0017742595878258497
,0.8227026694550376,Missing or Undisclosed,,Missing  / Out of State,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.8509054825105433
0.17454716537285345,0.9137931034482759,Missing or Undisclosed,0.06155414412295146,Currituck ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.9138533178114085
0.0019015021867275148,0.0005296049147336087,Missing or Undisclosed,0.0009507510933637574,Cabarrus ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0004052849152954527
0.01216281310211946,0.009696620583717357,Missing or Undisclosed,0.008429672447013488,Nash ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.015005359056806004
,0.03342356125691421,Missing or Undisclosed,,Lincoln ,Race,Missing or Undisclosed,County,Other,Missing or Undisclosed,0.0359371637615666
0.10699202252463633,0.17155756207674944,Missing or Undisclosed,0.039418113561708115,Greene ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.1879194630872483
0.05641025641025641,0.12685337726523888,Missing or Undisclosed,0.027106227106227107,Tyrrell ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.15481171548117154
,0.00041356492969396195,Missing or Undisclosed,,Harnett ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0002945508100147275
0.1198376512136626,0.9604985213350232,Missing or Undisclosed,0.05748095827952455,Jackson ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.9637649138311976
,0.0002837308718103921,Missing or Undisclosed,,Guilford ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0002135155332550443
0.12045741639518649,0.8229469476744187,Missing or Undisclosed,0.049305232364869354,Cleveland ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.8836987607244995
,0.0004396892862377253,Missing or Undisclosed,,Watauga ,Race,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0002492522432701894
,0.5709189322179851,Female,,Missing  / Out of State,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.5819895807491938
0.14008778346744696,0.4074468085106383,Male,0.04773226042428676,Washington ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.41560509554140124
,0.0007996063476442367,Missing or Undisclosed,,Missing  / Out of State,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0006822128504093278
0.07282260413632391,0.08644536652835408,Missing or Undisclosed,0.03145936498689193,Perquimans ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.08404669260700388
0.47926563101810243,0.3073186795093439,Missing or Undisclosed,0.3512646039286173,Robeson ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,75+,0.3586785527005768
0.15233766353503037,0.6848628036143579,Missing or Undisclosed,0.11021269926149932,Pitt ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.7561993927125505
0.09195431504325842,0.7055268544692466,Missing or Undisclosed,0.05287563680713478,Wayne ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.7900531511009872
0.07495195387572069,0.19219712525667348,Missing or Undisclosed,0.02706598334401025,Franklin ,Race,Missing or Undisclosed,County,Black or African-American,Missing or Undisclosed,0.13324572930354797
0.11863252153491749,0.3923806700266825,Male,0.07835931267534936,New Hanover ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.3890693844852908
0.017889087656529516,0.01619925078465121,Missing or Undisclosed,0.011292486583184257,Alamance ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.01984477846546812
0.05977975878342947,0.1090213579853363,Missing or Undisclosed,0.03443453941618598,Montgomery ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.15585443037974683
0.06801019356531189,0.38311729437595,Male,0.03568497386025072,Mecklenburg ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.3731556774762418
0.02577319587628866,0.010940919037199124,Missing or Undisclosed,0.011045655375552283,Cherokee ,Race,Missing or Undisclosed,County,Suppressed,Missing or Undisclosed,0.008291873963515755
,0.0007797270955165693,Missing or Undisclosed,,Polk ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0006365372374283896
,0.000580286827489016,Missing or Undisclosed,,Pitt ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00012651821862348178
0.09137055837563451,0.3959171937895342,Male,0.049633389734912575,Lee ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.3766364551863041
,0.0005255781359495444,Missing or Undisclosed,,Randolph ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00015323322096230465
0.14085880718255664,0.8254776072658941,Missing or Undisclosed,0.08693619067977769,Craven ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.8699197860962566
0.0005945303210463733,0.0002512562814070352,Missing or Undisclosed,0.0005945303210463733,Hoke ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0004957858205255329
0.18899666565625947,0.25595238095238093,Missing or Undisclosed,0.06304940891179145,Currituck ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.24214202561117582
0.07359441164652428,0.39381409196162753,Male,0.029209037801749452,Rutherford ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.3793657165796869
,0.001005674879678184,Missing or Undisclosed,,Chatham ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00012838618564642445
,,Missing or Undisclosed,,Person ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
,0.0002052545155993432,Missing or Undisclosed,,Currituck ,Race,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
,0.001075268817204301,Missing or Undisclosed,,Harnett ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.001325478645066274
0.03607896528250511,0.012488218661639962,Missing or Undisclosed,0.015656909462219197,Macon ,Race,Missing or Undisclosed,County,Suppressed,Missing or Undisclosed,0.011307767944936088
0.08714118336262448,0.15427830596369924,Missing or Undisclosed,0.05975395430579965,Burke ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.16705336426914155
0.048296250194491984,0.03397250678574556,Missing or Undisclosed,0.034604014314610236,Durham ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.039653389437649324
,0.00013689253935660506,Missing or Undisclosed,,Franklin ,Race,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00026281208935611036
,0.0002074043347505963,Missing or Undisclosed,,Carteret ,Race,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0003663003663003663
,0.003593083314619358,Missing or Undisclosed,,Yadkin ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0003137747097583935
0.09529012951212547,0.3884782828794169,Male,0.04781890653520917,Alamance ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.378327930052068
0.4113082039911308,0.46389496717724293,Missing or Undisclosed,0.2682926829268293,Cherokee ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,75+,0.53510226644555
,0.010475905417539658,Missing or Undisclosed,,Martin ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
0.08526610644257702,0.15192653224196445,Missing or Undisclosed,0.05467787114845939,Person ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.17311103228095068
,0.019851915441570986,Missing or Undisclosed,,Catawba ,Race,Missing or Undisclosed,County,Other,Missing or Undisclosed,0.019649408887077047
0.12004878615402485,0.9365654734934301,Missing or Undisclosed,0.07207573469624812,Alexander ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.9524174980813507
,0.008127539856205063,Missing or Undisclosed,,Cherokee ,Race,Missing or Undisclosed,County,Other,Missing or Undisclosed,0.009397457158651189
,,Missing or Undisclosed,,Beaufort ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
,,Missing or Undisclosed,,Lee ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.15114541832669323,1.0,Missing or Undisclosed,0.05951195219123506,Tyrrell ,Ethnicity,Suppressed,County,Missing or Undisclosed,Missing or Undisclosed,1.0
,0.0007511266900350526,Missing or Undisclosed,,Bertie ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
0.137295182453117,0.6088317296117673,Female,0.07065723752880931,Wake ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.6200722354568509
,,Missing or Undisclosed,,Iredell ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.08687615526802218,0.0057408085989984125,Missing or Undisclosed,0.051756007393715345,Granville ,Race,Missing or Undisclosed,County,Asian or Pacific Islander,Missing or Undisclosed,0.005861419300816412
0.07014263237987155,0.8284843869002285,Missing or Undisclosed,0.039604343452580536,Onslow ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.8375835265239329
0.08478282476890965,0.22664068727304934,Missing or Undisclosed,0.062377828579001426,Forsyth ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.28343996989085435
0.0691047789993269,0.11951882033372138,Missing or Undisclosed,0.027372672201032084,Warren ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.17941176470588235
,0.0012263489838822705,Missing or Undisclosed,,Randolph ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0003064664419246093
,,Missing or Undisclosed,,Buncombe ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
,0.0016295491580662683,Missing or Undisclosed,,Camden ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
